ticker,target_weight,Name,sector,portfolio_sleeve_label
BE,0.285,Bloom Energy,Industrials,future_winner
SNDK,0.285,SANDISK CORP,Information Technology,future_winner
WDC,0.1657293296031289,WESTERN DIGITAL CORP,Information Technology,future_winner
CIEN,0.1219596413582428,CIENA CORP,Information Technology,future_winner
CASH,0.0785000000000001,Cash,Cash,
LITE,0.0638110290386281,LUMENTUM HOLDINGS INC,Information Technology,future_winner
