row_type,ticker,projected_shares,reference_price,projected_market_value_usd,projected_weight
equity,SNDK,171.0,2184.75,373592.25,0.28641863214465874
equity,BE,1130.0,328.9100036621094,371668.3041381836,0.284943617761834
equity,WDC,291.0,746.22998046875,217152.92431640625,0.16648269215680378
equity,CIEN,369.0,428.2200012207031,158013.18045043945,0.12114255315907115
equity,LITE,98.0,850.0,83300.0,0.06386286668861592
cash,CASH,0.0,1.0,100630.69802597273,0.07714963808901634
