ticker,target_weight,Name,sector,portfolio_sleeve_label
GOOG,0.1399999999999999,ALPHABET INC CLASS C,Communication,core_compounder
APP,0.1048172993293705,APPLOVIN CORP CLASS A,Information Technology,core_compounder
CAT,0.1035634376142495,CATERPILLAR INC,Industrials,core_compounder
GEV,0.0885808084126337,GE VERNOVA INC,Industrials,core_compounder
AMZN,0.0780442171020089,AMAZON.COM INC,Consumer Discretionary,core_compounder
PLTR,0.0518345047608683,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,core_compounder
VRT,0.0518345047608683,Vertiv,Information Technology,core_compounder
NVT,0.0518345047608683,NVENT ELECTRIC PLC,Industrials,future_winner
FIX,0.0510448726484261,COMFORT SYSTEMS USA INC,Industrials,core_compounder
MLI,0.0399999999999999,MUELLER INDUSTRIES INC,Industrials,future_winner
PR,0.0399999999999999,PERMIAN RESOURCES CORP CLASS A,Energy,early_scout
ON,0.0390113281904503,ON SEMICONDUCTOR CORP,Information Technology,early_scout
FTI,0.0365884249686721,TECHNIPFMC PLC,Energy,future_winner
NXPI,0.0337310877067305,NXP Semiconductors,Semiconductors,future_winner
PWR,0.0322927410247994,QUANTA SERVICES INC,Industrials,future_winner
CBOE,0.0285866166280834,CBOE GLOBAL MARKETS INC,Financials,future_winner
UMC,0.0282356520919697,United Microelectronics,Semiconductors,future_winner
