ticker,shares,price,price_date,market_value_usd,cost_basis,current_weight
AMZN,68.0,264.1400146484375,2026-05-15,17961.52099609375,264.1400146484375,0.07747731488683614
APP,48.0,501.0,2026-05-15,24048.0,501.0,0.10373144171943102
CAT,27.0,888.3099975585938,2026-05-15,23984.36993408203,888.3099975585938,0.10345697238832767
CBOE,18.0,363.0199890136719,2026-05-15,6534.359802246094,363.0199890136719,0.02818606798904206
FIX,5.0,1992.739990234375,2026-05-15,9963.699951171875,1992.739990234375,0.04297858286738535
FTI,119.0,71.27999877929688,2026-05-15,8482.319854736328,67.96239298331638,0.03658862556791226
GEV,19.0,1049.22998046875,2026-05-15,19935.36962890625,978.2478669819079,0.08599154328078026
GOOG,82.0,393.32000732421875,2026-05-15,32252.240600585938,352.87037045699407,0.13912056787178756
MLI,68.0,136.44000244140625,2026-05-15,9277.920166015625,136.44000244140625,0.04002046053636824
NVT,71.0,169.00999450683594,2026-05-15,11999.709609985352,169.00999450683594,0.05176094386469943
NXPI,26.0,291.5,2026-05-15,7579.0,291.5,0.03269214058514503
ON,80.0,113.11000061035156,2026-05-15,9048.800048828125,113.11000061035156,0.039032147159672285
PLTR,89.0,133.99000549316406,2026-05-15,11925.110488891602,133.99000549316406,0.05143915933450743
PR,445.0,20.84000015258789,2026-05-15,9273.800067901611,19.179048409622705,0.04000268842569824
PWR,9.0,769.989990234375,2026-05-15,6929.909912109375,769.989990234375,0.029892279863975423
UMC,381.0,17.200000762939453,2026-05-15,6553.200290679932,17.200000762939453,0.028267336744362263
VRT,32.0,370.94000244140625,2026-05-15,11870.080078125,370.94000244140625,0.051201784756695054
