portfolio_kind,base_rebalance_date,period_end_date,action_date,ticker,action,reason,original_weight,new_weight,cash_weight_after,price_return,benchmark_return,relative_return,action_price
main,2019-04-30,2019-05-31,2019-05-03,W,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0346428728127134,0.0,0.03464287281271383,-0.08407181660828322,-0.0023412410534707773,-0.08192237558372695,148.82000732421875
main,2019-04-30,2019-05-31,2019-05-13,AVGO,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0492096346654156,0.0,0.08385250747812945,-0.08461792672561375,-0.04702790241406829,-0.039445041892379074,24.472408294677734
main,2019-04-30,2019-05-31,2019-05-20,KEYS,daily_hard_stop_exit,daily_close_breached_hard_stop,0.04,0.0,0.12385250747812948,-0.15272730047052552,-0.03654307030383375,-0.12059099538920892,74.55999755859375
main,2019-04-30,2019-05-31,2019-05-23,CDNS,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0338514332705528,0.0,0.15770394074868233,-0.08448272101046506,-0.04268476919636177,-0.04366163878852647,63.720001220703125
main,2019-06-28,2019-07-31,2019-07-05,AVGO,weekly_relative_trim,relative_underperformance_trim50,0.0380333587291922,0.0190166793645961,0.01901667936459761,-0.0630466580017377,0.005999657408407577,-0.06863453173335865,23.804262161254883
main,2019-06-28,2019-07-31,2019-07-08,AVGO,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0380333587291922,0.0,0.03803335872919367,-0.08857046279978587,0.0004721449309050829,-0.0890005865549015,23.155803680419922
main,2019-07-31,2019-08-30,2019-08-02,XYZ,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0258171488120022,0.0,0.025817148812003032,-0.14180024927706547,-0.01673447563984254,-0.1271943036125539,69.5999984741211
main,2019-07-31,2019-08-30,2019-08-05,EPAM,daily_hard_stop_exit,daily_close_breached_hard_stop,0.04,0.0,0.06581714881200307,-0.0912462867186975,-0.04630416081393318,-0.04712417110167977,176.3800048828125
main,2019-07-31,2019-08-30,2019-08-14,NOW,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0404186223989834,0.0,0.10623577121098648,-0.0903814222681193,-0.04603511377901903,-0.046486311110226386,50.46200180053711
main,2019-07-31,2019-08-30,2019-08-14,TSCO,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0612760747239054,0.0,0.16751184593489188,-0.08437250370954907,-0.04603511377901903,-0.04018742249769702,17.9664306640625
main,2019-07-31,2019-08-30,2019-08-23,ORCL,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0941416367033706,0.0,0.2616534826382625,-0.08383659904904983,-0.04284302647383553,-0.04282847402155365,46.78180694580078
main,2019-07-31,2019-08-30,2019-08-27,UNH,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0434766680727219,0.0,0.30513015071098437,-0.10538137998608743,-0.03605556451850245,-0.07191889170764931,198.8903350830078
