portfolio,ticker,changed_dates,abs_delta_weight,proxy_delta_return
main,BLD,7,0.0621711550348364,-0.001408080768493486
main,BLDR,14,0.1087077453487758,-0.0013282957310316826
main,ROKU,9,0.04378458717777729,-0.0012320239159895228
main,MOS,4,0.012330475914217202,-0.0012185534523552939
main,LPX,4,0.012897807150657394,-0.0011953635481958655
main,ZS,2,0.016297433359785108,-0.0011876354215331778
main,WBD,1,0.0056677377327851025,-0.0011456509215964816
main,RH,4,0.0213926066488387,-0.0011449591067268221
main,ENPH,6,0.012863562065495798,-0.001039933459589778
main,BRKR,2,0.0085002104955505,-0.0010049984724131201
main,AMZN,1,0.0101703750905693,-0.0010025082539869658
main,ALNY,4,0.01902365272265059,-0.0009471879292153572
main,PLTR,8,0.008247155614647707,-0.000929072077061594
main,CW,4,0.026155328476245698,-0.0009087142379598142
main,CORT,2,0.008749508129449305,-0.0009014171875912951
main,ANET,7,0.019821984809989007,-0.0008973358161991243
main,AAPL,4,0.015515743486316505,-0.0008543539504914583
main,SNX,1,0.0062770661041525,-0.0008038241886770087
main,DOCU,3,0.021393977879303906,-0.000774480528468111
main,CELH,5,0.024186070806766092,-0.0007536213608621611
main,FIX,1,0.0324628975945586,-0.0006809780347170267
main,BR,1,0.004965309140668804,-0.0006670916262284972
main,ORCL,1,0.005980336095469198,-0.0006232984910900911
main,KKR,3,0.010595418748049902,-0.0006182807156363395
main,CRWD,1,0.0463807129748471,-0.000602393902474647
main,PWR,2,0.011968743263546897,-0.0006000700641664791
main,KGC,3,0.040440583030985106,-0.0005851104134635422
main,BKNG,1,0.004816492156629701,-0.0005728218857934281
main,SSD,3,0.018351323699509012,-0.0005536112626813537
main,MDB,2,0.017418196711116798,-0.0005472756976370305
main,LAD,3,0.0586684844594095,-0.0005444510260157812
main,WING,4,0.0397291898880143,-0.0005256157714185393
main,OKE,1,0.006205473322521,-0.0005240643748166226
main,THC,3,0.03285036876730631,-0.0005234725166141634
main,CHRW,3,0.0081317165307324,-0.000494110841956513
main,TSCO,2,0.013753813894744595,-0.0004600627740985563
main,P,5,0.030138629751754083,-0.00045734569972416127
main,ETSY,5,0.01928964237237031,-0.000406751597259352
main,DRS,1,0.0082802825132023,-0.0004001681558133658
main,ONTO,6,0.0176492195819658,-0.00039636858575864105
main,OC,1,0.004569303531719304,-0.0003751614781124524
main,CAVA,1,0.0033442364049482975,-0.0003672416817649383
main,VRSN,2,0.008038213259621698,-0.0003593456940120236
main,AWI,1,0.0229357575700938,-0.0003371484943922969
main,HII,2,0.004497635435021803,-0.0003278276733274559
main,NTNX,1,0.005390340446644104,-0.0003232457287154289
main,BPOP,1,0.005522430871242101,-0.00031372014697864407
main,ITT,3,0.005553316282483407,-0.00030412974112471
main,CNM,3,0.020716937010410802,-0.0002979571570889511
main,TXRH,2,0.0206375184058931,-0.00028819408269175424
main,GTM,1,0.004543032504907903,-0.0002815440219624949
main,PANW,2,0.010718910660500902,-0.000275304000395721
main,PEN,1,0.004816492156629701,-0.00027158943406648326
main,SFM,2,0.0021003915768978976,-0.0002687858609158274
main,CRUS,5,0.012598466438727314,-0.0002453921788751502
main,RNG,4,0.04005162941691041,-0.00023947875836218858
main,ALB,2,0.003314656624766203,-0.00023670529022246762
main,RRX,1,0.0032890825468789,-0.00023493427178226218
main,NXT,1,0.008688562004161002,-0.0002345758153214902
main,KMI,3,0.020027475746253902,-0.00022341079504374298
main,QSR,4,0.0630581721775201,-0.00021167640786754459
main,IRDM,1,0.0011279656348490985,-0.00020807128541521172
main,WPM,1,0.0121319286187736,-0.0002020796859997202
main,TPL,4,0.025456371339665294,-0.00017393209417498635
main,ALGM,1,0.0006717139436824004,-0.00014723424775757386
main,CARR,5,0.015276192300728002,-0.0001444927096394051
main,EWBC,1,0.005522430871242101,-0.00014199789262787127
main,TLN,6,0.0238980885487392,-0.00013065579013697243
main,ALSN,1,0.0374105734597144,-0.00012742122158377787
main,DPZ,2,0.005613967770971399,-0.00011562544811416911
main,TPG,2,0.004902661291131205,-0.00010481146186146185
main,MRNA,2,0.00019388082478589974,-9.93521402350838e-05
main,BRBR,7,0.047543940433376786,-9.665495421767864e-05
main,COO,3,0.009625110868851497,-8.930699848243603e-05
main,PLNT,1,0.0020398712177767016,-8.718178192928638e-05
main,SITE,1,0.004441466063392199,-8.159658875759735e-05
main,MUSA,1,0.004441466063392199,-7.767592842587075e-05
main,DUOL,1,0.0010425736361696011,-6.02934208418393e-05
main,DBX,1,0.0006954398470444996,-4.980453785815241e-05
main,VKTX,3,0.000495739978628798,-4.6789680885192624e-05
main,BBY,1,0.0004477776048721002,-4.3751245279938025e-05
main,EXE,7,0.019429496072748503,-4.142072106675781e-05
main,DINO,1,0.0011185981047843983,-2.7470511136027742e-05
main,FSLR,5,0.03126811444248692,-2.4781500142406482e-05
main,CCJ,1,0.0002685376705104936,-2.3287622383778703e-05
main,SLM,3,0.014897862630466501,-1.9185229210186896e-05
main,DDOG,4,0.013903175160736095,-7.875384684484545e-06
main,MSTR,2,2.3395917186405657e-05,-3.2013930447794187e-06
main,DTM,1,0.0017460858746961017,-3.1734499649833667e-06
main,HIMX,1,6.540780243200969e-06,-2.1157795580933133e-06
main,V,5,0.0328892903174085,-1.9890324214293353e-06
main,AFG,1,0.0001694102077378981,-1.0598979691140409e-06
main,REXR,1,5.450650202699567e-06,-5.739307367875616e-07
main,C,1,0.00036248125676980464,-5.250126321890275e-07
main,DG,1,2.2808523068601483e-05,-3.375585672812124e-07
main,LULU,2,3.974292175679822e-05,-2.8549502564743865e-07
main,FITB,1,0.0006237693436716013,4.042379948541243e-11
main,JHG,1,2.6605350914699066e-05,3.287194182500665e-07
main,GEN,1,2.6605350914699066e-05,3.4291292970449517e-07
main,IBKR,1,9.777822984904927e-06,6.727911208788178e-07
main,BHF,1,9.777822984904927e-06,7.036072004487954e-07
main,APP,1,9.777822984904927e-06,8.438840952588219e-07
main,COF,1,2.6605350914699066e-05,1.8641554617334636e-06
main,NTRA,2,3.258634605350641e-05,2.33587800786735e-06
main,ALLY,1,2.6605350914699066e-05,2.8631257939125345e-06
main,MKTX,1,2.2808523068601483e-05,4.526364020719762e-06
main,CAR,2,2.5430240175003047e-05,4.739165008617431e-06
main,NTAP,1,0.00014283781647640714,5.1281421305143805e-06
main,SWKS,1,8.051629905980046e-05,5.866645198813794e-06
main,DIS,1,0.0002608976025014059,7.529449537235055e-06
main,DASH,1,0.0032379837706888043,8.892071316923388e-06
main,XYZ,2,0.0114063697237985,8.926930034315263e-06
main,AN,3,0.0076758766420946985,1.0935106016590834e-05
main,BROS,1,0.0006780549724795977,1.4291033439482954e-05
main,FCX,1,0.0013672731650926002,2.1224303855935115e-05
main,SN,1,0.002074839986209706,2.3223002898527583e-05
main,EBAY,1,0.0051185630473497,2.986414486191713e-05
main,GILD,2,0.0009013572452474979,3.1396651233289363e-05
main,ETR,2,0.0084654320610755,3.201468497980812e-05
main,LOW,1,0.0031926574813085015,3.591475066021607e-05
main,ASTS,2,0.001453254357278,3.6747300815615045e-05
main,NEE,1,0.0008136659669756019,4.022493584214077e-05
main,RKLB,2,0.00041619127861810407,4.954394091337386e-05
main,ULTA,1,0.003208972826937502,5.6348682924708744e-05
main,MLM,1,0.002209327671905001,6.118988741321218e-05
main,A,1,0.011284888122286202,6.749944651416345e-05
main,META,1,0.002092096938637697,7.214144953768901e-05
main,GGG,1,0.0015101494099311998,7.377918448966654e-05
main,INTC,2,0.0010396406053080065,7.940362386727303e-05
main,GWRE,1,0.0028956343697753018,8.004248841602623e-05
main,CACC,1,0.006151885881305899,8.440506430232254e-05
main,HEI,2,0.031879595133501804,9.544916348432593e-05
main,FICO,2,0.0017340967079702012,9.673629689840335e-05
main,EXPE,1,0.005522430871242101,9.758181634816176e-05
main,DDS,1,0.0010076770820347976,0.00010584405046922556
main,KVUE,2,0.005660138347893499,0.0001270263779235001
main,SNOW,2,0.004285999778841698,0.00012879628268667277
main,ACLS,6,0.003703961853100719,0.0001297144812461872
main,ELF,1,0.0005748958908178003,0.00013266830190075048
main,WSM,4,0.017471528983446696,0.00013536437013021198
main,BABA,1,0.002317240237943899,0.00013566077580680903
main,LBTYK,1,0.0016602141129049008,0.00014017035901760192
main,PAGS,2,0.0009083066972992021,0.0001403072008580674
main,COST,1,0.0067883797521257,0.00014888513858578615
main,DHI,1,0.005522430871242101,0.00017720337167229073
main,KNSL,2,0.0021337077349315994,0.00017815933399174523
main,U,2,0.006395011865887097,0.00018470241978278988
main,WFRD,3,0.008853716349864912,0.0001897291045646271
main,LI,1,0.0058404114103036,0.00019152474772793536
main,CHDN,1,0.008300613090157501,0.00019653901618959236
main,USB,1,0.005522430871242101,0.00019722811096140952
main,APO,2,0.004648595675283494,0.0002002996133601299
main,CHH,1,0.0034614662880613004,0.00020588958013124315
main,UNH,2,0.0043214445912521,0.0002148052994220536
main,NEM,2,0.0019171115811534023,0.0002243559659017633
main,CEG,3,0.17651436293088052,0.00022640415487206996
main,RBRK,1,0.0019797644118254992,0.00022741802709843912
main,DAL,1,0.004569303531719304,0.00023459745148008475
main,FDS,1,0.0024334156605845,0.0002347733554550725
main,ROIV,3,0.01732737069445099,0.00024398242560934796
main,MMM,1,0.004885474868270699,0.0002514576550558541
main,UEC,2,0.0020187122399819013,0.0002729771296747735
main,URI,1,0.002317240237943899,0.00030361319977621596
main,ATI,3,0.032173119330362106,0.00031498999632485216
main,AES,1,0.0017074427825439012,0.0003208299889718265
main,LSCC,4,0.009513683462777207,0.0003341240972552075
main,CNC,3,0.009034151502101996,0.0003389910048635417
main,AXON,7,0.05784759615902991,0.00038544242756931145
main,FRHC,3,0.006032650452762307,0.00041187998850040347
main,TPR,3,0.004205817754997294,0.00041722640035535947
main,NIO,1,0.002387617542812706,0.0004411664557433621
main,DLTR,2,0.043067862608312496,0.00045315453573543143
main,ADBE,4,0.021294385756561698,0.00047150856860019914
main,SAIA,5,0.028470517426397904,0.0004936298706038247
main,UBER,6,0.027185953885722786,0.0005251553735385788
main,BEN,4,0.016387927521241498,0.0005594885922009478
main,FTNT,6,0.026955534685729195,0.0005707750498955872
main,WDAY,2,0.028897612280808803,0.000584661556940035
main,EHC,2,0.006990500820937502,0.0005898257252744352
main,SRE,6,0.019085369445371706,0.0006074905144371129
main,VICI,3,0.010052837289421803,0.0006360865233235924
main,AM,3,0.012680489107612599,0.0006474585305544597
main,PENN,1,0.0011024595358649983,0.0006559077654483145
main,VRTX,1,0.033685075449933,0.0006587354882765528
main,BE,2,0.0063973077684545965,0.0006719085476359454
main,IRM,1,0.0099816781671201,0.0007289136533621122
main,BILL,3,0.03784575688005529,0.0007337358711335319
main,EFX,1,0.006760232258723402,0.0007798906950550044
main,CRM,3,0.018543910164908597,0.0007924594130204154
main,GOOGL,6,0.1101589542982204,0.0008202160409755688
main,HWM,2,0.006277584669662597,0.0008211127133909161
main,Z,2,0.004882889106594401,0.0008508050321725594
main,EQT,2,0.009292369424072602,0.0008733124348826242
main,ZG,2,0.004882889106594401,0.0009238854983276128
main,OLED,1,0.0754444444444444,0.000952409637532998
main,CIEN,10,0.04641004610253793,0.0010056389793412191
main,STM,3,0.06958551930597712,0.0010136961834462934
main,MTSI,5,0.04141370421110591,0.0010198318673329356
main,ORLY,3,0.037787843845439,0.0010396639382237915
main,ENTG,3,0.032710871225572605,0.0010726290502252398
main,DVA,3,0.017740390692946105,0.0010799823052559086
main,ADM,4,0.013685823022750301,0.0010810875049241937
main,FANG,4,0.03666219723323251,0.001115604954868914
main,HALO,6,0.1514176613418638,0.0011262300407653939
main,INSP,2,0.0197920176094762,0.0011346188702313364
main,CRS,5,0.0501282668554386,0.0011739912669778
main,RVMD,3,0.006472813927117493,0.0011753342874761665
main,STLD,4,0.011655352389172802,0.0012427361090113838
main,CPRT,2,0.017429440431142904,0.0012653037922774081
main,WCC,4,0.013851894553274596,0.0013195926901417138
main,CTAS,5,0.040023028552505,0.0013451748789221774
main,LOPE,2,0.013643409638589503,0.001406364145452042
main,WMS,3,0.022641052885537596,0.0014114946744669477
main,JBL,7,0.0325026551686997,0.0014547026253299566
main,AVGO,18,0.05822180578094403,0.0014594491319700504
main,CHRD,2,0.024973954423736604,0.0014662331303538039
main,JLL,1,0.0347856964517152,0.00152732530777735
main,XOM,8,0.0494337808683408,0.001533004719145278
main,KEYS,3,0.0308587010920168,0.0015643771547782172
main,EXC,1,0.0302122371520312,0.0017240844496789517
main,VVV,1,0.0583932349004878,0.0017401886278056889
main,FCN,1,0.0637558685446009,0.0017911315816854106
main,MA,14,0.0924415678579864,0.0019898565469275544
main,BX,2,0.010976005912903299,0.0020725173731825763
main,CVS,1,0.0167226593864446,0.0020736100774329264
main,RGLD,3,0.0173826013502228,0.00211091796038084
main,HLI,4,0.0952412193162769,0.0022033749588736564
main,MLI,3,0.0379103201530264,0.0022151455352057473
main,TMUS,2,0.0218270101043455,0.0024398161361990052
main,NOW,5,0.052151457909165505,0.0024785476164463156
main,QCOM,1,0.0320562414682061,0.0026076169214446104
main,DECK,1,0.0218081407077176,0.0027642746327782007
main,VTR,3,0.086061772202227,0.0028359861567665116
main,QRVO,3,0.0161586638009634,0.002951079548343252
main,GTLS,4,0.014458551664210194,0.0029929420315628597
main,AMAT,12,0.1342732478893744,0.003008379318364506
main,KLAC,2,0.04445056927240391,0.0030493175667666494
main,FOXA,2,0.058842349272033,0.003061778901250212
main,TTD,2,0.029384292028031403,0.0030972404512112314
main,INSM,7,0.0970555716622539,0.0031801478573067823
main,PODD,7,0.0603087633399227,0.00341880749994785
main,XPO,5,0.03277301827634859,0.003479404623644575
main,GE,5,0.1442775429400737,0.004103462280153018
main,GEV,4,0.039224487355922905,0.0043644134147132726
main,MRVL,3,0.0078978092504546,0.004397234184724102
main,AMD,14,0.2141547303059427,0.00467113349998252
main,JD,4,0.05667515258880231,0.004672659803131326
main,LVS,5,0.3263508719806365,0.004758096918384013
main,MKSI,1,0.1128741092636579,0.005106297297670958
main,NVDA,18,0.0753459476007407,0.005314681406000943
main,PCTY,5,0.053999504775702895,0.005630400667066556
main,VRT,8,0.2062239860265441,0.00586650267531941
main,SMR,3,0.028349628874246698,0.007371461410581413
main,SNDK,3,0.019170568193435204,0.007469675730247692
main,MELI,6,0.05684209356629351,0.008039596999913766
main,TGT,3,0.059492896977898,0.008076161398980887
main,PDD,6,0.050286968541586,0.008900393438609386
main,MU,14,0.08729805138982122,0.00907897987507091
main,CHWY,2,0.0661344322084007,0.009436110101075399
main,VST,12,0.08582142406523842,0.010560189315295761
main,TREX,6,0.0788136361278197,0.011391604826218007
main,SAM,4,0.1212529247610501,0.012706386605852353
concentrated,ROKU,2,0.2271807061406281,-0.09794354179441611
concentrated,UAL,2,0.2006794357894274,-0.043892731451817484
concentrated,PLTR,6,0.3018376255820262,-0.041365865383574195
concentrated,SMCI,1,0.2156318973208014,-0.028881969265259065
concentrated,LITE,5,0.09709164962994013,-0.028186457745073064
concentrated,VST,2,0.18966637739552478,-0.01950350072663571
concentrated,RKLB,1,0.076,-0.018390946531658504
concentrated,PCTY,1,0.1063399382028439,-0.01807330948431291
concentrated,CIEN,7,0.11694249303878299,-0.017304502826546473
concentrated,LVS,5,0.5008796153630691,-0.015496739507445977
concentrated,FOUR,1,0.0638909375857497,-0.015073187560443794
concentrated,KKR,2,0.13615888288294709,-0.01287704733632826
concentrated,TPL,2,0.311797149090447,-0.012499764201459117
concentrated,GEV,2,0.195680658017475,-0.012481873936609478
concentrated,EXEL,1,0.20899999999999996,-0.01206250240272321
concentrated,MU,5,0.18085598839947956,-0.011825995023267163
concentrated,MTDR,3,0.1192179534447481,-0.0103924784628957
concentrated,ASTS,1,0.0521181576841639,-0.00703350967495005
concentrated,AMD,4,0.2609783438577816,-0.006684495610526425
concentrated,GOOG,2,0.04758262189241149,-0.005106666495693559
concentrated,MLM,2,0.10779444857150089,-0.004877910595759627
concentrated,PODD,2,0.0333554604654359,-0.0036970918514682713
concentrated,ORLY,2,0.11621991237083401,-0.0036928043676918887
concentrated,THC,2,0.06587313717040719,-0.0036526629600679094
concentrated,TGT,1,0.0426477001377425,-0.003338796708620288
concentrated,V,1,0.076,-0.003317507962874883
concentrated,SMG,1,0.0569999999999999,-0.0031976782548763082
concentrated,TEAM,1,0.024995076079257383,-0.003093928823411461
concentrated,CRUS,1,0.017898595733664202,-0.0029598069257201296
concentrated,NXT,2,0.149988171187772,-0.0028317720807841404
concentrated,HLT,1,0.0560334437312877,-0.002733346138825264
concentrated,JBL,4,0.3123612408143494,-0.0026140627772700247
concentrated,RGEN,3,0.11636475378878079,-0.0025760298034480317
concentrated,ONTO,3,0.0640624736389222,-0.0024678039028645854
concentrated,LPX,2,0.03840443981797711,-0.002320199056050373
concentrated,INTU,2,0.052308978541652104,-0.002224618197863305
concentrated,SQM,2,0.005619070990330899,-0.002159435624263482
concentrated,LOPE,1,0.030767918991246902,-0.0021013827788049777
concentrated,CARR,1,0.0935470273363862,-0.0016046104166439084
concentrated,WAL,1,0.011007525808414298,-0.001421529798571772
concentrated,HII,5,0.023987544838561498,-0.0013564746317091014
concentrated,HALO,1,0.0155603242029281,-0.001354513817809861
concentrated,ACLS,4,0.021159264621806076,-0.0012676249330625224
concentrated,SE,4,0.054429696364253904,-0.0012056837222812135
concentrated,AMZN,1,0.0087226294474572,-0.0010421367057409
concentrated,NET,1,0.043473380477072304,-0.0010335402509946607
concentrated,CW,1,0.0272485572851424,-0.0009298969517560393
concentrated,DG,1,0.017777488708990895,-0.0008873799853179394
concentrated,MA,1,0.039143119812963104,-0.0008780094738482889
concentrated,TSCO,2,0.01948628263531181,-0.0007675990686454246
concentrated,FTNT,1,0.021206022950994798,-0.0007642900740626144
concentrated,CHRW,2,0.0054000012241564015,-0.0007421003624506862
concentrated,NOW,6,0.02524400295158489,-0.0007391507242860918
concentrated,MRVL,2,0.006163381963492406,-0.0007263656958210119
concentrated,INSM,2,0.013828645721671293,-0.0007053961506541378
concentrated,GE,1,0.0551,-0.0005829638372603008
concentrated,BYD,1,0.0118582201768287,-0.0005556334982501433
concentrated,QRVO,1,0.0045024269461508,-0.0004262061344161778
concentrated,SSD,1,0.0038309415401758945,-0.00040020216941413875
concentrated,BKR,2,0.0020344155057176027,-0.00039851315338312887
concentrated,ALSN,1,0.1139999999999999,-0.00038828646334953984
concentrated,KEYS,1,0.0016389213886472999,-0.00038162428287446225
concentrated,MET,1,0.0047297022057462,-0.0003004472551994142
concentrated,EXE,1,0.0479900176962222,-0.00019537332862008892
concentrated,HUBS,1,0.0015062683184415976,-0.0001678042696850018
concentrated,SN,1,0.014454093202583007,-0.00016177992065420258
concentrated,LNG,1,0.0008890647967873949,-0.00014699176886764418
concentrated,EBAY,1,0.0031565564738026963,-0.00010503420912747148
concentrated,TMUS,1,0.0170652287316853,-8.142572705046554e-05
concentrated,MCO,1,0.005930083666121199,-5.503677808794438e-05
concentrated,AON,1,0.0036687712681199997,-3.6473598092381225e-05
concentrated,GGG,1,0.0003995907818329001,-1.952222860820292e-05
concentrated,ETSY,1,0.006395358457259692,-1.0306553284769067e-05
concentrated,TPR,1,0.0024468455217963995,-9.389528188495695e-06
concentrated,LAD,1,0.0551,-2.7791800065117948e-06
concentrated,KVUE,2,0.004539948937324805,3.2839707911779843e-06
concentrated,AAPL,1,5.753752450589995e-05,6.769766530067818e-06
concentrated,FUTU,1,0.0015663511273973987,8.420548096790502e-06
concentrated,AFG,1,0.0014236781089210018,8.907099261999936e-06
concentrated,HD,1,0.004553856293790598,1.4950959796345533e-05
concentrated,FANG,1,0.0011235225835816015,2.59119532749206e-05
concentrated,BLD,1,0.0018759685747128108,3.1317000786539106e-05
concentrated,VICI,3,0.0018411278302347981,3.484855746620765e-05
concentrated,TREX,1,0.000374211198885,5.118837334972186e-05
concentrated,TRGP,2,0.004427064511824497,7.604502902530394e-05
concentrated,RMD,1,0.003540573116470505,9.250141098666353e-05
concentrated,NTNX,1,0.0015769551665691939,9.456620171116908e-05
concentrated,WDAY,2,0.0021062056380951972,9.781701705983827e-05
concentrated,EHC,1,0.0022775039661876006,0.000100628522007108
concentrated,SLB,1,0.003938593894530502,0.00010467363372496676
concentrated,BROS,1,0.0051117592666249,0.00010773805307669417
concentrated,CELH,1,0.0031213439088156,0.00011117015978009696
concentrated,CROX,1,0.005235122395517378,0.0001132338847135167
concentrated,LKQ,1,0.0298422713119983,0.00017925887564957413
concentrated,ZM,1,0.002127344116359814,0.000181461419251895
concentrated,SHOP,3,0.022074202702566104,0.00020616483224137477
concentrated,CHRD,1,0.020280356006248397,0.00022826967738464487
concentrated,MOS,1,0.0011346336029735976,0.00028016994437982584
concentrated,BLDR,1,0.0049479208559828,0.00035443951504088186
concentrated,META,1,0.0192895696534566,0.000665159195091947
concentrated,CTAS,1,0.0268285756318285,0.0007691589260846443
concentrated,SFM,1,0.014354169853097305,0.0009764845135931115
concentrated,RUN,2,0.019840062391308755,0.0010095617422824963
concentrated,FDS,2,0.022191196346136904,0.0011738578185639234
concentrated,LRCX,4,0.10973317291384153,0.0013001431418113493
concentrated,ATI,2,0.15491092515880378,0.0013091653546097684
concentrated,BIO,1,0.019485186086631884,0.0013133899936232107
concentrated,EXC,1,0.0235667368022182,0.00134485388307795
concentrated,DDOG,3,0.041884475762489826,0.0014437673061653124
concentrated,INTC,2,0.013062173888168382,0.001539807126231854
concentrated,AXON,3,0.07800452316560119,0.0019196498126383837
concentrated,MSI,1,0.0905674851631088,0.002229341067791185
concentrated,TT,1,0.076,0.0022457468444010238
concentrated,WSM,2,0.014651974246946586,0.002330998067643792
concentrated,MELI,4,0.0292415055715843,0.0028673263917616074
concentrated,DUOL,1,0.0530209215427814,0.003066270453323663
concentrated,MLI,3,0.055979986870743,0.003091639836949396
concentrated,PDD,2,0.017535156450769127,0.003175799142704657
concentrated,LSCC,1,0.03281004473657681,0.0034528104894994594
concentrated,CNC,2,0.0872888098567547,0.0038771387174203883
concentrated,CRS,1,0.01455170968986988,0.004439169676257182
concentrated,VRT,3,0.025051590858266692,0.00471923024279424
concentrated,WCC,3,0.0623427051633614,0.0047562562257599346
concentrated,AMKR,1,0.053697867482408,0.005459326990696403
concentrated,TSLA,6,0.1057062827787677,0.005590315931618255
concentrated,OLED,1,0.038,0.00569621131117085
concentrated,Z,2,0.0477350895570273,0.00613199443060038
concentrated,TLN,2,0.0734788068078023,0.006444983939376558
concentrated,GOOGL,7,0.1309748823972082,0.0067307831242081045
concentrated,UI,2,0.12165730564680108,0.006830807170482172
concentrated,NDAQ,2,0.0833679463469243,0.007323408294872241
concentrated,NTLA,1,0.06330684190374702,0.007417059190475982
concentrated,APO,1,0.1527109513562247,0.007867122505767007
concentrated,ELF,3,0.16429590082628898,0.009333987914960706
concentrated,ENPH,5,0.2437658265513688,0.009893728770097095
concentrated,ALAB,2,0.026524204624279568,0.010195444597634285
concentrated,NRG,4,0.2019472208274367,0.010906718046588625
concentrated,PENN,2,0.0204529259169522,0.011491122372365466
concentrated,AMAT,4,0.3732093664192984,0.012780135953616932
concentrated,BEAM,1,0.04963619638781422,0.01403279002421607
concentrated,FSLR,3,0.0816644652160759,0.014326916396568704
concentrated,CEG,1,0.2,0.01445652749537922
concentrated,AVGO,5,0.2290372306336146,0.01468724024091379
concentrated,DXCM,2,0.12180481337789575,0.014992696654536668
concentrated,NVDA,7,0.33975187887277275,0.01529700483508486
concentrated,WDC,4,0.3000933189436778,0.01583911822489438
concentrated,UBER,4,0.14692490111256232,0.026441107773199978
concentrated,CPRT,6,0.5354254583180018,0.03535637579671818
concentrated,MRNA,1,0.09723019060633459,0.05089874788806578
