ticker,position_pnl_usd,avg_weight,max_weight,days_held,sector,industry_group,primary_lane
PLTR,-156404.4035797119,0.08000392316818532,0.335464638256907,35,Information Technology,Software - Infrastructure,MARKET_LEADER
TPR,-26304.83116149902,0.0540713836288195,0.0760767843849367,27,Consumer Discretionary,Apparel & Luxury,MARKET_LEADER
BROS,-22399.82865524292,0.054984226790735696,0.0760137690623695,27,Consumer Discretionary,Hotels Restaurants & Leisure,MARKET_LEADER
APP,-20090.68115234375,0.11770792796444181,0.1346943978398855,8,Information Technology,Other,MARKET_LEADER
UBER,-10993.650077819824,0.04979860847658738,0.0534301068671178,6,Industrials,Software - Application,MARKET_LEADER
AXON,-7625.5198974609375,0.057641090618966086,0.0637955497995269,8,Industrials,Aerospace & Defense,MARKET_LEADER
CORT,-5216.678543090824,0.07087657052964752,0.073713227239763,8,Health Care,Biotechnology,MARKET_LEADER
HUBS,-3491.83935546875,0.08275857350155295,0.0866917616275911,8,Information Technology,Software - Application,MARKET_LEADER
LI,-2198.210077285774,0.07730416485301493,0.0841229082471613,21,Auto,Auto Manufacturers & Parts,MARKET_LEADER
KVUE,-1756.8609924316406,0.0476492596549691,0.0494724646115209,6,Consumer Staples,Household & Personal Products,QUALITY_COMPOUNDER
SAN,986.271512508396,0.08070278530457481,0.0853713496363904,21,Financial,Banks - Diversified,MARKET_LEADER
