date,price_state,price_crisis_score,price_trigger,spy_drawdown,spy_ret_5d,spy_above_ma20,spy_above_ma50,long_crisis_state,long_crisis_score,cash_gate_reason,cash_gate_allowed,liquidity_confirmation_score,market_trend_damage_score,credit_stress_score,long_crisis_feature_date,future_labels_excluded,raw_state,crisis_state,crisis_score,reentry_stage,reentry_trigger,state_source
2019-06-28,GREEN,0.0,risk_on,0.0,0.0,True,True,GREEN,0.0801711938157273,below_cash_raise_zone,True,0.27781705875623913,0.019803717992709302,0.0,2019-06-28,True,GREEN,GREEN,0.0801711938157273,,risk_on,price_or_combined
2019-07-01,GREEN,0.0,risk_on,0.0,0.0,True,True,GREEN,0.058186649617139936,below_cash_raise_zone,True,0.264266581419033,0.0,0.0,2019-07-01,True,GREEN,GREEN,0.058186649617139936,,risk_on,price_or_combined
2019-07-02,GREEN,0.0,risk_on,0.0,0.0,True,True,GREEN,0.07077010073854786,below_cash_raise_zone,True,0.26051717035940586,0.0,0.0,2019-07-02,True,GREEN,GREEN,0.07077010073854786,,risk_on,price_or_combined
2019-07-03,GREEN,0.0,risk_on,0.0,0.0,True,True,GREEN,0.07245946511263447,below_cash_raise_zone,True,0.25563065889650555,0.0,0.0,2019-07-03,True,GREEN,GREEN,0.07245946511263447,,risk_on,price_or_combined
2019-07-04,GREEN,0.0,missing_price_state,,,,,GREEN,0.07240235295274831,below_cash_raise_zone,True,0.2553450980970748,0.0,0.0,2019-07-04,True,GREEN,GREEN,0.07240235295274831,,missing_price_state,price_or_combined
2019-07-05,GREEN,0.002275270645106131,risk_on,-0.0011376353225530655,0.0,True,True,GREEN,0.05911886934652222,below_cash_raise_zone,True,0.25529299704864034,0.004645344233758351,0.0,2019-07-05,True,GREEN,GREEN,0.05911886934652222,,risk_on,price_or_combined
2019-07-08,GREEN,0.01325208842674086,risk_on,-0.00662604421337043,0.01303763713749917,True,True,GREEN,0.07251680765731823,below_cash_raise_zone,True,0.25533285081303053,0.027056347204595925,0.0,2019-07-08,True,GREEN,GREEN,0.07251680765731823,,risk_on,price_or_combined
2019-07-09,GREEN,0.01077614510964442,risk_on,-0.00538807255482221,0.005174928046927985,True,True,GREEN,0.07963093722439497,below_cash_raise_zone,True,0.25530980962034044,0.022001296265524023,0.0,2019-07-09,True,GREEN,GREEN,0.07963093722439497,,risk_on,price_or_combined
2019-07-10,GREEN,0.0012714548101318002,risk_on,-0.0006357274050659001,0.007353805572149152,True,True,GREEN,0.06368890462663582,below_cash_raise_zone,True,0.25271674253668425,0.002595886904019092,0.0,2019-07-10,True,GREEN,GREEN,0.06368890462663582,,risk_on,price_or_combined
2019-07-11,GREEN,0.0,risk_on,0.0,0.0017071882557393447,True,True,GREEN,0.0580441526944317,below_cash_raise_zone,True,0.2533234644956824,0.0,0.0,2019-07-11,True,GREEN,GREEN,0.0580441526944317,,risk_on,price_or_combined
2019-07-12,GREEN,0.0,risk_on,0.0,0.0073379908292101614,True,True,GREEN,0.05469408920352122,below_cash_raise_zone,True,0.25347044601760593,0.0,0.0,2019-07-12,True,GREEN,GREEN,0.05469408920352122,,risk_on,price_or_combined
2019-07-15,GREEN,0.0,risk_on,0.0,0.013240160693424485,True,True,GREEN,0.05073328011448816,below_cash_raise_zone,True,0.2536664005724408,0.0,0.0,2019-07-15,True,GREEN,GREEN,0.05073328011448816,,risk_on,price_or_combined
2019-07-16,GREEN,0.0064504658482471555,risk_on,-0.0032252329241235778,0.00871513488277409,True,True,GREEN,0.06370611893375683,below_cash_raise_zone,True,0.2521093763418607,0.013169701106837944,0.0,2019-07-16,True,GREEN,GREEN,0.06370611893375683,,risk_on,price_or_combined
2019-07-17,WATCH,0.020017167976217554,pullback_or_ma20_damage,-0.010008583988108777,-0.002913642163631436,False,False,GREEN,0.06906206892113531,below_cash_raise_zone,True,0.21777505906105668,0.04086838461811084,0.0,2019-07-17,True,WATCH,GREEN,0.06906206892113531,,pullback_or_ma20_damage,price_or_combined
2019-07-18,GREEN,0.01276786751842729,risk_on,-0.006383933759213645,-0.0016036616923154057,True,True,GREEN,0.06126018853391094,below_cash_raise_zone,True,0.21777505906105668,0.02606772951678905,0.0,2019-07-18,True,GREEN,GREEN,0.06126018853391094,,risk_on,price_or_combined
2019-07-19,WATCH,0.023806350263127607,pullback_or_ma20_damage,-0.011903175131563803,-0.01157480950546852,False,False,GREEN,0.08102945847549041,below_cash_raise_zone,True,0.21777505906105668,0.04860463178721887,0.0,2019-07-19,True,WATCH,GREEN,0.08102945847549041,,pullback_or_ma20_damage,price_or_combined
2019-07-22,WATCH,0.018952879322253757,pullback_or_ma20_damage,-0.009476439661126879,-0.009476439661126879,False,False,GREEN,0.07016495546703488,below_cash_raise_zone,True,0.23145406565441476,0.038695461949601426,0.0,2019-07-22,True,WATCH,WATCH,0.07016495546703488,,pullback_or_ma20_damage,price_or_combined
