policy_id,rebalance_date,macro_risk_state,macro_style_state,target_cash,realized_cash,policy_action,net_return
crisis_ladder,2019-04-30,green,quality_compounder,0.03,0.030000000000000027,normal_low_cash,-0.00789084864412319
crisis_ladder,2019-05-31,red,cash_defense,0.3,0.30000000000000004,raise_or_hold_red_floor,0.04049695696862664
crisis_ladder,2019-06-28,green,quality_compounder,0.10000000000000003,0.10000000000000003,green_redeploy_step,0.005985344270776092
crisis_ladder,2019-07-31,green,quality_compounder,0.03,0.03,green_redeploy_step,0.01374741529946914
crisis_ladder,2019-08-30,green,quality_compounder,0.03,0.030000000000000027,normal_low_cash,-0.0005834143069124559
crisis_ladder,2019-09-30,green,quality_compounder,0.03,0.03,green_redeploy_step,0.010631193156754683
crisis_ladder,2019-10-31,recovery,breakout_growth,0.1,0.1,bargain_reentry_step,0.006192388469287954
crisis_ladder,2019-11-29,green,breakout_growth,0.03,0.030000000000000027,green_redeploy_step,0.028755571801365665
crisis_ladder,2019-12-31,yellow,quality_compounder,0.1,0.1,yellow_partial_redeploy,0.047277775172837815
crisis_ladder,2020-01-31,green,quality_compounder,0.03,0.030000000000000027,green_redeploy_step,-0.01661963724853871
crisis_ladder,2020-02-28,red,cash_defense,0.3,0.30000000000000004,raise_or_hold_red_floor,-0.051303090389718926
crisis_ladder,2020-03-31,crisis,cash_defense,0.5,0.5,raise_or_hold_crisis_floor,0.09551698332691691
crisis_ladder,2020-04-30,yellow,turnaround_accumulation,0.3,0.3,yellow_partial_redeploy,0.08723949328752036
crisis_ladder,2020-05-29,green,quality_compounder,0.09999999999999998,0.09999999999999998,green_redeploy_step,0.048761885887609
crisis_ladder,2020-06-30,green,quality_compounder,0.03,0.03,green_redeploy_step,0.08737111215188964
crisis_ladder,2020-07-31,green,quality_compounder,0.03,0.03,normal_low_cash,0.1085827157922355
crisis_ladder,2020-08-31,yellow,quality_compounder,0.1,0.09999999999999998,yellow_partial_redeploy,-0.01941651994414085
crisis_ladder,2020-09-30,green,quality_compounder,0.03,0.030000000000000027,green_redeploy_step,0.0014652698892609665
crisis_ladder,2020-10-30,red,cash_defense,0.3,0.30000000000000004,raise_or_hold_red_floor,0.08119830772109332
crisis_ladder,2020-11-30,recovery,breakout_growth,0.10000000000000003,0.10000000000000003,bargain_reentry_step,0.03937620836367466
crisis_ladder,2020-12-31,green,quality_compounder,0.03,0.030000000000000138,green_redeploy_step,-0.009640499449976485
crisis_ladder,2021-01-29,red,cash_defense,0.3,0.30000000000000016,raise_or_hold_red_floor,0.05372520885526639
crisis_ladder,2021-02-26,red,cash_defense,0.30000000000000016,0.30000000000000016,raise_or_hold_red_floor,-0.008255417266710816
crisis_ladder,2021-03-31,recovery,quality_compounder,0.10000000000000014,0.10000000000000009,bargain_reentry_step,0.042084494668935296
crisis_ladder,2021-04-30,green,quality_compounder,0.03,0.03000000000000025,green_redeploy_step,-0.006427103825837522
crisis_ladder,2021-05-28,green,quality_compounder,0.03,0.030000000000000138,green_redeploy_step,0.05393333855039649
crisis_ladder,2021-06-30,green,breakout_growth,0.03,0.030000000000000027,green_redeploy_step,0.03921555108024989
crisis_ladder,2021-07-30,green,quality_compounder,0.03,0.030000000000000027,green_redeploy_step,0.052505330580093004
crisis_ladder,2021-08-31,green,quality_compounder,0.03,0.030000000000000027,normal_low_cash,-0.050368971893513415
crisis_ladder,2021-09-30,red,cash_defense,0.3,0.3,raise_or_hold_red_floor,0.075836773353263
crisis_ladder,2021-10-29,recovery,breakout_growth,0.1,0.10000000000000009,bargain_reentry_step,0.006369280142881761
crisis_ladder,2021-11-30,green,quality_compounder,0.03,0.030000000000000027,green_redeploy_step,0.017354836818409086
crisis_ladder,2021-12-31,green,quality_compounder,0.03,0.030000000000000027,normal_low_cash,-0.06585562531281015
crisis_ladder,2022-01-31,yellow,quality_compounder,0.1,0.09999999999999998,yellow_partial_redeploy,-0.004168704785503283
crisis_ladder,2022-02-28,yellow,cash_defense,0.1,0.1,yellow_partial_redeploy,0.04134546398944095
crisis_ladder,2022-03-31,green,quality_compounder,0.03,0.030000000000000027,normal_low_cash,-0.053279147593547085
crisis_ladder,2022-04-29,crisis,cash_defense,0.5,0.5,raise_or_hold_crisis_floor,0.00285793952948656
crisis_ladder,2022-05-31,red,cash_defense,0.5,0.5,raise_or_hold_red_floor,-0.02907063806476779
crisis_ladder,2022-06-30,red,cash_defense,0.5,0.5,raise_or_hold_red_floor,0.027290011627334763
crisis_ladder,2022-07-29,yellow,turnaround_accumulation,0.3,0.3,yellow_partial_redeploy,-0.012146618199350399
