ticker,name,sector,score_rank,score,missed_winner_score,mom_1m,mom_3m,mom_6m,mom_12m,relative_strength_composite,entry_quality_score,future_winner_score,early_scout_score,portfolio_sleeve_label,diagnosis,policy_probe,production_activation_allowed
MTZ,MASTEC INC,Industrials,34,4.838331704292583,3.148669,0.1592747410399391,0.5985877554048413,1.081022728222099,1.8514696654230196,3.7490441858443226,0.0,0.8571683793886785,0.9127442000900188,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
TER,TERADYNE INC,Information Technology,18,5.803930086901369,2.969549,-0.012190776051111962,0.19929502800335386,0.9201045972630764,3.8089423345306797,3.950884564552128,0.0,0.7118633795977561,0.5310837860858173,core_compounder,"strong_6m_momentum,strong_12m_momentum,high_relative_strength,engine_likes_nonheld_name",concentrated_or_alpha_sprint_replay,False
LSCC,LATTICE SEMICONDUCTOR CORP,Information Technology,116,2.617031317765302,2.887237,0.1966318689044788,0.47193608437698553,1.014093418339566,1.6181555711696216,3.5216982939030745,0.0,0.5441810106345926,0.34288144202336607,early_scout,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,ranking_mismatch",fundamental_acceleration_override_replay,False
ARM,Arm Holdings,Information Technology,16,6.06407321911161,2.871685,0.42374583183295456,0.724090618706289,0.3313565205198752,0.717288027054217,1.563225442426933,0.0,0.8566311282277073,0.8048322867710795,future_winner,"strong_3m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
NVT,NVENT ELECTRIC PLC,Industrials,85,2.9859059627847615,2.856129,0.32317770035174354,0.5110117653826096,0.5157451299469011,1.8484339051018006,2.2699392838519947,0.0,0.8421483737037154,0.8189067321358681,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
ONTO,ONTO INNOVATION INC,Information Technology,179,1.8009286404715688,2.787525,0.1526968160377431,0.36532380540879794,1.0968622933569754,1.2739037293410944,3.488167409222524,0.0,0.9046194115555373,0.6904365634339351,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,81,3.006746725771109,2.781191,0.11568707830904601,0.5600779067068573,0.9386600804967804,1.4092275522607136,3.296255705562197,0.0,0.5973911055413894,0.5591617273347471,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,ranking_mismatch",fundamental_acceleration_override_replay,False
QCOM,QUALCOMM INC,Information Technology,33,5.116742492650351,2.740261,0.7149901865979698,0.605480262641483,0.2331587981549874,0.5538697826854386,1.1544636040854066,0.0,0.5324270541272549,0.6067139289448515,unassigned,"strong_3m_momentum,entry_quality_chase_penalty",fundamental_acceleration_override_replay,False
AMAT,APPLIED MATERIAL INC,Information Technology,14,6.202648854238501,2.652054,0.09459290896094164,0.35184357059185345,0.8134321984568826,1.8196868454579787,3.029639758698453,0.0,0.6872174654454373,0.5687582644325992,core_compounder,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength",leadership_rotation_replay,False
PWR,QUANTA SERVICES INC,Industrials,37,4.4908688474118135,2.622495,0.2799367816459568,0.4665060080576804,0.6437106194106328,1.3045140690360375,2.2986886387309498,0.0,0.6074656185417622,0.6021379937339086,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength",leadership_rotation_replay,False
TXN,TEXAS INSTRUMENT INC,Information Technology,8,6.623866056901957,2.619817,0.3455313366582715,0.3062785067062117,0.7799743798959002,0.795451053619477,2.4242547238800345,0.0,0.6608359331047402,0.5261833088839882,core_compounder,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength",leadership_rotation_replay,False
AAON,AAON INC,Industrials,166,1.9129043093040234,2.526454,0.538614176788972,0.45012851159060085,0.49780224887379565,0.4659354787147443,1.5213722686088245,0.0,0.5933489262518694,0.6527409020537542,early_scout,"strong_3m_momentum,high_relative_strength",leadership_rotation_replay,False
ADI,ANALOG DEVICES INC,Information Technology,17,5.815056552161855,2.4188,0.18545083782637284,0.30386693199003023,0.7766944774311042,1.1158550220898178,2.567289783777881,0.0,0.6745788196251133,0.5027197431717167,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength",leadership_rotation_replay,False
LFUS,LITTELFUSE INC,Information Technology,465,-0.13363962899588722,2.407601,0.21434269467403544,0.3098125308190742,0.8760778065814359,1.4196687487680273,2.9653638732086782,0.0,0.39530478304114053,0.37135896800286583,early_scout,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,ranking_mismatch",leadership_rotation_replay,False
ALGM,ALLEGRO MICROSYSTEMS INC,Information Technology,595,-1.0742543991339422,2.344706,0.3222582430485592,0.17753190094524096,0.7845424797061724,1.6190475850303447,2.736700513779153,0.0,0.38112400777664884,0.340087600784233,early_scout,"strong_6m_momentum,strong_12m_momentum,high_relative_strength,ranking_mismatch",leadership_rotation_replay,False
GOOGL,ALPHABET INC CLASS A,Communication,6,6.881318684563083,2.339423,0.25843825577696267,0.2422788273287808,0.4116439054816341,1.6568220550749762,1.7830575392211425,0.0,0.655205741461168,0.521920859217115,core_compounder,"strong_12m_momentum,high_relative_strength",leadership_rotation_replay,False
