ticker,name,sector,score_rank,score,missed_winner_score,mom_1m,mom_3m,mom_6m,mom_12m,relative_strength_composite,entry_quality_score,future_winner_score,early_scout_score,portfolio_sleeve_label,diagnosis,policy_probe,production_activation_allowed
MU,MICRON TECHNOLOGY INC,Information Technology,53,3.910733435193262,5.899185,0.7717491406048635,0.8929380788072436,2.1470548255521384,8.06073046131232,4.8543425875913035,0.0,0.8877561633042239,0.9574816790590899,core_compounder,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
STX,Seagate Technology,Information Technology,15,6.070013225421745,5.596407,0.5628732388495232,0.8261558172874905,1.8504266545709052,7.305155563299024,4.8543425875913035,0.0,0.6699383503798998,0.7026366701504025,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
FLEX,FLEX LTD,Information Technology,124,2.4883818309633807,5.248222,0.8953472086394729,1.22210064373464,1.17851660305136,2.746244935725619,4.381805717038412,0.0,0.9432496512256745,0.9618681440405071,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
LITE,LUMENTUM HOLDINGS INC,Information Technology,12,6.318247611346788,5.142233,0.010814962988993537,0.6373485095431082,2.883136360012755,12.644323927240176,4.8543425875913035,0.0,0.818547503637526,0.6251728049257641,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
CIEN,CIENA CORP,Information Technology,24,5.564595947999944,5.141965,0.12460498965966438,1.0201605873340132,1.799193055439099,6.47354803273129,4.8543425875913035,0.0,0.8461469028425245,0.8703649324161433,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
AMD,ADVANCED MICRO DEVICES INC,Information Technology,36,4.683733100500139,5.082663,0.9235547820125545,1.183793883658982,0.7757969269548461,3.5355719377552095,3.710240839767988,0.0,0.9875464327876823,0.9618681440405071,core_compounder,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
BE,Bloom Energy,Industrials,241,1.2690946755475692,4.803143,0.630112975830643,0.825001754926115,0.8459090023292286,14.791287836435572,3.6848799474016456,0.0,0.8253872208110908,0.7611402528552031,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
HIMX,Himax Technologies,Information Technology,503,-0.32978491923553865,4.521704,0.9614114128007281,1.2490519922510042,0.959251218613034,1.4786779015378189,3.874365336494945,0.0,0.8028011351014459,0.8805818066434724,early_scout,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
MTSI,MACOM TECHNOLOGY SOLUTIONS INC,Information Technology,154,2.01935388543146,4.098905,0.4528278839316904,0.5257557651790894,1.4043293859743913,2.1743847240372625,4.758365251749239,0.0,0.9875464327876823,0.9618681440405071,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
AMKR,AMKOR TECHNOLOGY INC,Information Technology,58,3.68072677190567,4.077988,0.3893725327957429,0.5550406204412344,1.104397891835268,3.3996135111608456,4.2582072783335,0.0,0.8881479092479072,0.878159623713898,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
COHR,COHERENT CORP,Information Technology,22,5.644745485966722,3.907422,0.1797867259871282,0.47250536081595396,1.490232471264107,3.8155701887283318,4.8543425875913035,0.0,0.622015042773062,0.5466809096731804,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty",fundamental_acceleration_override_replay,False
RVMD,REVOLUTION MEDICINES INC,Health Care,183,1.7822997877896989,3.784009,0.4738099746363471,0.45461073613680925,1.3897876170195667,2.765533673212124,3.9884092868209406,0.0,0.6828750028089117,0.7628955309369025,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
MKSI,MKS,Information Technology,54,3.8497842236031925,3.516135,0.1897815439889008,0.29038639807172495,1.2440824322050639,3.245998870989795,4.491141591648591,0.0,0.9205503244248705,0.9618681440405071,future_winner,"strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
ECG,EVERUS CONSTRUCTION GROUP INC,Industrials,300,0.8353553178561784,3.364666,0.25241683350967836,0.677870325388302,0.7500000817902512,2.5037562772812465,3.2886690900499715,0.0,0.6770255011413476,0.5759055268619795,early_scout,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,ranking_mismatch",fundamental_acceleration_override_replay,False
