rebalance_date,regime_state,style_regime,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,equity,drawdown
2019-04-30,bull,balanced,-0.00609641190347834,0.0021304361487062334,0.42608722974124663,-0.008226848052184575,0.14782554051750674,11,"NOW,CPRT,SBUX,SHOP,PAYC,ADBE,CDNS,MCO,HD,ENTG,MELI",0.9917731519478155,-0.008226848052184543
2019-05-31,bear,cash_defense,0.047805071540702,0.002640922110027376,0.5281844220054752,0.04516414943067463,0.46028065147638453,8,"HEI,MA,SBUX,HD,PAYC,SHOP,FDS,TSCO",1.0365657427837178,0.0
2019-06-28,neutral,balanced,0.02837578853435977,0.0009806231230936912,0.19612462461873825,0.02739516541126608,0.21028860485469503,11,"HEI,MA,HD,PAYC,SHOP,SBUX,ORCL,MSCI,CHDN,WING,VEEV",1.0649626327669297,0.0
2019-07-31,neutral,quality_compounder,0.026035937329123796,0.0021753926057597414,0.4350785211519483,0.023860544723364054,0.20083756605563863,11,"HEI,TREX,GOOG,MA,HD,PAYC,CSGP,V,MELI,TER,TSCO",1.0903732212947765,0.0
2019-08-30,neutral,quality_compounder,-0.04530128316846611,0.002600617629495594,0.5201235258991188,-0.0479019007979617,0.09836911259431991,12,"TREX,HUBS,GOOGL,MA,LRCX,PODD,V,SHOP,HEI,AMT,WING,DLTR",1.0381422714155601,-0.04790190079796175
2019-09-30,neutral,quality_compounder,0.01505376612875626,0.0013433249321495406,0.2686649864299081,0.01371044119660672,0.28240453307932845,11,"LRCX,TREX,GOOGL,PODD,MA,ENTG,AMT,MLM,TER,DLTR,LAD",1.0523756599815148,-0.034848215795451276
2019-10-31,neutral,breakout_growth,-0.003956636982707168,0.0031862498033846183,0.6372499606769236,-0.0071428867860917865,0.15977481221681367,13,"CROX,V,CAT,LRCX,AAPL,RH,TAL,MA,AMD,CPRT,ROKU,GOOGL,HD",1.0448586597858283,-0.041742185721418856
2019-11-29,bull,balanced,0.06196666872385148,0.0030410440569704766,0.6082088113940953,0.058925624666881005,0.04268030774298737,13,"UI,MA,BABA,AAPL,CROX,FTNT,DXCM,AMD,QRVO,GOOG,RH,CPRT,V",1.1064276090023082,0.0
2019-12-31,neutral,quality_compounder,-0.02815843024847338,0.00153612128544514,0.307224257089028,-0.02969455153391852,0.2173400351450555,10,"BABA,CROX,MA,AMD,UI,QRVO,V,RH,SWKS,AAPL",1.0735727373482389,-0.029694551533918534
2020-01-31,neutral,quality_compounder,-0.029125539745143713,0.002406821263799311,0.48136425275986217,-0.03153236100894302,0.1625111344999367,11,"ADBE,PCTY,AMD,MA,BABA,FTNT,PAYC,FICO,GOOG,GOOGL,CPRT",1.039720454224815,-0.060290573223895305
2020-02-28,bear,cash_defense,-0.08846705461566133,0.0021144886140406546,0.42289772280813087,-0.09058154322970198,0.4821748811353733,9,"MA,BABA,NOW,ETSY,TT,TSLA,ADBE,V,ALLE",0.9455409709536445,-0.1454109032887736
2020-03-31,deep_bear,cash_defense,0.08613977984918936,0.001482974196068312,0.29659483921366236,0.08465680565312104,0.4501205631173444,7,"BABA,MA,RGEN,VEEV,CNC,NOW,ADBE",1.0255874491687305,-0.07306412021521513
2020-04-30,bear,turnaround_accumulation,0.09334555829682392,0.0017373526793264078,0.34747053586528154,0.09160820561749751,0.2554488261343223,8,"BABA,AMZN,TSCO,NOW,ETSY,VEEV,RGEN,GILD",1.1195396750909044,0.0
2020-05-29,neutral,quality_compounder,0.06354671860717186,0.002664324895116374,0.5328649790232748,0.060882393712055484,0.20066101574607842,12,"TWLO,NOW,VEEV,ETSY,V,NRG,SE,APPF,MELI,JD,GOOGL,GOOG",1.1876999303660556,0.0
2020-06-30,bull,balanced,0.1285486827720435,0.001797848841931115,0.359569768386223,0.12675083393011238,0.09664041572982163,11,"ETSY,NOW,TWLO,XYZ,MELI,SE,AMZN,V,ZTO,SHOP,APPF",1.3382418869986896,0.0
2020-07-31,bull,balanced,0.07833912712731003,0.0013596075980466232,0.27192151960932465,0.07697951952926341,0.1250161996729059,11,"TWLO,MELI,ETSY,NOW,SE,XYZ,JD,SAM,DOCU,GOOGL,PDD",1.4412591044737835,0.0
2020-08-31,neutral,quality_compounder,-0.02863396939123834,0.002960844053322573,0.5921688106645147,-0.031594813444560915,0.10051508663481212,12,"META,SE,SAM,LOW,TSLA,JD,AMD,NOW,VEEV,ETSY,GOOG,GOOGL",1.3957227919426594,-0.03159481344456094
2020-09-30,neutral,quality_compounder,0.036145792876576495,0.0015795532172563976,0.3159106434512795,0.0345662396593201,0.07198316380185532,12,"SAM,HD,LOW,NOW,JD,ROKU,TSLA,SE,META,ETSY,GOOGL,NVDA",1.4439676804669246,0.0
2020-10-30,neutral,quality_compounder,0.09051012111513687,0.004019960179646877,0.8039920359293753,0.08649016093549,0.12596968229546213,12,"GOOG,PCTY,PWR,DAR,GOOGL,ALGN,LOW,MU,LRCX,CPRT,SAM,CTAS",1.568856677536155,0.0
2020-11-30,neutral,balanced,0.057053009413091126,0.003165959171711751,0.6331918343423502,0.053887050241379374,0.13879986937574607,11,"QCOM,ROKU,LRCX,GOOG,TER,GOOGL,LSCC,ETSY,MU,XYZ,PDD",1.6533977361400691,0.0
2020-12-31,bull,balanced,0.07279123436416202,0.002604147805269431,0.5208295610538861,0.07018708655889258,0.031832913192126444,13,"ENPH,QCOM,MU,FRHC,PDD,DAR,DIS,GOOG,TER,LRCX,ROKU,Z,AAPL",1.769444906162809,0.0
2021-01-29,neutral,quality_compounder,0.0022896887720220338,0.0032594034236675,0.6518806847335,-0.0009697146516454663,0.3040777263527852,10,"AMAT,QCOM,UI,IRDM,AXON,LRCX,GOOG,XYZ,GOOGL,GEN",1.7677290495120237,-0.0009697146516454147
2021-02-26,neutral,quality_compounder,-0.06136501792684356,0.00313550118003781,0.6271002360075619,-0.06450051910688137,0.06682737846711251,9,"AMAT,DXCM,ETSY,TER,GOOG,LRCX,ENTG,LSCC,TROW",1.6537096081781841,-0.0654076866601101
2021-03-31,bull,balanced,0.0097800415810534,0.0026398872917768774,0.5279774583553755,0.007140154289276522,0.20042049073950663,13,"AMAT,HD,WSM,LRCX,LOW,UNH,TER,AMKR,ENTG,SAM,GOOG,PWR,KLAC",1.6655173499302356,-0.05873455334529132
2021-04-30,bull,balanced,-0.026195352058958142,0.003135970858416346,0.6271941716832692,-0.02933132291737449,0.04641761304502323,11,"LPX,TREX,GOOG,RH,PWR,UNH,GOOGL,AMAT,PODD,HD,SAM",1.616665522714942,-0.08634311411208728
2021-05-28,bull,balanced,0.03456793981328734,0.002970108074314805,0.594021614862961,0.031597831738972536,0.09529176266956585,12,"NVDA,LOW,GOOG,FTNT,WSM,LPX,GOOGL,AMAT,POOL,STLD,RH,YETI",1.6677486478798866,-0.05747353756464746
2021-06-30,bull,balanced,0.034962595250427546,0.0017006971135025495,0.3401394227005099,0.033261898136925,0.2955541339573703,11,"NVDA,GOOG,GOOGL,LOW,MDB,FTNT,DOCU,FRHC,SHOP,DXCM,MSCI",1.7232211335236618,-0.026123318379766558
2021-07-30,neutral,balanced,0.05699468038642295,0.0020757458085156745,0.4151491617031349,0.05491893457790727,0.08350363216973711,10,"DXCM,GOOGL,GOOG,NVDA,MA,AMD,FTNT,CROX,RGEN,EPAM",1.8178586022189152,0.0
2021-08-31,bull,balanced,-0.04236212001398674,0.002683789441393673,0.5367578882787346,-0.04504590945538041,0.11433418676743368,12,"NVDA,RGEN,LRCX,ADBE,GOOGL,DKS,DXCM,FTNT,PCTY,GOOG,MPWR,HUBS",1.7359715082206775,-0.04504590945538045
2021-09-30,neutral,quality_compounder,0.07512193098149017,0.0025100082476794826,0.5020016495358965,0.07261192273381069,0.05202529669657896,13,"DXCM,RGEN,ORCL,RH,GOOGL,MDB,PCTY,GOOG,CPRT,MPWR,LRCX,CROX,PWR",1.862023737243694,0.0
2021-10-29,bull,balanced,0.037575636543687944,0.003232015553353195,0.6464031106706389,0.03434362099033475,0.08246503873881394,11,"NVDA,GOOG,GOOGL,DDOG,SAIA,PCTY,MDB,TSLA,SITE,CPRT,NET",1.9259723747505981,0.0
