rebalance_date,cluster,pre_cap_weight,post_cap_weight,cap,capped,freed_weight,cluster_column
2019-05-31,Communication,0.0607142857142857,0.0607142857142857,0.3,False,0.0,sector
2019-05-31,Consumer Discretionary,0.0607142857142857,0.0607142857142857,0.3,False,0.0,sector
2019-05-31,Financials,0.0607142857142857,0.0607142857142857,0.3,False,0.0,sector
2019-05-31,Health Care,0.1214285714285714,0.1214285714285714,0.3,False,0.0,sector
2019-05-31,Industrials,0.1821428571428571,0.1821428571428571,0.3,False,0.0,sector
2019-05-31,Information Technology,0.24142857142857138,0.24142857142857138,0.3,False,0.0,sector
2019-05-31,Internet,0.1214285714285714,0.1214285714285714,0.3,False,0.0,sector
2019-05-31,Software,0.0607142857142857,0.0607142857142857,0.3,False,0.0,sector
2019-06-28,Communication,0.0588103197343885,0.0588103197343885,0.3,False,0.0,sector
2019-06-28,Consumer Discretionary,0.0588103197343885,0.0588103197343885,0.3,False,0.0,sector
2019-06-28,Financial,0.0588103197343885,0.0588103197343885,0.3,False,0.0,sector
2019-06-28,Health Care,0.1764309592031655,0.1764309592031655,0.3,False,0.0,sector
2019-06-28,Industrials,0.24700334288443168,0.24700334288443168,0.3,False,0.0,sector
2019-06-28,Information Technology,0.092989493791786,0.092989493791786,0.3,False,0.0,sector
2019-06-28,Internet,0.117620639468777,0.117620639468777,0.3,False,0.0,sector
2019-06-28,Software,0.0588103197343885,0.0588103197343885,0.3,False,0.0,sector
2019-07-31,Communication,0.0637558685446009,0.0637558685446009,0.3,False,0.0,sector
2019-07-31,Financial,0.0637558685446009,0.0637558685446009,0.3,False,0.0,sector
2019-07-31,Health Care,0.19126760563380268,0.19126760563380268,0.3,False,0.0,sector
2019-07-31,Industrials,0.19126760563380268,0.19126760563380268,0.3,False,0.0,sector
2019-07-31,Information Technology,0.0765070422535211,0.0765070422535211,0.3,False,0.0,sector
2019-07-31,Internet,0.1275117370892018,0.1275117370892018,0.3,False,0.0,sector
2019-07-31,Real Estate,0.1275117370892018,0.1275117370892018,0.3,False,0.0,sector
2019-07-31,Software,0.0637558685446009,0.0637558685446009,0.3,False,0.0,sector
2019-08-30,Communication,0.0604249839021249,0.0604249839021249,0.3,False,0.0,sector
2019-08-30,Consumer Staples,0.1208499678042498,0.1208499678042498,0.3,False,0.0,sector
2019-08-30,Financial,0.0604249839021249,0.0604249839021249,0.3,False,0.0,sector
2019-08-30,Financials,0.0604249839021249,0.0604249839021249,0.3,False,0.0,sector
2019-08-30,Health Care,0.1812749517063747,0.1812749517063747,0.3,False,0.0,sector
2019-08-30,Industrials,0.0604249839021249,0.0604249839021249,0.3,False,0.0,sector
2019-08-30,Information Technology,0.0725099806825499,0.0725099806825499,0.3,False,0.0,sector
2019-08-30,Internet,0.0394075981970379,0.0394075981970379,0.3,False,0.0,sector
2019-08-30,Software,0.0604249839021249,0.0604249839021249,0.3,False,0.0,sector
2019-09-30,Consumer Discretionary,0.0889085977911079,0.0889085977911079,0.3,False,0.0,sector
2019-09-30,Consumer Staples,0.0436933161729199,0.0436933161729199,0.3,False,0.0,sector
2019-09-30,Health Care,0.0889085977911079,0.0889085977911079,0.3,False,0.0,sector
2019-09-30,Industrials,0.1326019139640278,0.1326019139640278,0.3,False,0.0,sector
