date,equity_usd,period_return,stock_return,cash_return,cash_weight
2019-05-31,106277.32166544326,0.0627732166544327,0.0627732166544327,0.0,0.0907142857142856
2019-06-28,108001.78547398542,0.01622607515430906,0.01622607515430906,0.0,0.1307142857142854
2019-07-31,111398.95311416892,0.03145473591269259,0.03145473591269259,0.0,0.0946666666666667
2019-08-30,105513.14677800352,-0.05283538284361838,-0.05283538284361838,0.0,0.2838325820991628
2019-09-30,107918.43607701221,0.022796109986837548,0.022796109986837548,0.0,0.25850094193499534
2019-10-31,107025.13259525415,-0.008277579941212159,-0.008277579941212159,0.0,0.1879750464972104
2019-11-29,113992.20037775354,0.06509749265013587,0.06509749265013587,0.0,0.32049151172190715
2019-12-31,115483.64099852032,0.013083707620559682,0.013083707620559682,0.0,0.450120443616861
2020-01-31,116108.69893368646,0.005412523624659173,0.005412523624659173,0.0,0.3215145204932851
2020-02-28,109003.69279497821,-0.061192711691362235,-0.061192711691362235,0.0,0.5813229183004218
2020-03-31,115344.78038497016,0.058173144665095905,0.058173144665095905,0.0,0.79
2020-04-30,129537.21262782387,0.12304355858570806,0.12304355858570806,0.0,0.3426064552386726
2020-05-29,138526.00154909358,0.0693915573673459,0.0693915573673459,0.0,0.2266545878771769
2020-06-30,154552.40993920743,0.11569242027413965,0.11569242027413965,0.0,0.177142857142857
2020-07-31,174287.4476733264,0.12769155616455072,0.12769155616455072,0.0,0.1208333333333335
2020-08-31,178722.72004434202,0.025448030998358597,0.025448030998358597,0.0,0.22814979551180503
2020-09-30,169693.70843579018,-0.050519663120120954,-0.050519663120120954,0.0,0.3145784728922497
2020-10-30,186518.63411495127,0.09914878892240973,0.09914878892240973,0.0,0.2287246832303012
2020-11-30,201415.08956761702,0.07986577600329775,0.07986577600329775,0.0,0.5463375016402141
2020-12-31,217008.57624478868,0.07741965465768531,0.07741965465768531,0.0,0.1744055061467986
2021-01-29,220895.29985368947,0.017910460849789284,0.017910460849789284,0.0,0.26612835230202797
2021-02-26,204218.53867935605,-0.07549622461582169,-0.07549622461582169,0.0,0.3089256316423726
2021-03-31,206569.10280766472,0.011510042836998795,0.011510042836998795,0.0,0.1121428571428569
2021-04-30,212028.58287793084,0.026429315885393715,0.026429315885393715,0.0,0.1228571428571428
2021-05-28,211000.60868146003,-0.004848281220002426,-0.004848281220002426,0.0,0.1014285714285714
2021-06-30,213953.73093116787,0.013995799671677897,0.013995799671677897,0.0,0.1464569915832845
