date,equity_usd,period_return,stock_return,cash_return,cash_weight
2025-08-29,479229.4696867698,0.10972859893650809,0.1091185201755225,0.0006100787609855894,0.31702150804956686
2025-09-30,504248.1484193391,0.05220605224658199,0.051332733473606514,0.0008733187729754753,0.4684647874510223
2025-10-31,515206.1041925281,0.021731276173326243,0.02093611361403578,0.0007951625592904618,0.47228362927979456
2025-11-28,532283.5814662663,0.03314688458612765,0.031958671561500895,0.0011882130246267505,0.598714971435846
2025-12-31,633156.3430188888,0.1895094364450454,0.1889641932665748,0.0005452431784705945,0.3022371786878536
2026-01-30,668347.687034203,0.05558081254863801,0.054778644292873976,0.000802168255764035,0.4764446347465562
2026-02-27,640275.3081025616,-0.04200265741355776,-0.043105492253305885,0.001102834839748121,0.5730774227605181
2026-03-31,703043.4429769441,0.0980330399752479,0.09691821234881424,0.0011148276264336533,0.6179671197019028
2026-04-30,814036.0197530893,0.15787442139586963,0.15698634362201297,0.0008880777738566701,0.5092663179619548
2026-05-29,831240.3265285607,0.02113457679758413,0.020098982809314277,0.001035593988269854,0.5064508478669482
2026-07-02,848706.8739333978,0.021012632384885835,0.020098982809314277,0.000913649575571557,0.5064508478669482
