date,equity_usd,period_return,stock_return,cash_return,cash_weight
2019-05-31,106292.59481893003,0.06292594818930036,0.0627732166544327,0.00015273153486767177,0.0907142857142856
2019-06-28,108044.88048143453,0.016485491444531458,0.01622607515430906,0.00025941629022239825,0.1307142857142854
2019-07-31,111461.85567164508,0.03162551686840638,0.03145473591269259,0.00017078095571378493,0.0946666666666667
2019-08-30,105631.7030833807,-0.052306258074864616,-0.05283538284361838,0.0005291247687537604,0.2838325820991628
2019-09-30,108090.59904542517,0.023278011148826754,0.022796109986837548,0.0004819011619892074,0.25850094193499534
2019-10-31,107231.30234894596,-0.007949781979819555,-0.008277579941212159,0.0003277979613926044,0.1879750464972104
2019-11-29,114277.92686435848,0.0657142491143286,0.06509749265013587,0.0006167564641927353,0.32049151172190715
2019-12-31,115868.99885339862,0.013922828604763328,0.013083707620559682,0.0008391209842036458,0.450120443616861
2020-01-31,116558.86468844485,0.005953843063053316,0.005412523624659173,0.0005413194383941434,0.3215145204932851
2020-02-28,109556.70638427278,-0.06007400915313004,-0.061192711691362235,0.0011187025382321941,0.5813229183004218
2020-03-31,116086.10244224776,0.059598323767355306,0.058173144665095905,0.0014251791022594018,0.79
2020-04-30,130439.10523473193,0.12364100861793269,0.12304355858570806,0.0005974500322246235,0.3426064552386726
2020-05-29,139547.37228621237,0.06982773329431861,0.0693915573673459,0.00043617592697271383,0.2266545878771769
2020-06-30,155738.02857217914,0.11602265252805807,0.11569242027413965,0.0003302322539184309,0.177142857142857
2020-07-31,175659.54122332286,0.12791681539689428,0.12769155616455072,0.00022525923234355385,0.1208333333333335
2020-08-31,180202.02998848003,0.025859618746141105,0.025448030998358597,0.0004115877477825068,0.22814979551180503
2020-09-30,171200.5500842606,-0.049952155948492206,-0.050519663120120954,0.0005675071716287469,0.3145784728922497
2020-10-30,188247.8758044327,0.09957518075603025,0.09914878892240973,0.00042639183362052496,0.2287246832303012
2020-11-30,203474.1671038061,0.0808842662064975,0.07986577600329775,0.001018490203199748,0.5463375016402141
2020-12-31,219288.95044539505,0.07772378954386243,0.07741965465768531,0.0003041348861771093,0.1744055061467986
2021-01-29,223314.77302454258,0.018358529104958186,0.017910460849789284,0.00044806825516890226,0.26612835230202797
2021-02-26,206592.26404431224,-0.07488312910849171,-0.07549622461582169,0.0006130955073299774,0.3089256316423726
2021-03-31,209011.94520899848,0.011712351262907227,0.011510042836998795,0.00020230842590843184,0.1121428571428569
2021-04-30,214579.22184624348,0.026636164893245995,0.026429315885393715,0.00020684900785228008,0.1228571428571428
2021-05-28,213582.07530956145,-0.004646985519392696,-0.004848281220002426,0.00020129570060973024,0.1014285714285714
2021-06-30,216627.75818654578,0.014260011625835211,0.013995799671677897,0.0002642119541573142,0.1464569915832845
2021-07-30,228062.46169043757,0.05278503364303381,0.05240954953645717,0.0003754841065766403,0.195116672351068
2021-08-31,217570.0130045486,-0.046006907967743524,-0.04636415201805141,0.0003572440503078916,0.19802619845871555
2021-09-30,230777.8371515956,0.06070608704137395,0.060389967740990855,0.000316119300383096,0.18127794308338474
2021-10-29,233308.81394022016,0.01096715707133516,0.010280159228214052,0.0006869978431211076,0.3569917626720949
2021-11-30,222110.7626507862,-0.04799669202511656,-0.04885930222313708,0.0008626101980205149,0.46272050432621686
2021-12-31,215283.61707083727,-0.0307375720945271,-0.032156617898460096,0.0014190458039329986,0.7612031385261492
2022-01-31,215803.6036293169,0.0024153559177172565,0.0013932631122367308,0.0010220928054805254,0.6070679435206903
2022-02-28,219305.51765327746,0.016227319493588098,0.015065640201138451,0.0011616792924496468,0.6231468504558991
2022-03-31,218035.3492844691,-0.005791775703594073,-0.007269108889978454,0.001477333186384381,0.8471735858963196
2022-04-29,220421.497627407,0.01094386002438859,0.009422122997276005,0.0015217370271125854,0.7907558794715879
2022-05-31,205815.04384546538,-0.06626601279441394,-0.0673554137833237,0.0010894009889097667,0.6038727201895709
2022-06-30,209724.4669045887,0.018994836266967415,0.0176156266201632,0.001379209646804215,0.7909048500057958
2022-07-29,214312.70749318492,0.021877469311597123,0.02122753646862434,0.0006499328429727831,0.3274871722921085
2022-08-31,207901.16718641188,-0.029916752869061407,-0.031017638467696257,0.0011008855986348496,0.610238826504512
2022-09-30,212149.81749669163,0.020435913697734287,0.018806590367514156,0.0016293233302201305,0.874
2022-10-31,217464.2504498225,0.025050377209086077,0.024242653037690496,0.0008077241713955824,0.4477346702536527
2022-11-30,213587.4791440985,-0.01782716606386996,-0.01894391306312446,0.0011167469992545008,0.6190310593331152
2022-12-30,220319.10710637827,0.03151695965163868,0.030321994421511927,0.0011949652301267493,0.6209520861037285
2023-01-31,222479.6395651008,0.009806378062703982,0.009230198835002172,0.0005761792277018109,0.3422193532570976
2023-02-28,225953.87857174894,0.015615986314251049,0.01496863583056572,0.0006473504836853296,0.3472511024957443
2023-03-31,227084.66753336592,0.005004512287041569,0.0045377656715953054,0.0004667466154462636,0.2772222898594745
2023-04-28,237909.63270013774,0.04766929130158595,0.04700164414090327,0.0006676471606826849,0.3364130357541934
2023-05-31,247911.07311285022,0.04203882078754817,0.04144091980908465,0.0005979009784635191,0.3314262552947591
2023-06-30,254976.73253936967,0.028500781904578762,0.027919677617382302,0.0005811042871964603,0.31171538367469903
2023-07-31,244854.1606958452,-0.0396999825933587,-0.04033159388192531,0.0006316112885666123,0.33880829910699
2023-08-31,225166.08293631702,-0.08040736454539753,-0.08068087701996393,0.0002735124745664076,0.15684514908440644
2023-09-29,217703.40543033704,-0.03314299120303395,-0.03382355523335692,0.0006805640303229773,0.35364849428413014
2023-10-31,232764.50220449147,0.06918172338362368,0.06838364473100612,0.0007980786526175574,0.4423880020190712
2023-11-30,237739.37358498308,0.021372981418451013,0.02083272457644254,0.0005402568420084723,0.3098091414770765
2023-12-29,242494.68568602225,0.020002206741490048,0.019770862561381816,0.00023134418010823174,0.1165693535709715
2024-01-31,300540.57898276893,0.23936975415578157,0.23899485621961905,0.0003748979361625234,0.214984427244362
2024-02-29,316318.85376415006,0.05249964858251552,0.05206905280087049,0.00043059578164502787,0.25575064637015676
2024-03-28,312934.7881354172,-0.0106982735567702,-0.01103356164920296,0.00033528809243275973,0.1689444540020233
2024-04-30,336749.8458973672,0.07610230202864006,0.0758385552319962,0.00026374679664385964,0.14147879428915408
2024-05-31,323604.69662749843,-0.03903535348276031,-0.03930832620147095,0.0002729727187106368,0.1621310570785302
2024-06-28,325833.7366092129,0.006888157078512009,0.006351979659332726,0.000536177419179283,0.27016826238654484
2024-07-31,336309.0215734435,0.03214917237619898,0.031670074909375616,0.0004790974668233624,0.26557153286237745
2024-08-30,351947.44265691354,0.04650015337175531,0.046258094754535205,0.00024205861722010336,0.1298448426573426
2024-09-30,366863.4776188206,0.04238142732137301,0.041768700976826945,0.0006127263445460653,0.3286780562216027
2024-10-31,410276.5688374033,0.11833582208935475,0.11752484173545595,0.0008109803538987958,0.465054965823499
2024-11-29,391661.3172480426,-0.04537244630399083,-0.045943156192032555,0.0005707098880417286,0.2965638552528825
2024-12-31,415457.2248857204,0.06075633867770425,0.06019355091065629,0.0005627877670479523,0.30189005415730163
2025-01-31,396697.1303840907,-0.045155297291532344,-0.04565913715311261,0.0005038398615802676,0.2992536753934818
2025-02-28,374569.08712459746,-0.055780699089172645,-0.05641488133727247,0.0006341822480998236,0.3401874106622902
2025-03-31,388578.2553864195,0.0374007592814566,0.03627836871119352,0.0011223905702630792,0.6221593827064433
2025-04-30,401978.52306977444,0.03448537713472719,0.03339201932618858,0.0010933578085386142,0.6060660497871169
2025-05-30,411045.00487472274,0.022554642312008568,0.02217926209382858,0.000375380218179988,0.20136108322034754
2025-06-30,428788.4451398372,0.04316666071765611,0.04266078539835797,0.0005058753192981392,0.2713611355499579
2025-07-31,431843.84915918385,0.007125667806533949,0.006621417023050318,0.0005042507834836311,0.2891615434974113
