as_of_date,portfolio_kind,row_type,ticker,current_weight,target_portfolio_weight,target_combined_weight,delta_portfolio_weight,preview_action,review_action,review_reason,review_quantity_delta,review_trade_value_delta_usd,review_order_count,review_order_status,cash_policy_flag,macro_recommended_cash_floor,macro_cash_raise_gate,macro_cash_raise_confirmation_count
2026-06-18,concentrated,equity,SNDK,0.3837985322995613,0.285,0.22223894500050204,-0.09879853229956131,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-59.0,-128900.25,1,ready,,0.03,none,0.0
2026-06-18,concentrated,equity,BE,0.2363961675865319,0.285,0.1765945413645035,0.04860383241346808,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,193.0,63479.63070678711,1,ready,,0.03,none,0.0
2026-06-18,concentrated,equity,WDC,0.2097462657141267,0.1656197278270842,0.14444764334235546,-0.04412653788704249,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-77.0,-57459.70849609375,1,ready,,0.03,none,0.0
2026-06-18,concentrated,equity,CIEN,0.0709741839519026,0.1212264829927669,0.11030592637886698,0.05025229904086431,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,153.0,65517.66018676758,1,ready,,0.03,none,0.0
2026-06-18,concentrated,equity,LITE,0.0421993739400105,0.0646537891801488,0.06411842647487322,0.022454415240138303,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,34.0,28900.0,1,ready,,0.03,none,0.0
2026-06-18,concentrated,cash,CASH,0.0568854765078667,0.0,0.12165556817984276,,RESERVE_CASH,RESERVE_CASH,Combined cash is below target under macro gate `none`.,0.0,0.0,0,,below_combined_cash_target,0.03,none,0.0
2026-06-18,main,equity,SNDK,0.1658179083493799,0.12,0.22223894500050204,-0.045817908349379904,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-16.0,-34956.0,1,ready,,0.03,none,0.0
2026-06-18,main,equity,WDC,0.1429859165667731,0.1099579174893168,0.14444764334235546,-0.033027999077456294,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-35.0,-26118.04931640625,1,ready,,0.03,none,0.0
2026-06-18,main,equity,MRVL,0.1205668488877676,0.084931552780959,0.03230541730471837,-0.0356352961068086,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-92.0,-28573.35876464844,1,ready,,0.03,none,0.0
2026-06-18,main,equity,STM,0.1129455358047882,0.1063911404236423,0.04046800130659106,-0.006554395381145897,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-67.0,-5252.129959106445,1,ready,,0.03,none,0.0
2026-06-18,main,equity,CIEN,0.0554115294073991,0.0925161332176093,0.11030592637886698,0.037104603810210204,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,69.0,29547.18008422852,1,ready,,0.03,none,0.0
2026-06-18,main,equity,ON,0.0503905492292016,0.0566564465912013,0.02155041430658487,0.0062658973619997005,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,41.0,4986.420112609863,1,ready,,0.03,none,0.0
2026-06-18,main,equity,MU,0.0493829596697144,0.0321281538820942,0.012220586865614837,-0.017254805787620196,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-12.0,-13607.8798828125,1,ready,,0.03,none,0.0
2026-06-18,main,equity,LITE,0.0423037402252117,0.0632463105077272,0.06411842647487322,0.02094257028251549,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,19.0,16150.0,1,ready,,0.03,none,0.0
2026-06-18,main,equity,PWR,0.0366978725315443,0.052564827734644,0.01999408511814017,0.0158669552030997,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,18.0,12640.5,1,ready,,0.03,none,0.0
2026-06-18,main,equity,FIX,0.0293748716479103,0.0396514188484608,0.015082211388826537,0.010276547200550504,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,4.0,7869.64013671875,1,ready,,0.03,none,0.0
2026-06-18,main,equity,COHR,0.0222968337032755,0.025266726091638,0.009610705369057834,0.0029698923883625,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,6.0,2337.4200439453125,1,ready,,0.03,none,0.0
2026-06-18,main,equity,TER,0.0130769325793892,0.0135308616069826,0.00514673423943291,0.00045392902759340027,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-06-18,main,equity,KEYS,0.0090497657504389,0.0112017062877664,0.004260793360089268,0.0021519405373275,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,4.0,1454.6800537109375,1,ready,,0.03,none,0.0
2026-06-18,main,cash,CASH,0.1496987356472054,0.0,0.12165556817984276,,RESERVE_CASH,RESERVE_CASH,Combined cash is below target under macro gate `none`.,0.0,0.0,0,,below_combined_cash_target,0.03,none,0.0
