horizon,status,start_date,end_date,period_return,cagr,max_dd,sharpe,realized_volatility,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,series,series_type
1M,completed,2026-04-27,2026-05-27,0.0879158624359162,1.7896382412136003,-0.0418144069470775,4.50635159653569,0.23073097479373275,431645.28679728654,469593.7544524684,0.2574160960350449,0.2460042826765554,main,portfolio
3M,completed,2026-02-27,2026-05-27,0.12978228924835689,0.6500113513525205,-0.07671388529939649,2.4300063768654114,0.21737963140184297,415649.77511276864,469593.7544524684,0.26949991625944536,0.2460042826765554,main,portfolio
6M,completed,2025-11-28,2026-05-27,0.26848636105950985,0.6202577466133654,-0.1068018705683027,2.359794995179286,0.21847401724389892,370200.0816628708,469593.7544524684,0.1365458812971472,0.2460042826765554,main,portfolio
YTD,completed,2026-01-02,2026-05-27,0.20477947865417767,0.5988339345735609,-0.1068018705683027,2.256555911044193,0.22117394848798694,389775.69154567376,469593.7544524684,0.1675194754706386,0.2460042826765554,main,portfolio
1Y,completed,2025-05-27,2026-05-27,0.5665565794809002,0.5670382945140011,-0.1068018705683027,2.2415520599811805,0.21118168100048795,299761.75811541686,469593.7544524684,0.06715854822970936,0.2460042826765554,main,portfolio
2Y,completed,2024-05-28,2026-05-27,0.9349466559526991,0.3919685572305638,-0.23057720215430955,1.7190054529039236,0.20600921330403538,242690.8013240588,469593.7544524684,0.07933652945637439,0.2460042826765554,main,portfolio
FULL,completed,2019-05-01,2026-05-27,3.707504576346836,0.24490498684995265,-0.2952970294071041,1.1410332659412523,0.21248538319076504,99754.28527716636,469593.7544524684,0.05760238509008803,0.2460042826765554,main,portfolio
1M,completed,2026-04-27,2026-05-27,-0.036320198519312785,-0.36264512982976005,-0.08658155149142521,-1.9875958099553657,0.21180623341806762,864211.6307023157,832823.2927125086,9.884259485378887e-06,1.0301789333510533e-05,concentrated,portfolio
3M,completed,2026-02-27,2026-05-27,-0.027714648463202263,-0.10894124227809732,-0.08658155149142521,-0.5326237984293416,0.1855593592196771,856562.6247440065,832823.2927125086,1.0487710397804973e-05,1.0301789333510533e-05,concentrated,portfolio
6M,completed,2025-11-28,2026-05-27,0.3088717447935039,0.7266474974602539,-0.08658155149142521,2.177051510763294,0.27268530598764457,636290.985748111,832823.2927125086,9.097024023354911e-05,1.0301789333510533e-05,concentrated,portfolio
YTD,completed,2026-01-02,2026-05-27,0.18401994909813735,0.5303432102935091,-0.08658155149142521,1.7936934664458122,0.2583900394666986,703386.1999933923,832823.2927125086,4.888199287195043e-05,1.0301789333510533e-05,concentrated,portfolio
1Y,completed,2025-05-27,2026-05-27,0.6394744066812521,0.6400296488455377,-0.18762379350619895,1.7820761649835608,0.3048548211070141,507981.8808506882,832823.2927125086,0.00012401895244235937,1.0301789333510533e-05,concentrated,portfolio
2Y,completed,2024-05-28,2026-05-27,1.4296760621709534,0.5601661181308581,-0.2149298781173672,1.7321179066123433,0.2813871076794087,342771.3289352524,832823.2927125086,0.00018282286894136823,1.0301789333510533e-05,concentrated,portfolio
FULL,completed,2019-05-01,2026-05-27,7.349051143243841,0.34997091862218355,-0.39946603363288846,1.1341400292939976,0.30719352793051785,99750.65171165466,832823.2927125086,0.00041684627443311844,1.0301789333510533e-05,concentrated,portfolio
1M,completed,2026-04-27,2026-05-27,0.0493449667992194,0.7975463799108076,-0.019300430077719755,5.863758483267899,0.09952726348367756,715.1699829101562,750.4600219726562,,,SPY,benchmark
3M,completed,2026-02-27,2026-05-27,0.09696868909000544,0.4620237138815313,-0.07675651461049293,2.7217802299974387,0.14440152663157374,684.1216430664062,750.4600219726562,,,SPY,benchmark
6M,completed,2025-11-28,2026-05-27,0.1043959325872752,0.22322797178259424,-0.08884972579331007,1.6776728311709006,0.12711700265021547,679.5208129882812,750.4600219726562,,,SPY,benchmark
YTD,completed,2026-01-02,2026-05-27,0.1014967697408804,0.2757168837065942,-0.08884972579331007,1.8886876770011036,0.1351799663731044,681.309326171875,750.4600219726562,,,SPY,benchmark
1Y,completed,2025-05-27,2026-05-27,0.2840444369624897,0.28426433944078444,-0.08884972579331007,2.1829792649430626,0.1182458717831282,584.4501953125,750.4600219726562,,,SPY,benchmark
