horizon,status,start_date,end_date,period_return,cagr,max_dd,sharpe,realized_volatility,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,series,series_type
1M,completed,2026-05-01,2026-06-01,0.14027622399675366,3.6957757001869522,-0.09358295528264526,4.08247453235518,0.42889957222484354,723630.1186636174,825138.2192800725,0.15229209597638155,0.1439085809153326,main,portfolio
3M,completed,2026-03-02,2026-06-01,0.33195322940185457,2.159845977496639,-0.14189285750552405,2.6184254023301703,0.4838138400544843,619494.8899599279,825138.2192800725,0.13758489072133315,0.1439085809153326,main,portfolio
6M,completed,2025-12-01,2026-06-01,0.9328119243160464,2.7527080639675754,-0.14189285750552405,3.2746613643243894,0.43958285056279955,426910.7660705579,825138.2192800725,0.08374438539504672,0.1439085809153326,main,portfolio
YTD,completed,2026-01-02,2026-06-01,0.8025960806052947,3.198678861658534,-0.14189285750552405,3.426258550175777,0.4565585937152688,457749.924210974,825138.2192800725,0.09597923181927734,0.1439085809153326,main,portfolio
1Y,completed,2025-06-02,2026-06-01,1.8423385735005153,1.8525532580310031,-0.14189285750552405,2.9128611550688834,0.38810184544168774,290302.5793524182,825138.2192800725,0.05601432972837166,0.1439085809153326,main,portfolio
2Y,completed,2024-06-03,2026-06-01,2.5337685639802365,0.8839110540162445,-0.30743803501791944,1.9847624451754007,0.35307493612133656,233500.9224120449,825138.2192800725,0.06297070326730703,0.1439085809153326,main,portfolio
FULL,completed,2019-06-03,2026-06-01,7.2712207818061625,0.3526055189600106,-0.41427903277081035,1.1328454404097488,0.31009518253751966,99760.14920253278,825138.2192800725,0.09908118053480451,0.1439085809153326,main,portfolio
1M,completed,2026-05-01,2026-06-01,0.06318987594964787,1.0584280688898153,-0.11122710497753852,1.8210764124438623,0.4900395176978183,466560.817749121,496042.7379456542,0.15927921240638204,0.155079872771904,concentrated,portfolio
3M,completed,2026-03-02,2026-06-01,0.22980677153755913,1.2939372997914456,-0.17394270239425225,1.7600813401841844,0.5602393530184059,403350.14363718254,496042.7379456542,0.139412108282476,0.155079872771904,concentrated,portfolio
6M,completed,2025-12-01,2026-06-01,1.2331844365870728,4.014707947753085,-0.17486349868548845,3.2289534421454764,0.554920355481672,222123.49764703965,496042.7379456542,0.08472792521994923,0.155079872771904,concentrated,portfolio
YTD,completed,2026-01-02,2026-06-01,0.8811728923830786,3.6583692852784875,-0.17486349868548845,3.080827412173757,0.5588492574584797,263688.01079057914,496042.7379456542,0.096589703879132,0.155079872771904,concentrated,portfolio
1Y,completed,2025-06-02,2026-06-01,3.0164747725612813,3.0356982566179846,-0.17486349868548845,3.097863668439867,0.49274966543400406,123502.01757381656,496042.7379456542,0.05575301175037898,0.155079872771904,concentrated,portfolio
2Y,completed,2024-06-03,2026-06-01,3.7891345030520194,1.1943027174756713,-0.3759851818537796,2.0624498756928524,0.4286595138389264,103576.69796693664,496042.7379456542,0.062414190348336396,0.155079872771904,concentrated,portfolio
FULL,completed,2019-06-03,2026-06-01,3.972450519336629,0.257703370413247,-0.6251229350395704,0.7829100719597674,0.39940154308354986,99758.20493671416,496042.7379456542,0.10114426021080082,0.155079872771904,concentrated,portfolio
