rebalance_date,ticker,Name,sector,weight,raw_score,concentrated_score,portfolio_sleeve_label,concentrated_selection_source,period_forward_return,raw_period_forward_return,risk_adjusted_forward_return,weighted_forward_return,raw_weighted_forward_return,position_risk_action,position_risk_reason,position_risk_hard_stop,position_risk_enabled,target_n,weighting_mode,rebalance_action,active_rebalance_interval_months,next_scheduled_rebalance_date,portfolio_monster_early_score,portfolio_risk_entry_block_score,portfolio_defensive_rotation_action,target_stock_names,portfolio_mode
2019-05-31,PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,0.5,2.8065820294735198,0.6109677837073315,early_scout,preferred_final_label,0.005619872926237779,0.005619872926237779,0.005619872926237779,0.0028099364631188894,0.0028099364631188894,hold,hold,-0.08,True,1,conviction_curve,initial_rebalance,1,2019-06-28,0.4260332770394785,0.16041666666666668,neutral,1,concentrated_alpha
2019-06-28,PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,0.5,1.7397478026137811,0.5697769449299882,early_scout,preferred_final_label,-0.02839178204457138,-0.02839178204457138,-0.02839178204457138,-0.01419589102228569,-0.01419589102228569,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2019-07-31,0.36442434512883726,0.17395833333333335,neutral,1,concentrated_alpha
2019-07-31,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,0.5,3.6542690300402634,0.5847606979707948,early_scout,preferred_final_label,-0.0022581092489180055,-0.0022581092489180055,-0.0022581092489180055,-0.0011290546244590027,-0.0011290546244590027,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2019-08-30,0.33361461733117476,0.16041666666666668,neutral,1,concentrated_alpha
2019-08-30,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,0.5,4.385728934865766,0.7066439558973252,early_scout,preferred_final_label,0.010446891089568089,0.010446891089568089,0.010446891089568089,0.0052234455447840444,0.0052234455447840444,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2019-09-30,0.4698714100525741,0.0,neutral,1,concentrated_alpha
2019-09-30,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,0.5,4.179450263394029,0.6939233563893727,early_scout,preferred_final_label,0.02358107733321435,0.02358107733321435,0.02358107733321435,0.011790538666607175,0.011790538666607175,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2019-10-31,0.4606610944782099,0.0,neutral,1,concentrated_alpha
2019-10-31,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,0.5,5.27606657386701,0.7456425788140703,early_scout,preferred_final_label,-0.061973084927520516,-0.061973084927520516,-0.061973084927520516,-0.030986542463760258,-0.030986542463760258,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2019-11-29,0.5125598965387701,0.0,neutral,1,concentrated_alpha
2019-11-29,CPRT,COPART INC,Industrials,0.5,3.966626859150905,0.6936486686188983,early_scout,preferred_final_label,0.030672093046264504,0.030672093046264504,0.030672093046264504,0.015336046523132252,0.015336046523132252,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2019-12-31,0.5645100524262051,0.13333333333333333,neutral,1,concentrated_alpha
2019-12-31,CPRT,COPART INC,Industrials,0.5,4.079196256915281,0.7378084214726106,early_scout,preferred_final_label,0.1181618735455423,0.1181618735455423,0.1181618735455423,0.05908093677277115,0.05908093677277115,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2020-01-31,0.5887594093879794,0.13333333333333333,promote_monster_early,1,concentrated_alpha
2020-01-31,CPRT,COPART INC,Industrials,0.5,3.2958663056757205,0.6766005124372076,early_scout,preferred_final_label,-0.08,-0.1769079720307284,-0.08,-0.04,-0.0884539860153642,risk_exit,hard_stop,-0.08,True,1,conviction_curve,rebalance,1,2020-02-28,0.594652459638933,0.2416666666666667,promote_monster_early,1,concentrated_alpha
2020-02-28,EDU,New Oriental Education,Consumer Discretionary,0.5,3.84696295648107,0.681941729679137,early_scout,preferred_final_label,-0.08,-0.1800630579278455,-0.08,-0.04,-0.09003152896392275,risk_exit,hard_stop,-0.08,True,1,conviction_curve,rebalance,1,2020-03-31,0.4594267096462936,0.146875,neutral,1,concentrated_alpha
