as_of_date,ticker,shares,price,market_value_usd,weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd
2026-07-02,ADI,39.0,377.1600036621094,14709.240142822266,0.04980788542464813,397.69000244140625,-800.6699523925781,3174.208937263489
2026-07-02,AMAT,45.0,603.0399780273438,27136.79901123047,0.09188962603228905,388.5968933105469,9649.93881225586,8147.903069286347
2026-07-02,AVGO,42.0,360.45001220703125,15138.900512695312,0.051262785491977006,459.2431640625,-4149.3123779296875,7790.8611912250535
2026-07-02,CRUS,104.0,146.24000549316406,15208.960571289062,0.05150002027347484,167.72999572753906,-2234.958984375,16.93182718276944
2026-07-02,CSCO,198.0,112.69000244140625,22312.620483398438,0.07555417096804108,121.33000183105469,-1710.7198791503906,2104.625925903318
2026-07-02,EQIX,15.0,1002.02001953125,15030.30029296875,0.05089504744101645,1079.68994140625,-1165.048828125,-63.09369384765625
2026-07-02,FFIV,46.0,408.1400146484375,18774.440673828125,0.0635733172423728,395.6199951171875,575.9208984375,755.1611382293709
2026-07-02,FTNT,142.0,156.25,22187.5,0.0751304926107041,147.13999938964844,1293.6200866699219,-2047.330621585847
2026-07-02,LRCX,56.0,351.4100036621094,19678.960205078125,0.06663616785460112,316.8967590332031,1932.74169921875,15887.763731083869
2026-07-02,MU,19.0,975.5599975585938,18535.63995361328,0.06276469906792628,542.2100219726562,8233.649536132812,11874.309333047866
2026-07-02,NVT,100.0,152.14999389648438,15214.999389648438,0.05152046869705237,171.5500030517578,-1940.0009155273438,-790.1199974441529
2026-07-02,NXPI,75.0,273.3599853515625,20501.998901367188,0.0694231110744262,310.32733154296875,-2772.5509643554688,0.0
2026-07-02,TECK,227.0,60.0099983215332,13622.269618988037,0.0461272260033983,67.75686645507812,-1758.5390663146973,0.0
2026-07-02,TXN,83.0,293.0799865722656,24325.638885498047,0.08237057949465093,293.20001220703125,-9.962127685546875,0.0
2026-07-02,WDC,44.0,539.0,23716.0,0.08030624282841503,546.0576171875,-310.53515625,25662.85737514496
