rebalance_date,hard_stop,target_n,weighting_mode,active_rebalance_interval_months,cost_bps,gross_return,original_gross_return,cost,turnover,net_return,return_delta,risk_exit_count,n_positions
2019-04-30,-0.08,4,score_power,1,25.0,0.0017641172883101526,0.0017641172883101526,0.0012500000000000002,0.5000000000000001,0.0005141172883101524,0.0,0,4
2019-05-31,-0.08,4,score_power,1,25.0,0.051540298147731096,0.051540298147731096,0.0025,1.0,0.049040298147731094,0.0,0,4
2019-06-28,-0.08,4,score_power,1,25.0,-0.0006476510930176667,-0.0006476510930176667,0.0010404485297248786,0.4161794118899514,-0.0016880996227425452,0.0,0,4
2019-07-31,-0.08,4,score_power,1,25.0,-0.004804297084331475,-0.004804297084331475,0.0021330032965660322,0.8532013186264129,-0.006937300380897507,0.0,0,4
2019-08-30,-0.08,4,score_power,1,25.0,0.009016831861895436,0.009016831861895436,0.0015678264434790452,0.627130577391618,0.007449005418416392,0.0,0,4
2019-09-30,-0.08,4,score_power,1,25.0,0.04395116135648443,0.04395116135648443,0.0008854611305030108,0.3541844522012043,0.04306570022598142,0.0,0,4
2019-10-31,-0.08,4,score_power,1,25.0,-0.015185361955226934,-0.015185361955226934,0.0013537503543712046,0.5415001417484818,-0.016539112309598137,0.0,0,4
2019-11-29,-0.08,4,score_power,1,25.0,0.019227301360573483,0.019227301360573483,0.0025,1.0,0.016727301360573484,0.0,0,4
2019-12-31,-0.08,4,score_power,1,25.0,0.056833420562053934,0.056833420562053934,0.0009714246436227523,0.38856985744910094,0.05586199591843118,0.0,0,4
2020-01-31,-0.08,4,score_power,1,25.0,-0.027954875110482655,-0.027954875110482655,0.0007260006649899513,0.2904002659959805,-0.028680875775472608,0.0,0,4
2020-02-28,-0.08,4,score_power,1,25.0,-0.07937514821482913,-0.07937514821482913,0.0010768251787124498,0.4307300714849799,-0.08045197339354158,0.0,0,4
2020-03-31,-0.08,4,score_power,1,25.0,0.1653204556765389,0.1653204556765389,0.0025,1.0,0.1628204556765389,0.0,0,4
2020-04-30,-0.08,4,score_power,1,25.0,0.2056997795440334,0.2056997795440334,0.0025,1.0,0.2031997795440334,0.0,0,4
2020-05-29,-0.08,4,score_power,1,25.0,0.08272385370539047,0.08272385370539047,0.0014021691687981712,0.5608676675192684,0.0813216845365923,0.0,0,4
2020-06-30,-0.08,4,score_power,1,25.0,0.12127895076830719,0.12127895076830719,0.0016277850760100865,0.6511140304040346,0.11965116569229711,0.0,0,4
2020-07-31,-0.08,4,score_power,1,25.0,0.16765767197602466,0.16765767197602466,0.001498110215840374,0.5992440863361496,0.1661595617601843,0.0,0,4
2020-08-31,-0.08,4,score_power,1,25.0,-0.04349814203661154,-0.04349814203661154,0.0019347018794248043,0.7738807517699217,-0.045432843916036345,0.0,0,4
2020-09-30,-0.08,4,score_power,1,25.0,0.050212043805090506,0.050212043805090506,0.0025,1.0,0.047712043805090504,0.0,0,4
2020-10-30,-0.08,4,score_power,1,25.0,0.14878838549410445,0.14878838549410445,0.0018591636801509864,0.7436654720603946,0.14692922181395346,0.0,0,4
2020-11-30,-0.08,4,score_power,1,25.0,0.04579816206435896,0.04579816206435896,0.000729963999261119,0.2919855997044476,0.04506819806509784,0.0,0,4
2020-12-31,-0.08,4,score_power,1,25.0,0.012882660021906418,0.012882660021906418,0.0011252421449121192,0.4500968579648477,0.0117574178769943,0.0,0,4
2021-01-29,-0.08,4,score_power,1,25.0,0.1261936337884687,0.1261936337884687,0.0024999999999999996,0.9999999999999999,0.1236936337884687,0.0,0,4
2021-02-26,-0.08,4,score_power,1,25.0,0.03280573636496802,0.03280573636496802,0.0019356103261211227,0.7742441304484491,0.0308701260388469,0.0,0,4
2021-03-31,-0.08,4,score_power,1,25.0,0.053345761650322523,0.053345761650322523,0.0016384531811227446,0.6553812724490978,0.05170730846919978,0.0,0,4
2021-04-30,-0.08,4,score_power,1,25.0,0.028765918391347525,0.028765918391347525,0.001997296180711742,0.7989184722846967,0.026768622210635782,0.0,0,4
2021-05-28,-0.08,4,score_power,1,25.0,0.11592494396014438,0.11592494396014438,0.00136616839866521,0.546467359466084,0.11455877556147917,0.0,0,4
2021-06-30,-0.08,4,score_power,1,25.0,0.0648625084730007,0.0648625084730007,0.0018945066215850176,0.757802648634007,0.06296800185141567,0.0,0,4
2021-07-30,-0.08,4,score_power,1,25.0,-0.0098245838930422,-0.0098245838930422,0.0015807308904650145,0.6322923561860058,-0.011405314783507215,0.0,0,4
