model,rebalance_date,net_return,cash_weight
cash0.00_cap0.18,2019-04-30,-0.013169040088847473,-2.7755575615628914e-17
cash0.00_cap0.18,2019-05-31,0.06941232810704814,0.0
cash0.00_cap0.18,2019-06-28,0.012067211329468999,-3.469446951953614e-18
cash0.00_cap0.18,2019-07-31,0.015718176028048488,-6.938893903907228e-18
cash0.00_cap0.18,2019-08-30,-0.0023102934748199097,0.0
cash0.00_cap0.18,2019-09-30,0.020772557569768493,0.0
cash0.00_cap0.18,2019-10-31,0.005501932451412502,0.0
cash0.00_cap0.18,2019-11-29,0.031322907369776956,6.938893903907228e-18
cash0.00_cap0.18,2019-12-31,0.053930561001722506,0.0
cash0.00_cap0.18,2020-01-31,-0.024633380399543617,5.551115123125783e-17
cash0.00_cap0.18,2020-02-28,-0.07502749257499658,-1.1102230246251565e-16
cash0.00_cap0.18,2020-03-31,0.20172573629411747,1.3877787807814457e-17
cash0.00_cap0.18,2020-04-30,0.14649740469062872,0.0
cash0.00_cap0.18,2020-05-29,0.041717973667591696,0.0
cash0.00_cap0.18,2020-06-30,0.08691778282390057,-1.734723475976807e-18
cash0.00_cap0.18,2020-07-31,0.11121676235757223,6.938893903907228e-18
cash0.00_cap0.18,2020-08-31,-0.020705695282965456,0.0
cash0.00_cap0.18,2020-09-30,-0.0004253507651877325,0.0
cash0.00_cap0.18,2020-10-30,0.10366890248774864,0.0
cash0.00_cap0.18,2020-11-30,0.046491521836235505,6.938893903907228e-18
cash0.00_cap0.18,2020-12-31,-9.868647396037503e-05,-1.3877787807814457e-17
cash0.00_cap0.18,2021-01-29,0.0717364389354846,0.0
cash0.00_cap0.18,2021-02-26,-0.0038726530392160655,-5.551115123125783e-17
cash0.00_cap0.18,2021-03-31,0.04414108981154248,0.0
cash0.00_cap0.18,2021-04-30,-0.007499662534039858,0.0
cash0.00_cap0.18,2021-05-28,0.05108704888522459,0.0
cash0.00_cap0.18,2021-06-30,0.05171407695796849,0.0
cash0.00_cap0.18,2021-07-30,0.060281554470565546,-1.3877787807814457e-17
cash0.00_cap0.18,2021-08-31,-0.04838650679609849,5.551115123125783e-17
cash0.00_cap0.18,2021-09-30,0.12428615190565968,0.0
cash0.00_cap0.18,2021-10-29,0.009716238133245592,0.0
cash0.00_cap0.18,2021-11-30,0.029834148159113675,-2.7755575615628914e-17
cash0.00_cap0.18,2021-12-31,-0.05238695465405499,5.551115123125783e-17
cash0.00_cap0.18,2022-01-31,-0.007352439828646877,-5.551115123125783e-17
cash0.00_cap0.18,2022-02-28,0.04005913615567517,1.3877787807814457e-17
cash0.00_cap0.18,2022-03-31,-0.060344824522763324,0.0
cash0.00_cap0.18,2022-04-29,0.012329110670120182,2.7755575615628914e-17
cash0.00_cap0.18,2022-05-31,-0.05383316537954657,0.0
cash0.00_cap0.18,2022-06-30,0.04240365055862077,-1.3877787807814457e-17
cash0.00_cap0.18,2022-07-29,-0.015604482133855829,-6.938893903907228e-18
cash0.00_cap0.18,2022-08-31,-0.04106196649840533,-2.7755575615628914e-17
cash0.00_cap0.18,2022-09-30,0.10064885394712454,0.0
cash0.00_cap0.18,2022-10-31,0.0051155432908714,2.7755575615628914e-17
cash0.00_cap0.18,2022-11-30,-0.03683476684709728,0.0
cash0.00_cap0.18,2022-12-30,0.03197115893589143,-6.938893903907228e-18
cash0.00_cap0.18,2023-01-31,-0.01793697928857163,-1.3877787807814457e-17
cash0.00_cap0.18,2023-02-28,0.034662182390282716,0.0
cash0.00_cap0.18,2023-03-31,0.01335024201736663,-1.3877787807814457e-17
cash0.00_cap0.18,2023-04-28,0.03921691917927174,-5.551115123125783e-17
cash0.00_cap0.18,2023-05-31,0.0870491496818668,0.0
cash0.00_cap0.18,2023-06-30,0.024713692146522706,0.0
cash0.00_cap0.18,2023-07-31,0.014302348836203979,0.0
cash0.00_cap0.18,2023-08-31,-0.062445597699697784,0.0
cash0.00_cap0.18,2023-09-29,-0.005735840936528622,-5.551115123125783e-17
cash0.00_cap0.18,2023-10-31,0.05920277145292049,2.7755575615628914e-17
cash0.00_cap0.18,2023-11-30,0.03889040720563734,0.0
cash0.00_cap0.18,2023-12-29,0.058614469013545764,0.0
cash0.00_cap0.18,2024-01-31,0.06615378135098511,0.0
cash0.00_cap0.18,2024-02-29,0.07668933542754054,1.3877787807814457e-17
cash0.00_cap0.18,2024-03-28,-0.036358965961638685,0.0
cash0.00_cap0.18,2024-04-30,0.0762257143097877,-2.7755575615628914e-17
cash0.00_cap0.18,2024-05-31,0.02912202787837147,-2.7755575615628914e-17
cash0.00_cap0.18,2024-06-28,-0.01249213157925775,-5.551115123125783e-17
cash0.00_cap0.18,2024-07-31,0.029335268158111195,0.0
cash0.00_cap0.18,2024-08-30,0.059305037751541834,0.0
cash0.00_cap0.18,2024-09-30,0.0356359068714735,0.0
cash0.00_cap0.18,2024-10-31,0.0714617898349689,6.938893903907228e-18
cash0.00_cap0.18,2024-11-29,-0.030165211626044693,5.551115123125783e-17
cash0.00_cap0.18,2024-12-31,0.023561762160961213,0.0
cash0.00_cap0.18,2025-01-31,0.03156843123096941,0.0
cash0.00_cap0.18,2025-02-28,-0.05068152668896586,0.0
cash0.00_cap0.18,2025-03-31,0.0028648752850215353,5.551115123125783e-17
cash0.00_cap0.18,2025-04-30,0.0660205025405438,0.0
cash0.00_cap0.18,2025-05-30,0.05249632657558158,-1.3877787807814457e-17
cash0.00_cap0.18,2025-06-30,0.008730532031585895,0.0
cash0.00_cap0.18,2025-07-31,0.002193544940725482,-6.938893903907228e-18
cash0.00_cap0.18,2025-08-29,0.04505368239003481,0.0
cash0.00_cap0.18,2025-09-30,0.07778633025167773,-5.551115123125783e-17
cash0.00_cap0.18,2025-10-31,-0.018610943788550095,1.1102230246251565e-16
cash0.00_cap0.18,2025-11-28,0.0352444748443913,0.0
cash0.00_cap0.18,2025-12-31,0.08508904489300319,-5.551115123125783e-17
cash0.00_cap0.18,2026-01-30,0.00756391736479585,5.551115123125783e-17
cash0.00_cap0.18,2026-02-27,-0.032683118577270555,1.1102230246251565e-16
cash0.00_cap0.22,2019-04-30,-0.013308057657128367,0.0
cash0.00_cap0.22,2019-05-31,0.06945445621027117,5.551115123125783e-17
cash0.00_cap0.22,2019-06-28,0.01207065359429496,3.469446951953614e-18
cash0.00_cap0.22,2019-07-31,0.01573754002871156,0.0
cash0.00_cap0.22,2019-08-30,-0.002355950855451098,0.0
cash0.00_cap0.22,2019-09-30,0.020772557569768493,0.0
cash0.00_cap0.22,2019-10-31,0.005490366113538792,0.0
cash0.00_cap0.22,2019-11-29,0.03131572951667237,-6.938893903907228e-18
cash0.00_cap0.22,2019-12-31,0.053930561001722506,0.0
cash0.00_cap0.22,2020-01-31,-0.024832961210241047,0.0
cash0.00_cap0.22,2020-02-28,-0.07503709969035935,-1.1102230246251565e-16
cash0.00_cap0.22,2020-03-31,0.20168138842580416,1.3877787807814457e-17
cash0.00_cap0.22,2020-04-30,0.14649740469062872,0.0
cash0.00_cap0.22,2020-05-29,0.0417260012910226,1.734723475976807e-18
cash0.00_cap0.22,2020-06-30,0.08690717816918725,-1.734723475976807e-18
cash0.00_cap0.22,2020-07-31,0.1113353873788307,-6.938893903907228e-18
cash0.00_cap0.22,2020-08-31,-0.020700377278452392,0.0
cash0.00_cap0.22,2020-09-30,-0.00033946826579581894,0.0
cash0.00_cap0.22,2020-10-30,0.10327468914433867,0.0
cash0.00_cap0.22,2020-11-30,0.04648714852865182,0.0
cash0.00_cap0.22,2020-12-31,-0.00010746700192567141,1.3877787807814457e-17
cash0.00_cap0.22,2021-01-29,0.07140486738935632,5.551115123125783e-17
cash0.00_cap0.22,2021-02-26,-0.0038451281303050642,0.0
cash0.00_cap0.22,2021-03-31,0.04415891315488436,2.7755575615628914e-17
cash0.00_cap0.22,2021-04-30,-0.007513900396960879,-1.3877787807814457e-17
cash0.00_cap0.22,2021-05-28,0.05115667022202149,-1.3877787807814457e-17
cash0.00_cap0.22,2021-06-30,0.05176978914980391,0.0
cash0.00_cap0.22,2021-07-30,0.06028260437458929,0.0
cash0.00_cap0.22,2021-08-31,-0.04840473703403314,0.0
cash0.00_cap0.22,2021-09-30,0.1242884904221644,-5.551115123125783e-17
cash0.00_cap0.22,2021-10-29,0.009426049648444547,0.0
cash0.00_cap0.22,2021-11-30,0.029876600463393035,-2.7755575615628914e-17
cash0.00_cap0.22,2021-12-31,-0.05215220163346332,0.0
cash0.00_cap0.22,2022-01-31,-0.0074759415826108,0.0
cash0.00_cap0.22,2022-02-28,0.04005342558395303,0.0
cash0.00_cap0.22,2022-03-31,-0.060438063105455915,-1.1102230246251565e-16
cash0.00_cap0.22,2022-04-29,0.012260367287353949,0.0
cash0.00_cap0.22,2022-05-31,-0.05381073322256241,1.1102230246251565e-16
cash0.00_cap0.22,2022-06-30,0.04247866240958597,-1.3877787807814457e-17
cash0.00_cap0.22,2022-07-29,-0.015628424216514964,0.0
cash0.00_cap0.22,2022-08-31,-0.04108644384105847,0.0
cash0.00_cap0.22,2022-09-30,0.10058252763995543,0.0
cash0.00_cap0.22,2022-10-31,0.0050977093943442575,0.0
cash0.00_cap0.22,2022-11-30,-0.03674207479327518,-5.551115123125783e-17
cash0.00_cap0.22,2022-12-30,0.03197178581322269,0.0
cash0.00_cap0.22,2023-01-31,-0.017968402681079826,1.3877787807814457e-17
cash0.00_cap0.22,2023-02-28,0.034665208642653225,2.0816681711721685e-17
cash0.00_cap0.22,2023-03-31,0.013413218658287426,1.3877787807814457e-17
cash0.00_cap0.22,2023-04-28,0.039824168493498416,0.0
cash0.00_cap0.22,2023-05-31,0.08705215050245985,0.0
cash0.00_cap0.22,2023-06-30,0.02467937637829155,0.0
cash0.00_cap0.22,2023-07-31,0.014295434063381598,0.0
cash0.00_cap0.22,2023-08-31,-0.062456416530045515,0.0
cash0.00_cap0.22,2023-09-29,-0.005685607129288028,5.551115123125783e-17
cash0.00_cap0.22,2023-10-31,0.05921810877867662,0.0
cash0.00_cap0.22,2023-11-30,0.03889040720563734,0.0
cash0.00_cap0.22,2023-12-29,0.05869909151650093,-2.7755575615628914e-17
cash0.00_cap0.22,2024-01-31,0.06601195438880404,0.0
cash0.00_cap0.22,2024-02-29,0.07674114420885682,0.0
cash0.00_cap0.22,2024-03-28,-0.03643377399462904,0.0
cash0.00_cap0.22,2024-04-30,0.07635310725707793,0.0
cash0.00_cap0.22,2024-05-31,0.029251887809747038,2.7755575615628914e-17
cash0.00_cap0.22,2024-06-28,-0.012659702012624334,0.0
cash0.00_cap0.22,2024-07-31,0.029349796334555027,0.0
cash0.00_cap0.22,2024-08-30,0.05928902868332366,0.0
cash0.00_cap0.22,2024-09-30,0.035702871269331506,0.0
cash0.00_cap0.22,2024-10-31,0.0714316622180423,6.938893903907228e-18
cash0.00_cap0.22,2024-11-29,-0.03015036807960643,0.0
cash0.00_cap0.22,2024-12-31,0.023565245780008688,0.0
cash0.00_cap0.22,2025-01-31,0.03161141130647935,0.0
cash0.00_cap0.22,2025-02-28,-0.05069139831869328,0.0
cash0.00_cap0.22,2025-03-31,0.002722671224377851,5.551115123125783e-17
cash0.00_cap0.22,2025-04-30,0.06600720721565033,0.0
cash0.00_cap0.22,2025-05-30,0.05254358903671722,-1.3877787807814457e-17
cash0.00_cap0.22,2025-06-30,0.009028182372047918,-5.551115123125783e-17
cash0.00_cap0.22,2025-07-31,0.002154494212924461,-6.938893903907228e-18
cash0.00_cap0.22,2025-08-29,0.04511431549897803,-2.7755575615628914e-17
cash0.00_cap0.22,2025-09-30,0.07784867639450674,-2.7755575615628914e-17
cash0.00_cap0.22,2025-10-31,-0.01884499001086982,0.0
