portfolio,official_metric_mode,target_type,target_contract_status,status,valid_for_production,evidence_window_label,pit_universe_label_clean,production_promotion_allowed,verdict_status,target_pass,cagr,cagr_target,canonical_cagr_target,cagr_gap_pp,max_dd,max_dd_target,canonical_max_dd_target,max_dd_gap_pp,sharpe,start_date,end_date,years,broker_ledger_trading_days_estimate,broker_ledger_actual_trading_days,data_readiness_status,data_readiness_policy_replay_ready,ending_capital_usd,avg_cash_weight,latest_cash_weight,latest_position_count,broker_trade_count,total_fees_usd,order_preview_count,order_preview_buy_count,order_preview_sell_count,journal_trade_count,journal_win_rate,journal_avg_realized_return,journal_avg_holding_days,journal_profit_factor,legacy_cagr,legacy_max_dd,legacy_sharpe
main,broker_ledger_next_close,interim_operating_gate,unresolved_user_decision_required,completed,False,research_7y,False,False,invalid_window,False,0.3955897341299561,0.3,0.35,0.0,-0.2446401397858049,-0.25,-0.25,0.0,1.3888433327909948,2020-05-01,2026-06-17,6.1273100616016425,1540,1540,warn,True,770860.3662160187,0.26506124244389784,0.15542625874900776,13,1459,35618.21859900713,12,7,5,990,0.5767676767676768,0.12335877034344783,60.03838383838384,4.149707070169653,0.35008300462524455,-0.15665351444540976,2.01183574795719
concentrated,broker_ledger_next_close,interim_operating_gate,unresolved_user_decision_required,completed,False,research_7y,False,False,invalid_window,False,0.5061913086803371,0.5,0.5,0.0,-0.2382821042534532,-0.28,-0.25,0.0,1.5175320432622932,2020-05-01,2026-06-17,6.1273100616016425,1521,1521,warn,True,1230061.2987248944,0.42248060876729343,0.06328741170259244,5,519,33940.413421864505,5,3,2,343,0.5481049562682215,0.13350706019346092,53.816326530612244,4.183053133646936,0.5683032556448682,-0.2301005816617241,1.7421794054377393
