portfolio,official_metric_mode,target_type,target_contract_status,status,valid_for_production,evidence_window_label,pit_universe_label_clean,production_promotion_allowed,verdict_status,target_pass,cagr,cagr_target,canonical_cagr_target,cagr_gap_pp,max_dd,max_dd_target,canonical_max_dd_target,max_dd_gap_pp,sharpe,start_date,end_date,years,broker_ledger_trading_days_estimate,broker_ledger_actual_trading_days,data_readiness_status,data_readiness_policy_replay_ready,ending_capital_usd,avg_cash_weight,latest_cash_weight,latest_position_count,broker_trade_count,total_fees_usd,order_preview_count,order_preview_buy_count,order_preview_sell_count,journal_trade_count,journal_win_rate,journal_avg_realized_return,journal_avg_holding_days,journal_profit_factor,legacy_cagr,legacy_max_dd,legacy_sharpe
main,broker_ledger_next_close,interim_operating_gate,unresolved_user_decision_required,completed,False,research_7y,False,False,invalid_window,False,0.3465017165605715,0.3,0.35,0.0,-0.25995164385516145,-0.25,-0.25,0.9952,1.2679613284454645,2019-07-01,2026-06-18,6.965092402464066,1752,1752,warn,True,794214.9849935782,0.26680286657135793,0.14932961856898205,13,1662,37478.019623636006,12,7,5,1127,0.5705412599822538,0.10978462353646626,60.28926353149956,3.593645906431858,0.3313829561859125,-0.14498032657121973,1.8967286289657406
concentrated,broker_ledger_next_close,interim_operating_gate,unresolved_user_decision_required,completed,False,research_7y,False,False,invalid_window,False,0.45064720629468,0.5,0.5,4.9353,-0.2604847456716285,-0.28,-0.25,0.0,1.3987403813231363,2019-07-01,2026-06-18,6.965092402464066,1733,1733,warn,True,1334421.1209372329,0.4121512488700648,0.05784685454131403,5,590,37040.743625755305,5,3,2,390,0.5461538461538461,0.12262167358203442,53.55641025641026,3.870338432981329,0.5041663243654584,-0.19650602532116257,1.723699015053789
