recommendation_date,as_of_date,recommended_next_review_date,recommendation_semantics,portfolio_kind,rank,ticker,company_name,sector,recommended_weight,current_account_weight,projected_account_weight_after_orders,trade_action_from_current,trade_value_delta_usd,estimated_order_quantity,target_value_per_100k_usd,reference_price,reference_price_date,reference_price_source,estimated_shares_per_100k,suggested_action,buy_logic,score,monster_early_score,stale_leader_score,risk_entry_block_score
2026-05-12,2026-05-12,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,1,GOOG,ALPHABET INC CLASS C,Communication,0.1789140872012445,0.0374882856524355,0.1786691047429936,BUY,52008.89860738485,135.0,17891.40872012445,382.95001220703125,2026-05-12,price_cache_latest_close,46,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,6.613655972800878,0.0,0.0,0.0
2026-05-12,2026-05-12,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,2,PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,0.0609664208489582,0.0,0.0611021973351672,BUY,22420.2116280339,167.0,6096.6420848958205,134.10009765625,2026-05-12,price_cache_latest_close,45,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,6.574833584579065,0.0,0.0,0.0
2026-05-12,2026-05-12,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,3,LRCX,LAM RESEARCH CORP,Information Technology,0.0609664208489582,0.0564433886751378,0.0605663747503428,BUY,1663.3310127995246,5.0,6096.6420848958205,288.2900085449219,2026-05-12,price_cache_latest_close,21,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,6.958520646492668,0.0,0.0,0.0
2026-05-12,2026-05-12,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,4,VRT,VERTIV HOLDINGS CLASS A,Industrials,0.0609664208489582,0.0429939335139924,0.0601935900962283,BUY,6609.326313092493,17.0,6096.6420848958205,367.69500732421875,2026-05-12,price_cache_latest_close,16,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,4.687383572193503,0.0,0.0,0.0
2026-05-12,2026-05-12,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,5,GLW,CORNING INC,Information Technology,0.0595206270011178,0.0,0.0594079686812428,BUY,21888.525437706307,111.0,5952.06270011178,196.16000366210938,2026-05-12,price_cache_latest_close,30,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,6.198369198430332,0.0,0.0,0.0
2026-05-12,2026-05-12,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,6,FTI,TECHNIPFMC PLC,Energy,0.056898740829369,0.029877886979458,0.056959183118957,BUY,9936.834953556732,135.0,5689.8740829369,73.25,2026-05-12,price_cache_latest_close,77,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,2.2874225807792405,0.0,0.0,0.0
2026-05-12,2026-05-12,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,7,FIX,COMFORT SYSTEMS USA INC,Industrials,0.0566464468687113,0.0,0.0549632064901116,BUY,20831.55463429813,10.0,5664.64468687113,2014.469970703125,2026-05-12,price_cache_latest_close,2,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,2.3885654470845163,0.0,0.0,0.0
2026-05-12,2026-05-12,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,8,PWR,QUANTA SERVICES INC,Industrials,0.0565631406386838,0.0,0.05642041970544,BUY,20800.91902733381,27.0,5656.31406386838,765.8809814453125,2026-05-12,price_cache_latest_close,7,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,3.872674744286325,0.0,0.0,0.0
2026-05-12,2026-05-12,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,9,UMC,United Microelectronics,Semiconductors,0.0562924863585598,0.0,0.0564798666795273,BUY,20701.386757702192,1295.0,5629.24863585598,15.984999656677246,2026-05-12,price_cache_latest_close,352,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,2.71333758934568,0.0,0.0,0.0
2026-05-12,2026-05-12,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,10,OKE,ONEOK INC,Energy,0.0561550728003203,0.0,0.0561053799242198,BUY,20650.85334909152,232.0,5615.50728003203,88.63500213623047,2026-05-12,price_cache_latest_close,63,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,2.4900370379302954,0.0,0.0,0.0
