as_of_date,recommendation_date,current_account_last_trade_date,current_account_stale_days,pending_order_count_to_recommendation,portfolio_kind,row_type,ticker,shares,current_price,market_value_usd,current_weight,recommended_target_weight,projected_weight_after_recommendation_orders,recommended_trade_action,recommended_trade_quantity,recommended_trade_value_delta_usd,cost_basis,avg_entry_price,entry_date,latest_entry_date,entry_signal_date,return_since_entry_pct,unrealized_pnl_usd,realized_pnl_usd,entry_reason,entry_sleeve,open_lot_count
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,AMAT,84.0,435.4400024414063,36576.960205078125,0.0913988517072436,0.0,,SELL,84.0,-36576.960205078125,305.55113002232144,305.55113002232144,2026-01-02,2026-03-02,2025-12-31,0.4250970121092208,10910.665283203123,-146.73109453201155,target_rebalance,"core_compounder,future_winner",2
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,MU,48.0,746.8099975585938,35846.8798828125,0.0895745201407328,0.0,,SELL,48.0,-35846.8798828125,237.43863346891584,240.2619781494141,2025-12-01,2025-12-01,2025-11-28,2.108315361884549,24449.82547630454,10941.006830404747,target_rebalance,core_compounder,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,LRCX,84.0,294.04998779296875,24700.19897460937,0.0617210891928166,0.0462624661539853,0.0464575760643968,SELL,21.0,-6186.395443213514,155.2250529081031,160.2748761858259,2025-11-03,2026-03-02,2025-10-31,0.834660520667265,11661.294530328714,7935.023351441423,target_rebalance,"core_compounder,future_winner",3
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,GOOG,48.0,397.0499877929688,19058.3994140625,0.0476233074606752,0.0,,SELL,48.0,-19058.3994140625,320.5096785254862,344.6571960449219,2026-02-02,2026-02-02,2026-01-30,0.1520142110748739,3673.934844839161,9562.286187265328,target_rebalance,core_compounder,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,ETR,170.0,111.58999633789062,18970.299377441406,0.0474031622616923,0.0,,SELL,170.0,-18970.299377441406,106.0512237548828,106.05122375488278,2026-03-02,2026-03-02,2026-02-27,0.052227333046242386,941.591339111328,2977.830140295027,target_rebalance,early_scout,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,VRT,48.0,339.9700012207031,16318.56005859375,0.0407769711454613,0.0603050074414681,0.0596806395246272,BUY,22.0,7814.93632732096,257.68865966796875,257.68865966796875,2026-03-02,2026-03-02,2026-02-27,0.31930524866229537,3949.50439453125,1279.7547343444828,target_rebalance,future_winner,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,VZ,307.0,47.220001220703125,14496.54037475586,0.0362240912462821,0.0,,SELL,307.0,-14496.54037475586,49.239402770996094,49.239402770996094,2026-03-02,2026-03-02,2026-02-27,-0.04101190178290448,-619.9562759399414,-483.92520093917847,target_rebalance,future_winner,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,SCCO,75.0,185.2899932861328,13896.74949645996,0.0347253281660983,0.0,,SELL,75.0,-13896.74949645996,218.8500061035156,218.85000610351557,2026-03-02,2026-03-02,2026-02-27,-0.15334709564279814,-2517.000961303711,0.0,target_rebalance,future_winner,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,FTI,191.0,70.1500015258789,13398.650291442871,0.0334806731942362,0.0463631650637203,0.0464436606512753,BUY,73.0,5155.451995848409,67.44703674316406,67.44703674316406,2026-03-02,2026-03-02,2026-02-27,0.04007536747696783,516.2662734985352,0.0,target_rebalance,future_winner,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,KO,161.0,78.41999816894531,12625.619705200195,0.0315490171046919,0.0,,SELL,161.0,-12625.619705200195,79.67218017578125,79.67218017578125,2026-03-02,2026-03-02,2026-02-27,-0.015716678068470546,-201.60130310058597,-1469.8393253898616,target_rebalance,core_compounder,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,APH,98.0,128.02999877929688,12546.939880371094,0.0313524112194136,0.0,,SELL,98.0,-12546.939880371094,134.8933868408203,134.8933868408203,2026-03-02,2026-03-02,2026-02-27,-0.050880092955353784,-672.6120300292969,4770.538915901184,target_rebalance,future_winner,1
2026-05-08,2026-05-08,2026-03-02,67,40,main,equity,ADI,29.0,416.5199890136719,12079.079681396484,0.0301833177598684,0.0,,SELL,29.0,-12079.079681396484,351.3099975585937,351.3099975585937,2026-03-02,2026-03-02,2026-02-27,0.18561951526643372,1891.0897521972656,164.40530464172363,target_rebalance,future_winner,1
