ticker,peak_market_value_usd,peak_weight,trough_market_value_usd,trough_weight,peak_to_trough_value_delta_usd
NET,28490.39909362793,0.122131604989228,0.0,0.0,-28490.39909362793
TSLA,24636.299285888672,0.1056099903301639,0.0,0.0,-24636.299285888672
NVDA,23342.739639282227,0.1000648059587495,0.0,0.0,-23342.739639282227
SAIA,22224.519470214844,0.0952712604724011,0.0,0.0,-22224.519470214844
DDOG,21571.20068359375,0.0924706372969435,0.0,0.0,-21571.20068359375
ENPH,20615.979248046875,0.0883758288437496,0.0,0.0,-20615.979248046875
BE,15544.050395965576,0.0666336690003516,0.0,0.0,-15544.050395965576
U,13662.0,0.0585657639220651,0.0,0.0,-13662.0
SNOW,12548.7998046875,0.0537937378763421,0.0,0.0,-12548.7998046875
FSLR,10945.370277404783,0.0469202145883529,0.0,0.0,-10945.370277404783
MDB,7407.01025390625,0.0317521017346354,0.0,0.0,-7407.01025390625
DXCM,7213.274917602539,0.0309216041523396,0.0,0.0,-7213.274917602539
HUBS,6578.72021484375,0.0282014181680469,0.0,0.0,-6578.72021484375
PCTY,6528.479736328125,0.0279860491149011,0.0,0.0,-6528.479736328125
BILL,5727.060241699219,0.0245505532193531,0.0,0.0,-5727.060241699219
