portfolio,as_of_date,order_batch_id,client_order_id,ticker,side,quantity,reference_price,limit_price,gross_value_usd,estimated_fee_usd,cash_impact_usd,preview_status,lifecycle_status,source_orders_preview
main,2026-05-12,3892cbfb76e244c25e75b87322fce8ea1f3683478b21728442fb681330b14297,r1k-M-20260512-S-MU-de92149aafb9,MU,SELL,62.0,766.5800170898438,764.6635670471192,47527.96105957031,118.8199026489258,47409.14115692139,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-12,3892cbfb76e244c25e75b87322fce8ea1f3683478b21728442fb681330b14297,r1k-M-20260512-S-AMAT-d7857913b0a9,AMAT,SELL,74.0,431.2000122070313,430.1220121765137,31908.800903320312,79.77200225830079,31829.02890106201,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-12,3892cbfb76e244c25e75b87322fce8ea1f3683478b21728442fb681330b14297,r1k-M-20260512-S-GOOGL-f384576452ba,GOOGL,SELL,80.0,387.3500061035156,386.3816310882569,30988.00048828125,77.47000122070312,30910.530487060547,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-12,3892cbfb76e244c25e75b87322fce8ea1f3683478b21728442fb681330b14297,r1k-M-20260512-S-VZ-ef7240e0c783,VZ,SELL,395.0,47.93000030517578,47.81017530441285,18932.350120544437,47.33087530136108,18885.01924524307,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-12,3892cbfb76e244c25e75b87322fce8ea1f3683478b21728442fb681330b14297,r1k-M-20260512-S-SCCO-bc8fa783f7e5,SCCO,SELL,94.0,188.8514862060547,188.37935749053955,17752.03970336914,44.38009925842285,17707.65960411072,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-12,3892cbfb76e244c25e75b87322fce8ea1f3683478b21728442fb681330b14297,r1k-M-20260512-S-APH-7d4c0a2ef585,APH,SELL,134.0,127.87000274658205,127.55032773971558,17134.580368041992,42.83645092010498,17091.743917121887,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-12,3892cbfb76e244c25e75b87322fce8ea1f3683478b21728442fb681330b14297,r1k-M-20260512-S-RGLD-e8c5d0b2e4b7,RGLD,SELL,58.0,245.3500061035156,244.73663108825684,14230.300354003906,35.57575088500977,14194.724603118895,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-12,3892cbfb76e244c25e75b87322fce8ea1f3683478b21728442fb681330b14297,r1k-M-20260512-S-PR-3afaf0671503,PR,SELL,540.0,20.170000076293945,20.11957507610321,10891.80004119873,27.229500102996827,10864.570541095734,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-12,3892cbfb76e244c25e75b87322fce8ea1f3683478b21728442fb681330b14297,r1k-M-20260512-S-ETR-7fbf5a4e5ee0,ETR,SELL,95.0,112.93000030517578,112.64767530441284,10728.3500289917,26.82087507247925,10701.52915391922,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-12,3892cbfb76e244c25e75b87322fce8ea1f3683478b21728442fb681330b14297,r1k-M-20260512-S-ATI-c2fff1175e8c,ATI,SELL,60.0,161.00999450683594,160.60746952056886,9660.599670410156,24.151499176025396,9636.448171234131,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-12,3892cbfb76e244c25e75b87322fce8ea1f3683478b21728442fb681330b14297,r1k-M-20260512-S-BKNG-03ac67a70009,BKNG,SELL,60.0,160.55999755859375,160.1585975646973,9633.599853515623,24.083999633789062,9609.515853881836,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-12,3892cbfb76e244c25e75b87322fce8ea1f3683478b21728442fb681330b14297,r1k-M-20260512-S-LRCX-147b592f7acc,LRCX,SELL,19.0,289.239990234375,288.5168902587891,5495.559814453125,13.738899536132813,5481.8209149169925,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-12,3892cbfb76e244c25e75b87322fce8ea1f3683478b21728442fb681330b14297,r1k-M-20260512-B-GOOG-db7cee014520,GOOG,BUY,178.0,383.8200073242188,384.7795573425293,68319.96130371094,170.79990325927736,-68490.76120697022,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-12,3892cbfb76e244c25e75b87322fce8ea1f3683478b21728442fb681330b14297,r1k-M-20260512-B-GEV-4984688db995,GEV,BUY,47.0,1071.97998046875,1074.659930419922,50383.05908203125,125.95764770507812,-50509.01672973633,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-12,3892cbfb76e244c25e75b87322fce8ea1f3683478b21728442fb681330b14297,r1k-M-20260512-B-AMZN-abff826a335b,AMZN,BUY,175.0,265.82000732421875,266.4845573425293,46518.50128173828,116.2962532043457,-46634.79753494263,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-12,3892cbfb76e244c25e75b87322fce8ea1f3683478b21728442fb681330b14297,r1k-M-20260512-B-PLTR-9711a9ea85bf,PLTR,BUY,238.0,136.0,136.34,32368.0,80.92,-32448.92,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
