portfolio,ticker,sector,theme,subindustry,entry_signal_stack_count_max,candidate_rank_percentile_max,rs_3m_max,rs_6m_max,audit_forward_63d_excess_spy_max,audit_forward_126d_excess_spy_max,audit_forward_126d_excess_max,name_contribution_return_on_start,name_contribution_status,used_forward_return_in_ranking,policy_mutation_allowed,production_mutation_allowed,live_trading_enabled,evidence_sources,pit_signal_sources,outcome_selected_sources,source_dates,independent_source_count,pit_signal_source_count,outcome_selected_source_count,has_outcome_selected_source,fusion_review_score,fusion_review_candidate,policy_eligible,review_status
main,CCJ,,,,0.0,0.9023255813953488,0.5212559942197046,0.4468172160120223,0.3393992371541563,0.5265607384851585,,0.0107040842682891,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2025-07-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,CEG,,,,0.0,0.8656,0.2383871139883964,0.0419641607190153,-0.1198119826063147,0.1764901761541536,,0.0336340093201241,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2024-11-29,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,CHRW,,,,0.0,0.8007246376811594,0.0450205592796898,0.1332674537990564,-0.0551021561021236,-0.0750173031719323,,0.0481964046546278,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2022-07-29,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,CHRW,,,,0.0,0.8007246376811594,0.0450205592796898,0.1332674537990564,-0.0551021561021236,-0.0750173031719323,,0.0754494680663021,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2022-07-29,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,CNC,,,,0.0,0.945770065075922,0.0543448874467821,0.2994079898348114,0.1441415496255657,0.1192906826999754,,0.0206551803669038,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-06-30;drop_counterfactual_high_signal:2022-03-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,CRM,,,,0.0,0.9858407079646018,0.1853084430637199,0.2881869947077904,0.088994611843858,-0.1539921534669006,,0.0307517241015234,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-10-30;drop_counterfactual_high_signal:2023-12-29,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,CRS,,,,0.0,0.826890756302521,0.237310193273412,1.1049958095903063,0.3578548568843858,0.34702771534261,,0.1242468243630046,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2024-08-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,DAR,,,,0.0,0.8252631578947368,0.4755059873954397,0.8428536639435009,0.3860788203062086,0.3270749669280546,,0.0112351134082899,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-11-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,DASH,,,,0.0,0.9829457364341084,0.1590483989719748,0.2973355743553798,-0.0734662180584075,-0.2887425769689469,,0.0126658292352121,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2025-07-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,DG,,,,0.0,0.925343811394892,0.1682891120066418,0.3115864826517542,-0.1202822793032737,0.1184354925055987,,0.00138191211418,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2019-09-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,DKS,,,,0.0,0.835978835978836,0.1862952835176912,0.4185853077239405,-0.0062480927010185,-0.0661862229433043,,0.0724939773751955,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2021-10-29;drop_counterfactual_high_signal:2023-02-28,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,DUOL,,,,0.0,0.9077669902912622,0.7412198287297727,0.1533356688008076,0.2731205815977027,0.6984607775043573,,0.008030758421899,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2024-10-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,DXCM,,,,0.0,0.9414316702819956,0.3060233415187776,0.9127649102627472,-0.0527641232936861,-0.3014316589719443,,0.0175479591764165,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-06-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,EBAY,,,,0.0,0.9485530546623794,0.1494371146776085,0.3310593950829612,-0.1418251728504415,-0.0599465749508747,,0.0509076652632413,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2025-08-29,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,ENPH,,,,0.0,0.9519038076152304,0.246027239144758,1.2444209070711023,-0.3144881860346938,-0.2247746931489402,,0.0506911646554966,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2021-02-26,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,FTNT,,,,0.0,0.9679144385026738,0.2079542335449423,0.4952602692345256,0.1084245196400599,0.0876836579007007,,0.0213950715558732,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-06-30;drop_counterfactual_high_signal:2021-09-30;drop_counterfactual_high_signal:2022-03-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,GE,,,,0.0,0.9792332268370608,0.1759117797105878,0.4788433224090431,0.1346883178312081,0.1381882678769752,,0.0603096138768275,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2024-06-28;drop_counterfactual_high_signal:2025-06-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,GE,,,,0.0,0.9847457627118644,0.2792410294132876,0.5853228734448404,-0.0306231375866019,-0.02977882414871,,0.0054196226895678,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2024-05-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,GOOG,,,,0.0,0.9984152139461172,0.2240305186254452,0.6634404882197884,0.0661818361137709,0.0017656115758915,,0.1275358544095634,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-06-30;drop_counterfactual_high_signal:2026-01-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,GOOGL,,,,0.0,1.0,0.2247909922632682,0.6694729416494114,0.0805701860371854,-0.003824069566672,,0.0915219053887524,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-06-30;drop_counterfactual_high_signal:2026-01-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,GOOGL,,,,0.0,0.992633517495396,0.1460213255368512,0.2547325284379094,-0.0289920318724582,-0.048801353159199,,0.0096437814740284,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2021-08-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,HEI,,,,0.0,0.8996062992125984,0.3060410746172088,0.5446033999740565,-0.1623117079971874,-0.2139404187038007,,0.1447414313584342,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2019-07-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,HUBS,,,,0.0,0.9348591549295776,0.1690834431307235,0.5842322011542853,-0.3180548951301125,-0.4452510923866345,,0.084101735586027,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2021-11-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,INTU,,,,0.0,0.943738656987296,0.0,0.0452556443425209,0.1823888633408855,0.2685507771582873,,0.0374540605826608,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2023-06-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,JD,,,,0.0,0.9515789473684212,0.0506656964518226,0.3589788541318139,0.0298125851621204,-0.268034374623507,,0.0576100921168885,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-11-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,KKR,,,,0.0,0.808849557522124,0.235963261326225,0.4154280935872145,0.124089875916834,0.1347369430510001,,0.0715157305392454,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2023-12-29,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,KLAC,,,,0.0,0.8,0.2397790304056211,0.3011084785994418,-0.0381345273782036,-0.033488132501419,,0.0389802602333113,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2019-10-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,LRCX,,,,0.0,0.985480943738657,0.2987276304052999,0.2873912726377683,0.2677493526069834,0.1129088017097741,,0.5267867014609635,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2019-10-31;drop_counterfactual_high_signal:2023-04-28,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,MA,,,,0.0,0.9978401727861772,0.0496524284694293,0.085800886843763,0.052375233774041,0.1115412714048005,,0.0328275191646241,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-03-31;drop_counterfactual_high_signal:2022-03-31;drop_counterfactual_high_signal:2022-06-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,MDB,,,,0.0,0.9595070422535212,0.26141511706225,0.6466365777877663,-0.2543560274979956,-0.3051439215163095,,0.0056226186412357,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2021-11-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,MELI,,,,0.0,0.9679358717434868,0.0898042508010796,0.2516495540827796,-0.2886952831906546,-0.0747552713016881,,0.0002898381112725,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2021-02-26,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,MELI,,,,0.0,0.9423459244532804,0.1670345670156405,0.9341339033827928,-0.1183186557788621,-0.1536133534819201,,0.003825301092554,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2019-06-28,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,MRNA,,,,0.0,0.9619238476953909,0.5223771808191799,1.1003286285594067,0.0936949360022787,1.2650250145441042,,0.0356022862184068,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-12-31;drop_counterfactual_high_signal:2021-02-26,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,NEM,,,,0.0,0.88125,0.1612006741956062,0.3810764753261246,0.4286571541855573,0.3371523557938956,,0.0677663349710723,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2025-10-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,NVDA,,,,0.0,0.9933554817275748,0.1962761422850365,0.428928197275408,0.3327297803302735,0.809591203552702,,0.0506023038089941,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-01-31;drop_counterfactual_high_signal:2020-11-30;drop_counterfactual_high_signal:2021-09-30;drop_counterfactual_high_signal:2024-09-30;drop_counterfactual_high_signal:2025-08-29,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,NVDA,,,,0.0,0.9983818770226536,0.3408878016470174,0.8670211246795432,0.2418996600894356,0.2050965967586535,,0.0577480257115158,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-09-30;drop_counterfactual_high_signal:2021-07-30;drop_counterfactual_high_signal:2024-07-31;drop_counterfactual_high_signal:2024-11-29;drop_counterfactual_high_signal:2025-08-29,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,ON,,,,0.0,0.9541284403669724,0.0515919872903425,0.1506725837391602,-0.2748427753633845,-0.3580854291870559,,0.2410727679800815,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2023-08-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,P,,,,0.0,0.915824915824916,0.2023059997532883,0.306554720670928,0.0446916251830904,-0.1010854145921646,,0.026398741205425,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2024-04-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,PAYC,,,,0.0,0.9547244094488188,0.1756502067243681,0.5423100615270358,-0.1408965830871213,0.2358509600985219,,0.0317917595378304,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2019-07-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,PCTY,,,,0.0,0.8968421052631579,0.300484566567925,0.2629606364792864,-0.181756758586676,-0.3339745867243986,,0.0017578702451871,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-11-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,PCTY,,,,0.0,0.8855534709193246,0.1390146612001337,0.1695731260010065,0.0178006154327192,-0.0474391368702047,,0.1870896426398073,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-02-28,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,PDD,,,,0.0,0.9160997732426304,0.1853834947363721,1.3195908960263756,0.4523118526632734,0.656602114424587,,0.0120461233092904,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-08-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,PDD,,,,0.0,0.9899799599198396,0.1853834947363721,1.3195908960263756,0.4523118526632734,0.656602114424587,,0.0053956535035832,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-08-31;drop_counterfactual_high_signal:2021-02-26,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,PLTR,,,,0.0,0.9968051118210862,0.476075047371443,0.6274679201416091,0.3143668389078653,0.2651622324496379,,0.5216798087770262,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2025-06-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,PYPL,,,,0.0,0.9727891156462584,0.1600473123800878,0.6944152054819726,-0.005791511347887,0.067060745638696,,0.0022712251604398,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-08-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,REGN,,,,0.0,0.9027522935779816,0.0,0.3254402244384649,0.0625675734889623,-0.0830997057600597,,0.0022075375195433,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2023-01-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,RH,,,,0.0,0.93812375249501,0.1530209592739064,0.6976676848732877,-0.0344166862563575,0.2362361579908073,,0.0925804685730704,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2019-12-31;drop_counterfactual_high_signal:2021-06-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,RH,,,,0.0,0.93812375249501,0.1530209592739064,0.6976676848732877,-0.3584059847234089,0.2362361579908073,,0.0554169475839305,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2019-12-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,ROKU,,,,0.0,0.969147005444646,0.1976230450990359,0.0,-0.3292686046814043,-0.6457464917059561,,0.0832881570761755,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2021-07-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,ROKU,,,,0.0,0.969147005444646,0.4002504376316089,1.3117955223755475,-0.2568268990570128,-0.3138660787631993,,0.2132278171867267,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2021-02-26;drop_counterfactual_high_signal:2021-07-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,RVMD,,,,0.0,0.8450479233226837,0.7167963613382551,1.0424535040896037,0.2396306172024263,,,0.0193320953789366,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2025-12-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,SBAC,,,,0.0,0.8807157057654076,0.0882367825037875,0.1957953046321419,0.0649340416750132,-0.0332324077094976,,0.0021137327888261,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2019-06-28,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,SE,,,,0.0,0.9979166666666668,0.1920589701321264,0.6279253111990901,-0.0248852423360959,0.0337946840522296,,0.0405883540433597,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2021-01-29,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,SE,,,,0.0,0.9768421052631578,0.1456948884580173,0.9010189833577228,0.2612811892859943,0.2543906503238757,,0.0568388279913953,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-11-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,SHOP,,,,0.0,0.9891107078039928,0.2172256222136184,0.1819689789094394,-0.0996153560360121,-0.4084007079444414,,0.0144834293599597,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2021-07-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,SHOP,,,,0.0,0.9781181619256016,0.5131480450180821,1.1848920227356308,-0.1426659132665966,-0.0294578183105529,,0.0855542956713873,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-07-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,SNDK,Information Technology,,,8.0,0.938610662358643,1.864749731697256,12.055106513026518,,,,0.9452050048329144,,False,False,False,False,positive_name_contribution;right_tail_entry_skill,right_tail_entry_skill,positive_name_contribution,right_tail_entry_skill:2026-02-27,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,SNDK,Information Technology,,,8.0,0.938610662358643,1.864749731697256,12.055106513026518,,,,5.227418019924054,,False,False,False,False,positive_name_contribution;right_tail_entry_skill,right_tail_entry_skill,positive_name_contribution,right_tail_entry_skill:2026-02-27,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,SSD,,,,0.0,0.8186714542190305,0.1580465944535229,0.4105007727405734,-0.0782272805214034,0.0833636980626706,,0.0298093685695726,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2023-07-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
