rebalance_date,net_return,drawdown,regime_state
2024-11-29,-0.07072820448546781,-0.0707282044854678,
2023-08-31,-0.06718841863598753,-0.12041472895889116,
2021-08-31,-0.06016321640636414,-0.06016321640636413,
2020-08-31,-0.05973110141822056,-0.05973110141822047,
2026-02-27,-0.05808816515754228,-0.061846751901148855,
2022-11-30,-0.057024871743424854,-0.20152648137855111,
2020-02-28,-0.05525558327434089,-0.0565748744728769,
2023-03-31,-0.05511081683062572,-0.22175991089317149,
2021-12-31,-0.053089400638708976,-0.05400009565965436,
2024-03-28,-0.0407280833770346,-0.040728083377034596,
