rebalance_date,hard_stop,target_n,weighting_mode,active_rebalance_interval_months,cost_bps,gross_return,original_gross_return,cost,turnover,net_return,return_delta,risk_exit_count,n_positions
2019-04-30,-0.08,3,conviction_curve,1,25.0,0.018483820363091506,0.018483820363091506,0.00125,0.5,0.017233820363091505,0.0,0,3
2019-05-31,-0.08,3,conviction_curve,1,25.0,0.0462825309162163,0.0462825309162163,0.002,0.8,0.0442825309162163,0.0,0,3
2019-06-28,-0.08,3,conviction_curve,1,25.0,0.006112136458008543,0.006112136458008543,0.00125,0.5,0.004862136458008543,0.0,0,3
2019-07-31,-0.08,3,conviction_curve,1,25.0,-0.0020201128401109904,-0.0020201128401109904,0.002007061011763588,0.8028244047054351,-0.004027173851874578,0.0,0,3
2019-08-30,-0.08,3,conviction_curve,1,25.0,-0.012991224474316887,-0.012991224474316887,0.00125,0.5,-0.014241224474316886,0.0,0,3
2019-09-30,-0.08,3,conviction_curve,1,25.0,0.05126455516696043,0.05126455516696043,0.0012138358154513832,0.4855343261805533,0.050050719351509045,0.0,0,3
2019-10-31,-0.08,3,conviction_curve,1,25.0,-0.0038378541150296368,-0.0038378541150296368,0.0017500000000000003,0.7000000000000001,-0.005587854115029637,0.0,0,3
2019-11-29,-0.08,3,conviction_curve,1,25.0,0.027629908019833026,0.027629908019833026,0.0025,1.0,0.025129908019833027,0.0,0,3
2019-12-31,-0.08,3,conviction_curve,1,25.0,0.06952962268256564,0.06952962268256564,0.0005000000000000001,0.20000000000000004,0.06902962268256564,0.0,0,3
2020-01-31,-0.08,3,conviction_curve,1,25.0,-0.05746638187192471,-0.05746638187192471,3.4103018162085986e-05,0.013641207264834393,-0.057500484890086793,0.0,0,3
2020-02-28,-0.08,3,conviction_curve,1,25.0,-0.08,-0.08,0.0007566130261627734,0.30264521046510934,-0.08075661302616277,0.0,0,3
2020-03-31,-0.08,3,conviction_curve,1,25.0,0.15018811123214218,0.15018811123214218,0.0025,1.0,0.14768811123214218,0.0,0,3
2020-04-30,-0.08,3,conviction_curve,1,25.0,0.17738305021748554,0.17738305021748554,0.0025,1.0,0.17488305021748554,0.0,0,3
2020-05-29,-0.08,3,conviction_curve,1,25.0,0.06089246881714925,0.06089246881714925,0.0025,1.0,0.05839246881714925,0.0,0,3
2020-06-30,-0.08,3,conviction_curve,1,25.0,0.1197892009593477,0.1197892009593477,0.0025,1.0,0.1172892009593477,0.0,0,3
2020-07-31,-0.08,3,conviction_curve,1,25.0,0.17763059803551667,0.17763059803551667,0.0025,1.0,0.17513059803551667,0.0,0,3
2020-08-31,-0.08,3,conviction_curve,1,25.0,-0.04128750521941252,-0.04128750521941252,0.0025,1.0,-0.04378750521941252,0.0,0,3
2020-09-30,-0.08,3,conviction_curve,1,25.0,0.07316919104429925,0.07316919104429925,0.0025,1.0,0.07066919104429925,0.0,0,3
2020-10-30,-0.08,3,conviction_curve,1,25.0,0.08854901347959448,0.08854901347959448,0.0017634869653394207,0.7053947861357682,0.08678552651425507,0.0,0,3
2020-11-30,-0.08,3,conviction_curve,1,25.0,0.04974156873729689,0.04974156873729689,0.00125,0.5,0.04849156873729689,0.0,0,3
2020-12-31,-0.08,3,conviction_curve,1,25.0,0.019613333454310586,0.019613333454310586,0.0007592374763690032,0.3036949905476013,0.018854095977941583,0.0,0,3
2021-01-29,-0.08,3,conviction_curve,1,25.0,0.15242156689854316,0.15242156689854316,0.0025,1.0,0.14992156689854316,0.0,0,3
2021-02-26,-0.08,3,conviction_curve,1,25.0,0.04113547180545536,0.04113547180545536,0.0025,1.0,0.03863547180545536,0.0,0,3
2021-03-31,-0.08,3,conviction_curve,1,25.0,0.01865600559324332,0.01865600559324332,0.0012500000000000002,0.5000000000000001,0.017406005593243318,0.0,0,3
2021-04-30,-0.08,3,conviction_curve,1,25.0,0.029701087648987923,0.029701087648987923,0.0019653423694333313,0.7861369477733325,0.027735745279554594,0.0,0,3
2021-05-28,-0.08,3,conviction_curve,1,25.0,0.09857772177616105,0.09857772177616105,0.0025,1.0,0.09607772177616104,0.0,0,3
2021-06-30,-0.08,3,conviction_curve,1,25.0,0.08551733625524911,0.08551733625524911,0.0025,1.0,0.08301733625524911,0.0,0,3
2021-07-30,-0.08,3,conviction_curve,1,25.0,-0.02452082694812209,-0.02452082694812209,0.002,0.8,-0.026520826948122092,0.0,0,3
2021-08-31,-0.08,3,conviction_curve,1,25.0,-0.004536254384136773,-0.004536254384136773,0.001709279221933102,0.6837116887732408,-0.006245533606069875,0.0,0,3
2021-09-30,-0.08,3,conviction_curve,1,25.0,0.04649946798567939,0.04649946798567939,0.002,0.7999999999999999,0.044499467985679386,0.0,0,3
2021-10-29,-0.08,3,conviction_curve,1,25.0,-0.05087250669864441,-0.05087250669864441,0.0025,1.0,-0.05337250669864441,0.0,0,3
