rebalance_date,equity,equity_value_usd,benchmark_equity,benchmark_value_usd,net_return,bench_return,drawdown_before_month,drawdown_after_month,equity_peak,drawdown_circuit_breaker_active,drawdown_circuit_breaker_event,drawdown_circuit_breaker_cash_target,dd_breaker_level,dd_trigger_equity,dd_breaker_multilevel_active,vol_target_active,vol_cash_floor_p6c,recent_returns_len,raw_gross_return,position_risk_return_delta,position_risk_exit_count,position_risk_enabled,position_risk_hard_stop,position_risk_trailing_stop,cash_weight,cash_weight_start,cash_weight_end,stock_weight_start,stock_weight_end
2019-04-30,0.9920889943013101,99208.89943013102,0.9386810683613055,93868.10683613055,-0.00791100569868982,-0.06131893163869451,0.0,-0.007911005698689855,1.0,False,,0.0,0,1.0,1,0,0.0,1,-0.017967345408139886,0.012556339709450064,4,True,-0.08,-0.15,0.1878976104526885,0.0,0.1878976104526885,0.9999999999999999,0.8121023895473114
2019-05-31,1.036975739454934,103697.5739454934,1.0138863711765451,101388.6371176545,0.04524467604364051,0.08011805644118142,-0.007911005698689855,0.0,1.036975739454934,False,,0.0,0,1.0,1,0,0.0,2,0.047994676043640515,0.0,1,True,-0.08,-0.15,0.30884484761429637,0.2798623796626938,0.30884484761429637,0.7201376203373063,0.6911551523857037
2019-06-28,1.0439993481110768,104399.93481110767,1.0102027204974469,101020.27204974469,0.006773165840730932,-0.0036331987329345505,0.0,0.0,1.0439993481110768,False,,0.0,0,1.0,1,0,0.0,3,0.009674880067021038,1.9465864890648443e-07,2,True,-0.08,-0.15,0.026516050500916592,0.0,0.026516050500916592,1.0,0.9734839494990835
2019-07-31,1.0542442950918822,105424.42950918822,0.9940281763363923,99402.81763363924,0.00981317373362503,-0.01601118650035893,0.0,0.0,1.0542442950918822,False,,0.0,0,1.0,1,0,0.0,4,0.011541453344289285,0.0,0,True,-0.08,-0.15,0.0,0.0,0.0,1.0,1.0
2019-08-30,1.0576197916796823,105761.97916796824,1.0056503165476978,100565.03165476977,0.0032018163185846484,0.011691962549935209,0.0,0.0,1.0576197916796823,False,,0.0,0,1.0,1,0,0.0,5,0.005515535397415174,0.0,0,True,-0.08,-0.15,0.0,0.0,0.0,1.0,1.0
2019-09-30,1.078830417292615,107883.0417292615,1.0489716902723578,104897.16902723578,0.0200550573843239,0.043077969560411544,0.0,0.0,1.078830417292615,False,,0.0,0,1.0,1,0,0.0,6,0.021728549814151014,0.0,0,True,-0.08,-0.15,0.0,0.0,0.0,1.0,1.0
2019-10-31,1.0743868636598968,107438.68636598968,1.0650333649139971,106503.3364913997,-0.00411886202084443,0.01531182851795454,0.0,-0.00411886202084444,1.078830417292615,False,,0.0,0,1.0,1,0,0.0,7,-0.0013688620208444295,0.0,0,True,-0.08,-0.15,0.0,0.0,0.0,1.0,1.0
2019-11-29,1.0930561644040437,109305.61644040438,1.114278678263725,111427.8678263725,0.017376702355192744,0.046238282266118924,-0.00411886202084444,0.0,1.0930561644040437,False,,0.0,0,1.0,1,0,0.0,8,0.020126702355192743,0.0,0,True,-0.08,-0.15,0.0,0.0,0.0,1.0,1.0
2019-12-31,1.1467456510227183,114674.56510227184,1.1112243606625787,111122.43606625787,0.04911868974998856,-0.0027410715656029927,0.0,0.0,1.1467456510227183,False,,0.0,0,1.0,1,0,0.0,9,0.0511367019723903,0.0,0,True,-0.08,-0.15,0.0,0.0,0.0,1.0,1.0
2020-01-31,1.0993948792870154,109939.48792870154,1.0569478029777035,105694.78029777035,-0.041291433452111594,-0.048843923519200194,0.0,-0.041291433452111545,1.1467456510227183,False,,0.0,0,1.0,1,0,0.0,10,-0.05143856971900734,0.012167630542514879,4,True,-0.08,-0.15,0.19234805957704532,0.0,0.19234805957704532,1.0,0.8076519404229547
