ticker,target_weight,Name,sector,portfolio_sleeve_label
BE,0.285,Bloom Energy,Industrials,future_winner
SNDK,0.285,SANDISK CORP,Information Technology,future_winner
WDC,0.165584707077611,WESTERN DIGITAL CORP,Information Technology,future_winner
CIEN,0.1211413625731833,CIENA CORP,Information Technology,future_winner
CASH,0.0785,Cash,Cash,
LITE,0.0647739303492055,LUMENTUM HOLDINGS INC,Information Technology,future_winner
