row_type,ticker,projected_shares,reference_price,projected_market_value_usd,projected_weight
equity,SNDK,169.0,2184.75,369222.75,0.28630346080079816
equity,BE,1118.0,328.9100036621094,367721.3840942383,0.28513926857605604
equity,WDC,287.0,746.22998046875,214168.00439453125,0.16607059248368322
equity,CIEN,365.0,428.2200012207031,156300.30044555664,0.12119869900153066
equity,LITE,98.0,850.0,83300.0,0.06459265655950638
cash,CASH,0.0,1.0,98907.84357037873,0.07669532257842564
