ticker,Name,Sector,Asset Class,Market Value
FITB,FIFTH THIRD BANCORP,Financials,Equity,"31,744,540.24"
FIVE,FIVE BELOW INC,Consumer Discretionary,Equity,"8,920,708.50"
FIX,COMFORT SYSTEMS USA INC,Industrials,Equity,"43,864,278.00"
FLEX,FLEX LTD,Information Technology,Equity,"23,479,982.56"
FLO,FLOWERS FOODS INC,Consumer Staples,Equity,"1,154,550.00"
FLS,FLOWSERVE CORP,Industrials,Equity,"7,783,030.08"
FLUT,FLUTTER ENTERTAINMENT PLC,Consumer Discretionary,Equity,"12,250,443.62"
FMC,FMC CORP,Materials,Equity,"1,347,122.56"
FNB,FNB CORP,Financials,Equity,"4,497,950.38"
FND,FLOOR DECOR HOLDINGS INC CLASS A,Consumer Discretionary,Equity,"3,671,196.24"
FNF,FIDELITY NATIONAL FINANCIAL INC,Financials,Equity,"10,009,509.51"
FOUR,SHIFT4 PAYMENTS INC CLASS A,Financials,Equity,"2,081,610.00"
FOX,FOX CORP CLASS B,Communication,Equity,"5,949,219.36"
FOXA,FOX CORP CLASS A,Communication,Equity,"9,390,804.58"
FR,FIRST INDUSTRIAL REALTY TRUST INC,Real Estate,Equity,"5,477,118.87"
FRHC,FREEDOM HOLDING CORP,Financials,Equity,"1,871,728.00"
FRMI,FERMI INC,Real Estate,Equity,"129,893.40"
FRPT,FRESHPET INC,Consumer Staples,Equity,"2,128,957.60"
FRT,FEDERAL REALTY INVESTMENT TRUST RE,Real Estate,Equity,"6,624,842.64"
FSLR,FIRST SOLAR INC,Information Technology,Equity,"13,968,155.36"
FTAI,FTAI AVIATION LTD,Industrials,Equity,"16,530,670.80"
FTI,TECHNIPFMC PLC,Energy,Equity,"21,352,634.64"
FTNT,FORTINET INC,Information Technology,Equity,"37,134,175.52"
FTV,FORTIVE CORP,Industrials,Equity,"13,761,321.21"
FWONA,LIBERTY MEDIA FORMULA ONE SERIES A,Communication,Equity,"1,392,206.40"
FWONK,LIBERTY MEDIA FORMULA ONE SERIES C,Communication,Equity,"12,739,606.62"
G,GENPACT LTD,Industrials,Equity,"3,792,647.47"
GAP,GAP INC,Consumer Discretionary,Equity,"4,037,310.41"
GD,GENERAL DYNAMICS CORP,Industrials,Equity,"55,500,640.05"
GDDY,GODADDY INC CLASS A,Information Technology,Equity,"8,077,216.92"
GE,GE AEROSPACE,Industrials,Equity,"207,568,592.72"
GEHC,GE HEALTHCARE TECHNOLOGIES INC,Health Care,Equity,"22,647,831.76"
GEN,GEN DIGITAL INC,Information Technology,Equity,"7,227,999.42"
GEV,GE VERNOVA INC,Industrials,Equity,"212,187,245.22"
GFS,GLOBALFOUNDRIES INC,Information Technology,Equity,"5,184,004.65"
GGG,GRACO INC,Industrials,Equity,"9,306,799.70"
GILD,GILEAD SCIENCES INC,Health Care,Equity,"111,689,014.50"
GIS,GENERAL MILLS INC,Consumer Staples,Equity,"12,951,497.44"
GL,GLOBE LIFE INC,Financials,Equity,"8,456,308.56"
GLIBA,GCI LIBERTY INC SERIES A,Communication,Equity,"84,239.93"
GLIBK,GCI LIBERTY INC SERIES C,Communication,Equity,"791,067.76"
GLOB,GLOBANT SA,Information Technology,Equity,"1,237,020.00"
GLPI,GAMING AND LEISURE PROPERTIES REIT,Real Estate,Equity,"8,956,672.33"
GLW,CORNING INC,Information Technology,Equity,"92,058,559.35"
GM,GENERAL MOTORS,Consumer Discretionary,Equity,"49,367,078.56"
GME,GAMESTOP CORP CLASS A,Consumer Discretionary,Equity,"7,224,749.07"
GMED,GLOBUS MEDICAL INC CLASS A,Health Care,Equity,"7,329,307.70"
GNRC,GENERAC HOLDINGS INC,Industrials,Equity,"8,874,565.20"
GNTX,GENTEX CORP,Consumer Discretionary,Equity,"3,881,687.96"
GOOG,ALPHABET INC CLASS C,Communication,Equity,"1,157,430,040.72"
GOOGL,ALPHABET INC CLASS A,Communication,Equity,"1,428,902,679.78"
GPC,GENUINE PARTS,Consumer Discretionary,Equity,"10,273,556.16"
GPK,GRAPHIC PACKAGING HOLDING,Materials,Equity,"1,993,142.40"
GPN,GLOBAL PAYMENTS INC,Financials,Equity,"11,506,293.69"
GRMN,GARMIN LTD,Consumer Discretionary,Equity,"29,465,828.98"
GS,GOLDMAN SACHS GROUP INC,Financials,Equity,"193,335,158.36"
GTES,GATES INDUSTRIAL PLC,Industrials,Equity,"4,521,805.92"
GTLB,GITLAB INC CLASS A,Information Technology,Equity,"1,977,818.70"
GTM,ZOOMINFO TECHNOLOGIES INC,Communication,Equity,"1,177,045.92"
GWRE,GUIDEWIRE SOFTWARE INC,Information Technology,Equity,"8,054,841.96"
GWW,WW GRAINGER INC,Industrials,Equity,"35,402,505.60"
GXO,GXO LOGISTICS INC,Industrials,Equity,"4,644,351.90"
H,HYATT HOTELS CORP CLASS A,Consumer Discretionary,Equity,"4,710,242.88"
HAL,HALLIBURTON,Energy,Equity,"23,552,898.95"
HALO,HALOZYME THERAPEUTICS INC,Health Care,Equity,"5,235,362.69"
HAS,HASBRO INC,Consumer Discretionary,Equity,"9,246,099.74"
HAYW,HAYWARD HOLDINGS INC,Industrials,Equity,"2,182,872.76"
HBAN,HUNTINGTON BANCSHARES INC,Financials,Equity,"23,221,211.76"
HCA,HCA HEALTHCARE INC,Health Care,Equity,"50,780,781.09"
HD,HOME DEPOT INC,Consumer Discretionary,Equity,"232,145,776.90"
HEI,HEICO CORP,Industrials,Equity,"7,859,588.08"
HEIA,HEICO CORP CLASS A,Industrials,Equity,"10,742,530.40"
HHH,HOWARD HUGHES HOLDINGS INC,Real Estate,Equity,"1,466,276.94"
HIG,HARTFORD INSURANCE GROUP INC,Financials,Equity,"26,801,038.53"
HII,HUNTINGTON INGALLS INDUSTRIES INC,Industrials,Equity,"9,744,537.60"
HIW,HIGHWOODS PROPERTIES REIT INC,Real Estate,Equity,"1,824,830.56"
HLI,HOULIHAN LOKEY INC CLASS A,Financials,Equity,"6,050,293.93"
HLNE,HAMILTON LANE INC CLASS A,Financials,Equity,"2,518,120.08"
HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,Equity,"53,279,101.90"
HOG,HARLEY DAVIDSON INC,Consumer Discretionary,Equity,"1,878,027.20"
HON,HONEYWELL INTERNATIONAL INC,Industrials,Equity,"94,528,285.15"
HOOD,ROBINHOOD MARKETS INC CLASS A,Financials,Equity,"44,610,022.60"
HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,Equity,"26,702,431.38"
HPQ,HP INC,Information Technology,Equity,"12,949,972.88"
HR,HEALTHCARE REALTY TRUST INC CLASS,Real Estate,Equity,"4,202,568.62"
HRB,H&R BLOCK INC,Consumer Discretionary,Equity,"2,831,626.24"
HRL,HORMEL FOODS CORP,Consumer Staples,Equity,"4,378,441.51"
HSIC,HENRY SCHEIN INC,Health Care,Equity,"5,651,194.40"
HST,HOST HOTELS & RESORTS REIT INC,Real Estate,Equity,"9,966,378.96"
HSY,HERSHEY FOODS,Consumer Staples,Equity,"18,981,884.65"
HUBB,HUBBELL INC,Industrials,Equity,"20,938,539.36"
HUBS,HUBSPOT INC,Information Technology,Equity,"7,975,355.45"
HUM,HUMANA INC,Health Care,Equity,"18,816,728.52"
HUN,HUNTSMAN CORP,Materials,Equity,"1,614,404.96"
HWM,HOWMET AEROSPACE INC,Industrials,Equity,"68,076,980.30"
HXL,HEXCEL CORP,Industrials,Equity,"5,104,466.90"
IAC,IAC INC,Communication,Equity,"2,270,853.60"
IBKR,INTERACTIVE BROKERS GROUP INC CLAS,Financials,Equity,"23,227,032.04"
IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,Equity,"148,880,618.10"
ICE,INTERCONTINENTAL EXCHANGE INC,Financials,Equity,"62,696,973.45"
IDA,IDACORP INC,Utilities,Equity,"5,427,147.00"
IDXX,IDEXX LABORATORIES INC,Health Care,Equity,"32,002,866.90"
IEX,IDEX CORP,Industrials,Equity,"11,076,285.12"
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,Equity,"12,692,089.13"
ILMN,ILLUMINA INC,Health Care,Equity,"13,799,963.52"
INCY,INCYTE CORP,Health Care,Equity,"10,678,061.12"
INGM,INGRAM MICRO HOLDING CORP,Information Technology,Equity,"375,650.46"
INGR,INGREDION INC,Consumer Staples,Equity,"5,027,588.88"
INSM,INSMED INC,Health Care,Equity,"19,917,534.52"
INSP,INSPIRE MEDICAL SYSTEMS INC,Health Care,Equity,"1,146,612.47"
INTC,INTEL CORPORATION CORP,Information Technology,Equity,"263,193,122.46"
INTU,INTUIT INC,Information Technology,Equity,"74,628,348.48"
INVH,INVITATION HOMES INC,Real Estate,Equity,"11,551,592.29"
IONS,IONIS PHARMACEUTICALS INC,Health Care,Equity,"7,798,817.56"
IOT,SAMSARA INC CLASS A,Information Technology,Equity,"6,432,505.31"
IP,INTERNATIONAL PAPER,Materials,Equity,"11,983,790.70"
IPGP,IPG PHOTONICS CORP,Information Technology,Equity,"2,020,607.73"
IQV,IQVIA HOLDINGS INC,Health Care,Equity,"19,318,702.08"
IR,INGERSOLL RAND INC,Industrials,Equity,"23,357,888.37"
IRDM,IRIDIUM COMMUNICATIONS INC,Communication,Equity,"2,472,551.40"
IRM,IRON MOUNTAIN INC,Real Estate,Equity,"23,275,997.25"
ISRG,INTUITIVE SURGICAL INC,Health Care,Equity,"116,751,356.15"
IT,GARTNER INC,Information Technology,Equity,"7,618,428.68"
ITT,ITT INC,Industrials,Equity,"12,847,720.32"
ITW,ILLINOIS TOOL INC,Industrials,Equity,"54,915,827.12"
IVZ,INVESCO LTD,Financials,Equity,"6,560,437.52"
J,JACOBS SOLUTIONS INC,Industrials,Equity,"10,424,187.00"
JAZZ,JAZZ PHARMACEUTICALS PLC,Health Care,Equity,"8,295,898.16"
JBHT,JB HUNT TRANSPORT SERVICES INC,Industrials,Equity,"13,604,451.28"
JBL,JABIL INC,Information Technology,Equity,"25,048,800.00"
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Equity,"61,485,788.78"
JEF,JEFFERIES FINANCIAL GROUP INC,Financials,Equity,"5,108,447.05"
JHG,JANUS HENDERSON GROUP PLC,Financials,Equity,"4,628,634.46"
JHX,JAMES HARDIE INDUSTRIES PLC,Materials,Equity,"2,347,664.25"
JKHY,JACK HENRY AND ASSOCIATES INC,Financials,Equity,"7,771,578.64"
JLL,JONES LANG LASALLE INC,Real Estate,Equity,"11,189,746.97"
JNJ,JOHNSON & JOHNSON,Health Care,Equity,"380,485,012.62"
JPM,JPMORGAN CHASE & CO,Financials,Equity,"594,001,370.93"
KBR,KBR INC,Industrials,Equity,"3,218,236.26"
KD,KYNDRYL HOLDINGS INC,Information Technology,Equity,"2,170,839.42"
KDP,KEURIG DR PEPPER INC,Consumer Staples,Equity,"25,667,986.35"
KEX,KIRBY CORP,Industrials,Equity,"5,912,648.76"
KEY,KEYCORP,Financials,Equity,"14,463,842.68"
KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,Equity,"41,154,080.96"
KHC,KRAFT HEINZ,Consumer Staples,Equity,"13,040,229.92"
KIM,KIMCO REALTY REIT CORP,Real Estate,Equity,"11,019,688.68"
KKR,KKR AND CO INC,Financials,Equity,"47,902,486.50"
KLAC,KLA CORP,Information Technology,Equity,"175,442,200.00"
KMB,KIMBERLY CLARK CORP,Consumer Staples,Equity,"22,769,634.00"
KMI,KINDER MORGAN INC,Energy,Equity,"42,165,475.30"
KMPR,KEMPER CORP,Financials,Equity,"1,449,212.20"
KMX,CARMAX INC,Consumer Discretionary,Equity,"4,086,709.22"
KNSL,KINSALE CAPITAL GROUP INC,Financials,Equity,"5,003,103.75"
KNX,KNIGHT-SWIFT TRANSPORTATION HOLDIN,Industrials,Equity,"6,994,670.94"
KO,COCA-COLA,Consumer Staples,Equity,"205,736,271.44"
KR,KROGER,Consumer Staples,Equity,"26,804,100.10"
KRC,KILROY REALTY REIT CORP,Real Estate,Equity,"2,626,107.20"
KRMN,KARMAN HOLDINGS INC,Industrials,Equity,"2,558,470.05"
KVUE,KENVUE INC,Consumer Staples,Equity,"23,460,854.78"
L,LOEWS CORP,Financials,Equity,"13,230,786.38"
LAD,LITHIA MOTORS INC CLASS A,Consumer Discretionary,Equity,"4,617,194.22"
LAMR,LAMAR ADVERTISING COMPANY CLAS,Real Estate,Equity,"8,378,625.75"
LAZ,LAZARD INC,Financials,Equity,"3,164,761.60"
LBRDA,LIBERTY BROADBAND CORP SERIES A,Communication,Equity,"472,245.30"
LBRDK,LIBERTY BROADBAND CORP SERIES C,Communication,Equity,"3,135,701.15"
LBTYA,LIBERTY GLOBAL LTD CLASS A,Communication,Equity,"1,339,492.14"
LBTYK,LIBERTY GLOBAL LTD CLASS C,Communication,Equity,"1,105,375.36"
LCID,LUCID GROUP INC,Consumer Discretionary,Equity,"513,472.77"
LDOS,LEIDOS HOLDINGS INC,Industrials,Equity,"12,812,550.72"
LEA,LEAR CORP,Consumer Discretionary,Equity,"4,594,562.58"
LECO,LINCOLN ELECTRIC HOLDINGS INC,Industrials,Equity,"9,869,703.20"
LEN,LENNAR A CORP CLASS A,Consumer Discretionary,Equity,"13,379,416.75"
LENB,LENNAR CORP CLASS B,Consumer Discretionary,Equity,"555,978.78"
LFUS,LITTELFUSE INC,Information Technology,Equity,"6,764,690.70"
LH,LABCORP HOLDINGS INC,Health Care,Equity,"15,404,859.54"
LHX,L3HARRIS TECHNOLOGIES INC,Industrials,Equity,"42,081,525.36"
LII,LENNOX INTERNATIONAL INC,Industrials,Equity,"11,160,275.04"
LIN,LINDE PLC,Materials,Equity,"168,241,050.00"
LINE,LINEAGE INC,Real Estate,Equity,"1,782,473.55"
LITE,LUMENTUM HOLDINGS INC,Information Technology,Equity,"42,366,749.76"
LKQ,LKQ CORP,Consumer Discretionary,Equity,"5,698,998.12"
LLY,ELI LILLY,Health Care,Equity,"488,071,064.13"
LLYVA,LIBERTY LIVE HOLDINGS INC SERIES A,Consumer Discretionary,Equity,"1,231,123.95"
LLYVK,LIBERTY LIVE HOLDINGS INC SERIES C,Consumer Discretionary,Equity,"3,021,485.60"
LMT,LOCKHEED MARTIN CORP,Industrials,Equity,"74,263,264.40"
LNC,LINCOLN NATIONAL CORP,Financials,Equity,"4,687,308.34"
LNG,CHENIERE ENERGY INC,Energy,Equity,"38,667,720.40"
LNT,ALLIANT ENERGY CORP,Utilities,Equity,"13,004,242.14"
LOAR,LOAR HOLDINGS INC,Industrials,Equity,"1,726,305.12"
LOPE,GRAND CANYON EDUCATION INC,Consumer Discretionary,Equity,"3,204,790.40"
LOW,LOWES COMPANIES INC,Consumer Discretionary,Equity,"95,411,408.40"
LPLA,LPL FINANCIAL HOLDINGS INC,Financials,Equity,"18,488,624.40"
LPX,LOUISIANA PACIFIC CORP,Materials,Equity,"3,417,612.76"
LRCX,LAM RESEARCH CORP,Information Technology,Equity,"228,509,261.19"
LSCC,LATTICE SEMICONDUCTOR CORP,Information Technology,Equity,"11,388,014.99"
LSTR,LANDSTAR SYSTEM INC,Industrials,Equity,"4,483,435.70"
LULU,LULULEMON ATHLETICA INC,Consumer Discretionary,Equity,"10,778,636.76"
LUV,SOUTHWEST AIRLINES,Industrials,Equity,"12,306,894.00"
LVS,LAS VEGAS SANDS CORP,Consumer Discretionary,Equity,"11,833,607.50"
LW,LAMB WESTON HOLDINGS INC,Consumer Staples,Equity,"4,113,537.24"
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,Equity,"12,616,418.92"
LYFT,LYFT INC CLASS A,Industrials,Equity,"4,031,914.95"
LYV,LIVE NATION ENTERTAINMENT INC,Communication,Equity,"17,380,405.36"
M,MACYS INC,Consumer Discretionary,Equity,"3,775,366.74"
MA,MASTERCARD INC CLASS A,Financials,Equity,"285,888,850.74"
MAA,MID AMERICA APARTMENT COMMUNITIES,Real Estate,Equity,"10,267,183.98"
MAN,MANPOWER INC,Industrials,Equity,"988,110.76"
MANH,MANHATTAN ASSOCIATES INC,Information Technology,Equity,"5,740,484.64"
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Discretionary,Equity,"56,041,986.61"
MAS,MASCO CORP,Industrials,Equity,"10,873,338.88"
MASI,MASIMO CORP,Health Care,Equity,"5,681,566.66"
MAT,MATTEL INC,Consumer Discretionary,Equity,"3,293,335.04"
MCD,MCDONALDS CORP,Consumer Discretionary,Equity,"145,538,863.95"
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,Equity,"32,200,706.20"
MCK,MCKESSON CORP,Health Care,Equity,"71,927,167.20"
MCO,MOODYS CORP,Financials,Equity,"50,143,255.68"
MDB,MONGODB INC CLASS A,Information Technology,Equity,"14,535,612.40"
MDLN,MEDLINE INC CLASS A,Health Care,Equity,"10,253,143.47"
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,Equity,"52,305,198.66"
MDT,MEDTRONIC PLC,Health Care,Equity,"74,514,814.20"
MDU,MDU RESOURCES GROUP INC,Utilities,Equity,"3,172,722.75"
MEDP,MEDPACE HOLDINGS INC,Health Care,Equity,"6,506,374.17"
MET,METLIFE INC,Financials,Equity,"30,181,629.96"
META,META PLATFORMS INC CLASS A,Communication,Equity,"1,039,642,446.90"
MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,Equity,"5,787,417.65"
MHK,MOHAWK INDUSTRIES INC,Consumer Discretionary,Equity,"3,927,250.18"
MIDD,MIDDLEBY CORP,Industrials,Equity,"4,757,095.98"
MKC,MCCORMICK & CO NON-VOTING INC,Consumer Staples,Equity,"8,936,625.60"
MKL,MARKEL GROUP INC,Financials,Equity,"16,400,046.74"
MKSI,MKS,Information Technology,Equity,"13,237,688.16"
MKTX,MARKETAXESS HOLDINGS INC,Financials,Equity,"4,349,451.06"
MLI,MUELLER INDUSTRIES INC,Industrials,Equity,"10,314,622.50"
MLM,MARTIN MARIETTA MATERIALS INC,Materials,Equity,"25,704,621.00"
MMM,3M,Industrials,Equity,"54,461,567.01"
MNST,MONSTER BEVERAGE CORP,Consumer Staples,Equity,"37,615,898.88"
MO,ALTRIA GROUP INC,Consumer Staples,Equity,"78,061,962.00"
MOH,MOLINA HEALTHCARE INC,Health Care,Equity,"6,375,930.72"
MORN,MORNINGSTAR INC,Financials,Equity,"2,911,175.52"
MOS,MOSAIC,Materials,Equity,"5,187,440.88"
MP,MP MATERIALS CORP CLASS A,Materials,Equity,"6,469,342.92"
MPC,MARATHON PETROLEUM CORP,Energy,Equity,"47,849,744.37"
MPT,MEDICAL PROPERTIES TRUST REIT INC,Real Estate,Equity,"1,782,982.80"
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,Equity,"51,530,934.63"
MRK,MERCK & CO INC,Health Care,Equity,"192,214,995.49"
MRNA,MODERNA INC,Health Care,Equity,"12,036,302.40"
MRP,MILLROSE PROPERTIES INC CLASS A,Real Estate,Equity,"3,287,448.10"
MRSH,MARSH INC,Financials,Equity,"57,889,624.05"
MRVL,MARVELL TECHNOLOGY INC,Information Technology,Equity,"93,811,726.97"
MS,MORGAN STANLEY,Financials,Equity,"151,390,506.84"
MSA,MSA SAFETY INC,Industrials,Equity,"4,533,081.15"
MSCI,MSCI INC,Financials,Equity,"29,548,635.92"
MSFT,MICROSOFT CORP,Information Technology,Equity,"2,210,679,590.46"
MSGS,MADISON SQUARE GARDEN SPORTS CORP,Communication,Equity,"3,752,673.76"
MSI,MOTOROLA SOLUTIONS INC,Information Technology,Equity,"50,406,564.00"
MSM,MSC INDUSTRIAL INC CLASS A,Industrials,Equity,"3,161,455.33"
MSTR,STRATEGY INC CLASS A,Information Technology,Equity,"36,958,186.80"
MTB,M&T BANK CORP,Financials,Equity,"23,413,324.80"
MTCH,MATCH GROUP INC,Communication,Equity,"6,369,549.16"
MTD,METTLER TOLEDO INC,Health Care,Equity,"18,566,005.50"
MTDR,MATADOR RESOURCES,Energy,Equity,"5,021,251.40"
MTG,MGIC INVESTMENT CORP,Financials,Equity,"4,464,581.76"
MTN,VAIL RESORTS INC,Consumer Discretionary,Equity,"3,006,483.48"
MTSI,MACOM TECHNOLOGY SOLUTIONS INC,Information Technology,Equity,"12,961,265.52"
MTZ,MASTEC INC,Industrials,Equity,"16,681,252.92"
MU,MICRON TECHNOLOGY INC,Information Technology,Equity,"411,247,171.60"
MUSA,MURPHY USA INC,Consumer Discretionary,Equity,"6,164,574.76"
NBIX,NEUROCRINE BIOSCIENCES INC,Health Care,Equity,"8,635,657.80"
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,Consumer Discretionary,Equity,"5,644,993.65"
NCNO,NCINO INC,Information Technology,Equity,"1,305,916.78"
NDAQ,NASDAQ INC,Financials,Equity,"28,633,755.20"
NDSN,NORDSON CORP,Industrials,Equity,"10,642,513.07"
NEE,NEXTERA ENERGY INC,Utilities,Equity,"138,841,835.79"
NEM,NEWMONT,Materials,Equity,"89,513,118.64"
NET,CLOUDFLARE INC CLASS A,Information Technology,Equity,"46,566,300.80"
NEU,NEWMARKET CORP,Materials,Equity,"2,854,297.00"
NFG,NATIONAL FUEL GAS,Utilities,Equity,"5,861,523.35"
NFLX,NETFLIX INC,Communication,Equity,"271,704,227.90"
NI,NISOURCE INC,Utilities,Equity,"16,117,872.54"
NIQ,NIQ GLOBAL INTELLIGENCE PLC,Communication,Equity,"376,188.30"
NKE,NIKE INC CLASS B,Consumer Discretionary,Equity,"37,000,219.78"
NLY,ANNALY CAPITAL MANAGEMENT REIT INC,Financials,Equity,"11,314,776.12"
NNN,NNN REIT INC,Real Estate,Equity,"5,652,161.27"
NOC,NORTHROP GRUMMAN CORP,Industrials,Equity,"54,075,744.72"
NOV,NOV INC,Energy,Equity,"5,419,237.80"
NOW,SERVICENOW INC,Information Technology,Equity,"66,414,721.50"
NRG,NRG ENERGY INC,Utilities,Equity,"22,963,107.75"
NSA,NATIONAL STORAGE AFFILIATES TRUST,Real Estate,Equity,"2,051,771.82"
NSC,NORFOLK SOUTHERN CORP,Industrials,Equity,"50,623,787.50"
NTAP,NETAPP INC,Information Technology,Equity,"15,127,271.56"
NTNX,NUTANIX INC CLASS A,Information Technology,Equity,"7,290,333.60"
NTRA,NATERA INC,Health Care,Equity,"18,920,177.91"
NTRS,NORTHERN TRUST CORP,Financials,Equity,"22,274,595.97"
NU,NU HOLDINGS CLASS A,Financials,Equity,"34,185,556.56"
NUE,NUCOR CORP,Materials,Equity,"34,729,595.00"
NVDA,NVIDIA CORP,Information Technology,Equity,"3,557,118,733.26"
NVR,NVR INC,Consumer Discretionary,Equity,"12,206,603.99"
NVST,ENVISTA HOLDINGS CORP,Health Care,Equity,"3,099,109.36"
NVT,NVENT ELECTRIC PLC,Industrials,Equity,"15,784,935.19"
NWL,NEWELL BRANDS INC,Consumer Discretionary,Equity,"1,221,015.62"
NWS,NEWS CORP CLASS B,Communication,Equity,"2,722,768.75"
NWSA,NEWS CORP CLASS A,Communication,Equity,"7,055,669.19"
NXST,NEXSTAR MEDIA GROUP INC,Communication,Equity,"4,029,235.20"
NYT,NEW YORK TIMES CLASS A,Communication,Equity,"8,954,851.24"
O,REALTY INCOME REIT CORP,Real Estate,Equity,"40,441,998.50"
OC,OWENS CORNING,Industrials,Equity,"7,360,869.36"
ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,Equity,"28,639,348.98"
OGE,OGE ENERGY CORP,Utilities,Equity,"6,788,761.09"
OGN,ORGANON,Health Care,Equity,"2,429,125.44"
OHI,OMEGA HEALTHCARE INVESTORS REIT IN,Real Estate,Equity,"9,659,056.55"
OKE,ONEOK INC,Energy,Equity,"38,540,502.00"
OKTA,OKTA INC CLASS A,Information Technology,Equity,"8,689,477.50"
OLED,UNIVERSAL DISPLAY CORP,Information Technology,Equity,"2,907,052.86"
OLLI,OLLIES BARGAIN OUTLET HOLDINGS INC,Consumer Discretionary,Equity,"3,852,568.65"
OLN,OLIN CORP,Materials,Equity,"2,152,785.54"
OMC,OMNICOM GROUP INC,Communication,Equity,"17,055,123.80"
OMF,ONEMAIN HOLDINGS INC,Financials,Equity,"4,787,111.70"
ON,ON SEMICONDUCTOR CORP,Information Technology,Equity,"28,011,498.60"
ONON,ON HOLDING AG CLASS A,Consumer Discretionary,Equity,"5,515,470.58"
ONTO,ONTO INNOVATION INC,Information Technology,Equity,"10,177,015.32"
ORCL,ORACLE CORP,Information Technology,Equity,"204,243,448.16"
ORI,OLD REPUBLIC INTERNATIONAL CORP,Financials,Equity,"6,405,863.13"
ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,Equity,"54,431,524.80"
OSK,OSHKOSH CORP,Industrials,Equity,"6,822,189.57"
OTIS,OTIS WORLDWIDE CORP,Industrials,Equity,"21,334,660.36"
OVV,OVINTIV INC,Energy,Equity,"11,451,431.16"
OWL,BLUE OWL CAPITAL INC CLASS A,Financials,Equity,"3,791,187.32"
OXY,OCCIDENTAL PETROLEUM CORP,Energy,Equity,"28,196,197.26"
OZK,BANK OZK,Financials,Equity,"3,774,734.80"
P,EVERPURE INC CLASS A,Information Technology,Equity,"16,124,942.21"
PAG,PENSKE AUTOMOTIVE GROUP VOTING INC,Consumer Discretionary,Equity,"1,990,860.48"
PANW,PALO ALTO NETWORKS INC,Information Technology,Equity,"102,754,134.50"
PATH,UIPATH INC CLASS A,Information Technology,Equity,"2,916,373.52"
PAYC,PAYCOM SOFTWARE INC,Industrials,Equity,"4,474,514.01"
PAYX,PAYCHEX INC,Industrials,Equity,"20,203,943.59"
PB,PROSPERITY BANCSHARES INC,Financials,Equity,"4,428,099.36"
PCAR,PACCAR INC,Industrials,Equity,"46,034,570.40"
PCG,PG&E CORP,Utilities,Equity,"25,263,103.47"
PCOR,PROCORE TECHNOLOGIES INC,Information Technology,Equity,"4,883,732.70"
PCTY,PAYLOCITY HOLDING CORP,Industrials,Equity,"3,109,932.88"
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,Equity,"28,026,978.20"
PEGA,PEGASYSTEMS INC,Information Technology,Equity,"2,199,103.39"
PEN,PENUMBRA INC,Health Care,Equity,"8,609,147.02"
PENN,PENN ENTERTAINMENT INC,Consumer Discretionary,Equity,"1,951,065.58"
PEP,PEPSICO INC,Consumer Staples,Equity,"148,163,451.60"
PFE,PFIZER INC,Health Care,Equity,"106,656,669.48"
PFG,PRINCIPAL FINANCIAL GROUP INC,Financials,Equity,"15,155,393.26"
PFGC,PERFORMANCE FOOD GROUP,Consumer Staples,Equity,"9,565,010.24"
PG,PROCTER & GAMBLE,Consumer Staples,Equity,"244,665,299.20"
PGR,PROGRESSIVE CORP,Financials,Equity,"82,859,063.32"
PH,PARKER-HANNIFIN CORP,Industrials,Equity,"86,439,547.44"
PHM,PULTEGROUP INC,Consumer Discretionary,Equity,"17,609,508.72"
PINS,PINTEREST INC CLASS A,Communication,Equity,"8,400,457.65"
PK,PARK HOTELS RESORTS INC,Real Estate,Equity,"1,624,644.10"
PKG,PACKAGING CORP OF AMERICA,Materials,Equity,"13,079,711.60"
PLD,PROLOGIS REIT INC,Real Estate,Equity,"91,082,869.98"
PLNT,PLANET FITNESS INC CLASS A,Consumer Discretionary,Equity,"3,881,031.00"
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,Equity,"219,205,159.20"
PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,Equity,"175,890,087.60"
PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,Equity,"60,363,109.57"
PNFP,PINNACLE FINANCIAL PARTNERS INC,Financials,Equity,"10,005,598.00"
PNR,PENTAIR,Industrials,Equity,"10,510,291.16"
PNW,PINNACLE WEST CORP,Utilities,Equity,"8,508,006.40"
PODD,INSULET CORP,Health Care,Equity,"9,227,001.69"
