split,feature,rows,auc,spearman
holdout,crisis_score,1683,0.47202539445019037,-0.02454901369212677
holdout,cash_raise_confirmation_score,1683,0.41877186805448585,-0.07128148108697742
holdout,liquidity_confirmation_score,1683,0.3499906476244966,-0.1316659285155263
holdout,market_trend_damage_score,1683,0.5077487181744162,0.006824252204722749
holdout,volatility_stress_score,1683,0.5298835904319698,0.02681436981263698
holdout,credit_stress_score,1683,0.4383843496248047,-0.07415665084510258
holdout,rate_shock_score,1683,0.6192647932574874,0.10466792764098563
holdout,vix_zscore_252d,1683,0.6284191184560879,0.11269373188108457
holdout,hy_oas_zscore_252d,735,0.1912285245618579,-0.2214962535987331
holdout,m2_6m_change_lag1m,1683,0.3899142882292102,-0.09660950357561321
holdout,net_liquidity_13w_change_pct,1683,0.466078383909513,-0.02976779179615098
holdout,fed_assets_13w_change_pct,1683,0.39266223620799684,-0.09419426410174357
holdout,reverse_repo_13w_change_pct,1657,0.4637914251829309,-0.0320054386567266
holdout,tga_13w_change_pct,1683,0.6071507162819356,0.0940301205427533
holdout,dxy_ret_20d,1683,0.5185011993046234,0.01623566048499026
test,crisis_score,163,0.47433774834437087,-0.023244474140494388
test,cash_raise_confirmation_score,163,0.5077262693156733,0.007017108094618694
test,liquidity_confirmation_score,163,0.641832229580574,0.13281021719940142
test,market_trend_damage_score,163,0.25137969094922735,-0.23074606711917764
test,volatility_stress_score,163,0.5264900662251656,0.026759325829945627
test,credit_stress_score,163,0.5,
test,rate_shock_score,163,0.5369757174392936,0.03350621155847889
test,vix_zscore_252d,114,0.3047385620915033,-0.2075915507361018
test,hy_oas_zscore_252d,0,,
test,m2_6m_change_lag1m,37,0.74,0.4131595829812145
test,net_liquidity_13w_change_pct,98,0.00872093023255814,-0.5578985970372987
test,fed_assets_13w_change_pct,98,0.10465116279069768,-0.44951040387882635
test,reverse_repo_13w_change_pct,98,0.7093023255813954,0.23768764019097965
test,tga_13w_change_pct,98,0.3333333333333333,-0.18949948398813268
test,dxy_ret_20d,143,0.14185750636132316,-0.3439915499259724
all,crisis_score,1846,0.4657782486903376,-0.030114673129168223
all,cash_raise_confirmation_score,1846,0.422338838766007,-0.06834120107245659
all,liquidity_confirmation_score,1846,0.3752751200523865,-0.10980015784025116
all,market_trend_damage_score,1846,0.489004292782305,-0.009719912407860902
all,volatility_stress_score,1846,0.525120052386496,0.022698083775528306
all,credit_stress_score,1846,0.4436276738940629,-0.07050525455644352
all,rate_shock_score,1846,0.6098706708381839,0.09669221191510423
all,vix_zscore_252d,1797,0.5935580811863391,0.08335987840519415
all,hy_oas_zscore_252d,735,0.1912285245618579,-0.2214962535987331
all,m2_6m_change_lag1m,1720,0.3912899458228643,-0.09883854665475472
all,net_liquidity_13w_change_pct,1781,0.43275956594071385,-0.060158735467430904
all,fed_assets_13w_change_pct,1781,0.37384206745311555,-0.1128715232787176
all,reverse_repo_13w_change_pct,1755,0.47978929778733864,-0.018205658275243453
all,tga_13w_change_pct,1781,0.6041997504537205,0.0932258822060423
all,dxy_ret_20d,1826,0.4885527090694935,-0.010124334035548932
