rebalance_date,ticker,weight,Name,sector,portfolio_sleeve_label,portfolio_sleeve_role,policy_id
2019-05-31,CASH,0.28,Cash,Cash,cash,cash,fast_reentry
2019-05-31,UNH,0.0697809909428004,UNITEDHEALTH GROUP INC,Health Care,core_compounder,core_compounder,fast_reentry
2019-05-31,HD,0.0697809909428004,HOME DEPOT INC,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-05-31,SBUX,0.0634243439356627,STARBUCKS CORP,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-05-31,NOW,0.0504,SERVICENOW INC,Information Technology,core_compounder,core_compounder,fast_reentry
2019-05-31,AMT,0.0504,AMERICAN TOWER REIT CORP,Real Estate,core_compounder,core_compounder,fast_reentry
2019-05-31,DHR,0.0492539291396438,DANAHER CORP,Health Care,core_compounder,core_compounder,fast_reentry
2019-05-31,PEG,0.0434849839167636,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,core_compounder,core_compounder,fast_reentry
2019-05-31,KO,0.0333842195968162,COCA-COLA,Consumer Staples,core_compounder,core_compounder,fast_reentry
2019-05-31,SHOP,0.0323661747504937,Shopify,Software,core_compounder,core_compounder,fast_reentry
2019-05-31,AZO,0.0308846385445804,AUTOZONE INC,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-05-31,SUI,0.0288988373357357,SUN COMMUNITIES REIT INC,Real Estate,core_compounder,core_compounder,fast_reentry
2019-05-31,ELS,0.0288,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,core_compounder,core_compounder,fast_reentry
2019-05-31,CMS,0.0288,CMS ENERGY CORP,Utilities,core_compounder,core_compounder,fast_reentry
2019-05-31,FDS,0.0288,FACTSET RESEARCH SYSTEMS INC,Financials,core_compounder,core_compounder,fast_reentry
2019-05-31,HEI,0.0287552961423055,HEICO CORP,Industrials,core_compounder,core_compounder,fast_reentry
2019-05-31,DG,0.0286423897335469,DOLLAR GENERAL CORP,Consumer Staples,core_compounder,core_compounder,fast_reentry
2019-05-31,ORLY,0.0275392408719801,OREILLY AUTOMOTIVE INC,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-05-31,CSX,0.02660396414687,CSX CORP,Industrials,core_compounder,core_compounder,fast_reentry
2019-06-28,HD,0.1631631085695257,HOME DEPOT INC,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-06-28,ORCL,0.120694720260622,ORACLE CORP,Information Technology,core_compounder,core_compounder,fast_reentry
2019-06-28,SBUX,0.1173513165011782,STARBUCKS CORP,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-06-28,NOW,0.1069947414114718,SERVICENOW INC,Information Technology,core_compounder,core_compounder,fast_reentry
2019-06-28,FDS,0.0622321138081694,FACTSET RESEARCH SYSTEMS INC,Financials,core_compounder,core_compounder,fast_reentry
2019-06-28,DHR,0.0517647856406716,DANAHER CORP,Health Care,core_compounder,core_compounder,fast_reentry
2019-06-28,MDT,0.0399507758661964,MEDTRONIC PLC,Health Care,core_compounder,core_compounder,fast_reentry
2019-06-28,WRB,0.0397590792124016,WR BERKLEY CORP,Financials,core_compounder,core_compounder,fast_reentry
2019-06-28,DG,0.038238656824048,DOLLAR GENERAL CORP,Consumer Staples,core_compounder,core_compounder,fast_reentry
2019-06-28,ABT,0.0373732493369075,ABBOTT LABORATORIES,Health Care,core_compounder,core_compounder,fast_reentry
2019-06-28,AMT,0.0348140477809174,AMERICAN TOWER REIT CORP,Real Estate,core_compounder,core_compounder,fast_reentry
2019-06-28,VEEV,0.0327197027694694,VEEVA SYSTEMS INC CLASS A,Health Care,core_compounder,core_compounder,fast_reentry
2019-06-28,KO,0.0300632270681836,COCA-COLA,Consumer Staples,core_compounder,core_compounder,fast_reentry
2019-06-28,SHOP,0.0271851304128903,Shopify,Software,core_compounder,core_compounder,fast_reentry
2019-06-28,YUM,0.0271211037996008,YUM BRANDS INC,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-06-28,ELS,0.0262131288589668,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,core_compounder,core_compounder,fast_reentry
2019-06-28,HEI,0.0217241486900301,HEICO CORP,Industrials,core_compounder,core_compounder,fast_reentry
2019-06-28,SNPS,0.0195981320756657,SYNOPSYS INC,Information Technology,core_compounder,core_compounder,fast_reentry
2019-06-28,UNH,0.0008113110429842,UNITEDHEALTH GROUP INC,Health Care,core_compounder,core_compounder,fast_reentry
2019-06-28,PEG,0.0005022105989147,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,core_compounder,core_compounder,fast_reentry
2019-06-28,AZO,0.0003861639027521,AUTOZONE INC,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-06-28,SUI,0.0003451640229323,SUN COMMUNITIES REIT INC,Real Estate,core_compounder,core_compounder,fast_reentry
2019-06-28,CMS,0.0003445131481678,CMS ENERGY CORP,Utilities,core_compounder,core_compounder,fast_reentry
2019-06-28,CSX,0.0003269631740055,CSX CORP,Industrials,core_compounder,core_compounder,fast_reentry
2019-06-28,ORLY,0.0003225052233259,OREILLY AUTOMOTIVE INC,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-07-31,NOW,0.135581607846005,SERVICENOW INC,Information Technology,core_compounder,core_compounder,fast_reentry
2019-07-31,HD,0.119713126266469,HOME DEPOT INC,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-07-31,ORCL,0.0779979266520204,ORACLE CORP,Information Technology,core_compounder,core_compounder,fast_reentry
2019-07-31,KO,0.0628023433680805,COCA-COLA,Consumer Staples,core_compounder,core_compounder,fast_reentry
2019-07-31,ORLY,0.0592879345856218,OREILLY AUTOMOTIVE INC,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-07-31,TXN,0.0577329658391495,TEXAS INSTRUMENT INC,Information Technology,core_compounder,core_compounder,fast_reentry
2019-07-31,SHOP,0.0530860979773814,Shopify,Software,core_compounder,core_compounder,fast_reentry
2019-07-31,UNH,0.0508085409576923,UNITEDHEALTH GROUP INC,Health Care,core_compounder,core_compounder,fast_reentry
