label,horizon,action,n,avg_return,median_return,hit_rate,worst_return,best_return
DISTRIBUTION,3m,exit_to_cash,442,0.0,0.0,0.0,0.0,0.0
DISTRIBUTION,3m,hold,442,0.008044563071754024,0.007947040957246188,0.5361990950226244,-0.6013840369903076,0.7581007433021911
DISTRIBUTION,3m,label_oracle,442,0.0,0.0,0.0,0.0,0.0
DISTRIBUTION,3m,trim50,442,0.004022281535877012,0.003973520478623094,0.5361990950226244,-0.3006920184951538,0.37905037165109556
DISTRIBUTION,6m,add25,442,0.006237345146226135,-0.014761005902181254,0.47058823529411764,-0.7343631356338881,2.634968302611829
DISTRIBUTION,6m,exit_to_cash,442,0.0,0.0,0.0,0.0,0.0
DISTRIBUTION,6m,hold,442,0.0049898761169809075,-0.011808804721745003,0.47058823529411764,-0.5874905085071105,2.1079746420894634
DISTRIBUTION,6m,label_oracle,442,0.0,0.0,0.0,0.0,0.0
DISTRIBUTION,6m,trim50,442,0.0024949380584904537,-0.005904402360872502,0.47058823529411764,-0.29374525425355524,1.0539873210447317
SHAKEOUT,1m,add25,403,0.09233417684576044,0.07337127343267996,0.7568238213399504,-0.3821792236289544,0.9213957421645083
SHAKEOUT,1m,exit_to_cash,403,0.0,0.0,0.0,0.0,0.0
SHAKEOUT,1m,hold,403,0.07386734147660835,0.05869701874614397,0.7568238213399504,-0.3057433789031635,0.7371165937316067
SHAKEOUT,1m,label_oracle,403,0.09233417684576044,0.07337127343267996,0.7568238213399504,-0.3821792236289544,0.9213957421645083
SHAKEOUT,1m,trim50,403,0.036933670738304177,0.029348509373071985,0.7568238213399504,-0.15287168945158175,0.3685582968658033
SHAKEOUT,3m,add25,403,0.2704767988602807,0.2332454337420295,0.9230769230769231,-0.280208322736952,1.5896329935386
SHAKEOUT,3m,exit_to_cash,403,0.0,0.0,0.0,0.0,0.0
SHAKEOUT,3m,hold,403,0.21638143908822455,0.1865963469936236,0.9230769230769231,-0.2241666581895616,1.27170639483088
SHAKEOUT,3m,label_oracle,403,0.2704767988602807,0.2332454337420295,0.9230769230769231,-0.280208322736952,1.5896329935386
SHAKEOUT,3m,trim50,403,0.10819071954411227,0.0932981734968118,0.9230769230769231,-0.1120833290947808,0.63585319741544
SHAKEOUT,6m,add25,403,0.5912740284766571,0.4460333651597645,1.0,0.2511332634201452,5.8751084030837415
SHAKEOUT,6m,exit_to_cash,403,0.0,0.0,0.0,0.0,0.0
SHAKEOUT,6m,hold,403,0.4730192227813257,0.3568266921278116,1.0,0.20090661073611615,4.7000867224669935
SHAKEOUT,6m,label_oracle,403,0.5912740284766571,0.4460333651597645,1.0,0.2511332634201452,5.8751084030837415
SHAKEOUT,6m,trim50,403,0.23650961139066284,0.1784133460639058,1.0,0.10045330536805808,2.3500433612334968
TRUE_BREAKDOWN,1m,add25,131,-0.12979465297545545,-0.1002145443401635,0.12213740458015267,-0.4963632736731476,0.08366676255632671
TRUE_BREAKDOWN,1m,exit_to_cash,131,0.0,0.0,0.0,0.0,0.0
TRUE_BREAKDOWN,1m,hold,131,-0.10383572238036436,-0.0801716354721308,0.12213740458015267,-0.39709061893851805,0.06693341004506137
TRUE_BREAKDOWN,1m,label_oracle,131,0.0,0.0,0.0,0.0,0.0
TRUE_BREAKDOWN,1m,trim50,131,-0.05191786119018218,-0.0400858177360654,0.12213740458015267,-0.19854530946925902,0.033466705022530685
TRUE_BREAKDOWN,3m,add25,131,-0.20801830052562656,-0.18764294173367793,0.030534351145038167,-0.6374700720933655,0.04875172249586307
TRUE_BREAKDOWN,3m,exit_to_cash,131,0.0,0.0,0.0,0.0,0.0
TRUE_BREAKDOWN,3m,hold,131,-0.16641464042050125,-0.15011435338694235,0.030534351145038167,-0.5099760576746923,0.039001377996690456
TRUE_BREAKDOWN,3m,label_oracle,131,0.0,0.0,0.0,0.0,0.0
TRUE_BREAKDOWN,3m,trim50,131,-0.08320732021025062,-0.07505717669347117,0.030534351145038167,-0.25498802883734617,0.019500688998345228
TRUE_BREAKDOWN,6m,add25,131,-0.2272475255913204,-0.21387942036609042,0.09923664122137404,-0.7038108518245054,0.23509936418167982
TRUE_BREAKDOWN,6m,exit_to_cash,131,0.0,0.0,0.0,0.0,0.0
TRUE_BREAKDOWN,6m,hold,131,-0.1817980204730563,-0.17110353629287234,0.09923664122137404,-0.5630486814596043,0.18807949134534385
TRUE_BREAKDOWN,6m,label_oracle,131,0.0,0.0,0.0,0.0,0.0
TRUE_BREAKDOWN,6m,trim50,131,-0.09089901023652815,-0.08555176814643617,0.09923664122137404,-0.28152434072980215,0.09403974567267193
