as_of_date,ticker,shares,price,market_value_usd,weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd
2026-05-29,AKAM,332.0,149.5399932861328,49647.277770996094,0.10150397131345935,97.63999938964844,17230.797973632812,0.0
2026-05-29,AM,1793.0,20.959999084472656,37581.27835845947,0.07683500831638179,22.674192428588867,-3073.548666000366,-1933.2410785698892
2026-05-29,ETR,744.0,109.05000305175781,81133.20227050781,0.1658770149255958,106.05122375488281,2231.091796875,3485.2470665168767
2026-05-29,KIM,1511.0,24.079999923706055,36384.87988471985,0.07438896894000176,23.29944610595703,1179.4168186187744,0.0
2026-05-29,LUV,783.0,42.95000076293945,33629.85059738159,0.06875630535188672,48.0623893737793,-4003.0002822875977,0.0
2026-05-29,PEG,583.0,78.6500015258789,45852.9508895874,0.09374646145157135,83.82633209228516,-3017.8007202148438,6841.881602039337
2026-05-29,PR,4583.0,19.229999542236328,88131.08790206909,0.18018420787335962,18.6336612701416,2733.018301010132,1511.6015569925305
2026-05-29,SW,966.0,41.150001525878906,39750.90147399902,0.08127080766668172,46.29119873046875,-4966.396499633789,0.0
2026-05-29,THC,210.0,175.32000732421875,36817.20153808594,0.07527285153481131,235.1199951171875,-12557.997436523438,2193.818873977661
2026-05-29,UDR,1089.0,36.900001525878906,40184.10166168213,0.08215648642688274,36.986141204833984,-93.80611038208008,0.0
