rebalance_date,original_return,gross_defended_return,defense_turnover,cost,net_return,return_delta,risk_exit_count,relative_trim_count,equity,drawdown
2019-05-31,0.055257180341779066,0.055257180341779066,0.0,0.0,0.055257180341779066,0.0,0,0,1.055257180341779,0.0
2019-06-28,0.02921336403568308,0.02921336403568308,0.0200495070597966,5.01237676494915e-05,0.02916324026803359,-5.0123767649491724e-05,1,0,1.0860318990366538,0.0
2019-07-31,0.045487140575391764,0.045487140575391764,0.037943934356887796,9.485983589221949e-05,0.045392280739499545,-9.485983589221925e-05,2,0,1.1353293638897775,0.0
2019-08-30,-0.027890392241204615,-0.0042911989614672925,0.29395540052371494,0.0007348885013092873,-0.0050260874627765795,0.022864304778428036,3,1,1.129623099207809,-0.005026087462776663
2019-09-30,-0.0032247802628119857,0.003161666477569793,0.46016849586707653,0.0011504212396676913,0.0020112452379021017,0.0052360255007140874,4,0,1.131895048286715,-0.0030249509193491786
2019-10-31,-0.0083460239151885,-0.0010920198075314088,0.14390626675228868,0.0003597656668807217,-0.0014517854744121304,0.006894238440776371,2,0,1.1302517794970532,-0.004472344813955864
2019-11-29,0.05068011188675496,0.05068011188675496,0.0420849390515209,0.00010521234762880226,0.05057489953912616,-0.0001052123476288011,2,0,1.1874141496990354,0.0
2019-12-31,0.014262121513036309,0.02503945744963962,0.2979917463900519,0.0007449793659751298,0.02429447808366449,0.010032356570628181,2,0,1.2162617567351317,0.0
2020-01-31,-0.03364930889509906,-0.026023577715808856,0.25355857395907533,0.0006338964348976883,-0.026657474150706545,0.006991834744392515,2,1,1.183839290394472,-0.026657474150706406
2020-02-28,-0.09179000026229646,-0.047950984524940406,0.44780662319938985,0.0011195165579984746,-0.04907050108293888,0.04271949917935758,6,0,1.1257477032131447,-0.07441987961946461
2020-03-31,0.07167204247529611,0.07167204247529611,0.0,0.0,0.07167204247529611,0.0,0,0,1.2064323404143042,-0.008081661917261118
2020-04-30,0.0706504619556273,0.07072138537109336,0.0172427876858466,4.31069692146165e-05,0.07067827840187875,2.781644625145241e-05,1,0,1.2917009012431364,0.0
2020-05-29,0.0353758134445206,0.035939035915444034,0.116661511638222,0.000291653779095555,0.03564738213634848,0.0002715686918278795,2,0,1.3377466568756162,0.0
2020-06-30,0.09581755273942025,0.09581755273942025,0.0,0.0,0.09581755273942025,0.0,0,0,1.4659262677227787,0.0
2020-07-31,0.13704131715997384,0.13839184063721707,0.0185306823323801,4.632670583095025e-05,0.1383455139313861,0.0013041967714122749,0,1,1.6687305906164052,0.0
2020-08-31,-0.0256446801635698,-0.020342394933547066,0.1574814802479095,0.00039370370061977375,-0.02073609863416684,0.004908581529402961,3,0,1.634127628495532,-0.02073609863416681
2020-09-30,0.022870979634599484,0.023431148077119407,0.1620981118301204,0.00040524527957530105,0.023025902797544105,0.00015492316294462086,2,0,1.6717548924280514,0.0
2020-10-30,0.06439460000292198,0.06439460000292198,0.0,0.0,0.06439460000292198,0.0,0,0,1.7794068800288838,0.0
2020-11-30,0.038587962828098475,0.034113656992455756,0.1453741694714198,0.0003634354236785495,0.0337502215687772,-0.004837741259321272,2,1,1.8394622564908654,0.0
2020-12-31,0.03382784525960684,0.03673754334044642,0.2630413258900619,0.0006576033147251548,0.03607994002572126,0.002252094766114425,3,0,1.9058299443846336,0.0
2021-01-29,0.020212383757361826,0.022419643242885062,0.1730544988217832,0.000432636247054458,0.021987006995830605,0.001774623238468779,4,0,1.947733440704682,0.0
2021-02-26,-0.041927471529200365,-0.02497211509399771,0.39135586740602757,0.000978389668515069,-0.025950504762512778,0.015976966766687587,3,0,1.8971887747755698,-0.025950504762512816
2021-03-31,0.03483750167597835,0.04298348639003684,0.39640496927496854,0.0009910124231874214,0.041992473966849415,0.007154972290871066,3,1,1.9768564250105318,0.0
2021-04-30,-0.0038549071145997185,-0.0016059406756153498,0.2608900384989932,0.0006522250962474831,-0.0022581657718628327,0.0015967413427368858,3,0,1.972392355495686,-0.0022581657718628856
2021-05-28,-0.01631212906775226,-0.0032805624250061257,0.3089256940556695,0.0007723142351391737,-0.004052876660145299,0.01225925240760696,3,2,1.9643984925534483,-0.00630189036465667
2021-06-30,0.08943031501387226,0.08939386009151347,0.0605168278959974,0.00015129206973999348,0.08924256802177348,-0.00018774699209878065,1,0,2.1397064586470185,0.0
2021-07-30,0.08853079350926309,0.08853079350926309,0.0,0.0,0.08853079350926309,0.0,0,0,2.3291363693079346,0.0
