rebalance_date,net_return,drawdown,regime_state
2026-02-27,-0.05713106595192428,-0.05713106595192441,
2022-03-31,-0.05517961096543133,-0.07803926435132924,
2022-11-30,-0.05347169548080758,-0.056624382606671575,
2022-05-31,-0.0522073458690642,-0.11045621259771754,
2023-08-31,-0.05097729259204994,-0.06235098905314018,
2021-12-31,-0.04963329159859585,-0.052993047682048156,
2020-02-28,-0.04907050108293888,-0.07441987961946461,
2023-03-31,-0.04258573602499274,-0.04348120866576122,
2021-08-31,-0.04150335219263427,-0.041503352192634124,
2025-02-28,-0.039560663738614825,-0.06360554976248767,
