rebalance_date,ticker,original_weight,defended_weight,cash_after_defense,list_action,reason,period_forward_return,bench_return,risk_adjusted_return,risk_return_cap,risk_exit_proxy,relative_trim_or_exit,sector,regime_state,theme_horizon_primary,theme_holding_profile_primary,theme_event_risk_sensitivity_max,theme_structural_growth_max,market_style_regime_label,style_cash_defense_preference,style_row_breakout_fit,style_row_turnaround_fit,score,main_v2_score,risk_penalty,stage2_overext_penalty,explosion_exit_score,rs_acceleration_score
2026-03-31,UI,0.1452799772448462,0.0,,risk_exit_proxy,distribution_risk_decay,0.2643899430309879,0.0,0.2643899430309879,-0.08,True,False,Information Technology,bear,unknown,neutral,0.35,0.35,cash_defense,0.6248286918169619,0.0,0.1640387725931159,0.2125535563588887,2.113831490866375,2.0633203140112,0.0,0.0,-2.255754028733749
2026-03-31,COST,0.1356739866737305,0.1356739866737305,,hold,hold,0.0219323526411681,0.0,0.0219323526411681,-0.08,False,False,Consumer Staples,bear,unknown,neutral,0.35,0.35,cash_defense,0.6248286918169619,0.0,0.074483628982965,5.0697910633813565,2.090637579189545,-4.042746380145503,0.0,0.0,1.2154569577089898
2026-03-31,CW,0.131012244538966,0.131012244538966,,hold,hold,0.0366414168074324,0.0,0.0366414168074324,-0.08,False,False,Industrials,bear,unknown,neutral,0.35,0.35,cash_defense,0.6248286918169619,0.0,0.0599704475826226,1.7949828096646074,2.0790857575336417,-0.0344119923924136,0.0,0.0,-2.0425457991234124
2026-03-31,TPL,0.1126726004992114,0.1126726004992114,,hold,hold,-0.0487311906712029,0.0,-0.0487311906712029,-0.08,False,False,Energy,bear,unknown,neutral,0.35,0.35,cash_defense,0.6248286918169619,0.0,0.1015872350547516,0.1575214821704387,1.862093610705938,1.41055654703022,0.0,0.0,3.0
2026-03-31,WM,0.0410938915256603,0.02054694576283015,,relative_trim_50,relative_underperformance_trim50,0.018498457986978,0.0,0.018498457986978,-0.08,False,True,Industrials,bear,unknown,neutral,0.35,0.35,cash_defense,0.6248286918169619,0.0,-0.0006594696491289,3.4450527893147544,1.7909131465849817,-1.861218460515404,0.0,0.0,0.683184051707826
2026-03-31,SU,0.0402025387748241,0.0402025387748241,,hold,hold,0.0522261469479368,0.0,0.0522261469479368,-0.08,False,False,Energy,bear,unknown,neutral,0.35,0.35,cash_defense,0.6248286918169619,0.0,0.1257414872614279,2.5479699869725083,1.6038794285783569,-0.2960226624132483,0.0,0.0,1.2986196533500358
2026-03-31,USFD,0.0278555158662257,0.0278555158662257,,hold,hold,0.0219779845781811,0.0,0.0219779845781811,-0.08,False,False,Consumer Staples,bear,unknown,neutral,0.35,0.35,cash_defense,0.6248286918169619,0.0,0.0722082331333908,2.4644327416889658,1.7260967519422188,-0.7172813787586829,0.0,0.0,0.3788014450407866
2026-03-31,DUK,0.0190843841505711,0.0190843841505711,,hold,hold,-0.0075901880406321,0.0,-0.0075901880406321,-0.08,False,False,Utilities,bear,unknown,neutral,0.35,1.0,cash_defense,0.6248286918169619,0.0,0.0195904931518504,3.15002117705041,1.6740622635260494,-2.4489787066654296,0.0,0.0,0.8525031795571444
2026-03-31,PBR,0.0171248607259643,0.0171248607259643,,hold,hold,0.0794758875114289,0.0,0.0794758875114289,-0.08,False,False,Energy,bear,unknown,neutral,0.35,0.35,cash_defense,0.6248286918169619,0.0,0.083811740557403,2.0175951645862624,1.470831406316426,-0.8724052827309392,0.0,0.0,2.100153908151344
2026-03-31,CASH,0.0,0.16582692300767635,0.16582692300767635,cash_from_risk_exits,risk_exit_proxy_cash,0.0,0.0,0.0,-0.08,False,False,Cash,,,,,,,,,,,,,,,
