portfolio_kind,week_end_date,target_week_end_date,rebalance_date,period_end_date,scheduled_period_end_date,final_period_extension,weekly_return,period_return_since_rebalance,equity,cash_weight,stock_weight,selected_names,missing_price_count,spy_period_return_since_rebalance,qqq_period_return_since_rebalance
main,2019-05-03,2019-05-03,2019-04-30,2019-05-31,2019-05-31,False,0.005381394659055738,0.005381394659055738,1.0053813946590557,4.440892098500626e-16,0.9999999999999996,18,0,-0.0023412401789970616,0.0017296866137550548
main,2019-05-10,2019-05-10,2019-04-30,2019-05-31,2019-05-31,False,-0.013545992152221298,-0.008237493822985109,0.9917625061770149,4.440892098500626e-16,0.9999999999999996,18,0,-0.022461912929855332,-0.03029692441868681
main,2019-05-17,2019-05-17,2019-04-30,2019-05-31,2019-05-31,False,0.0004541037758849509,-0.0077871307241489385,0.992212869275851,4.440892098500626e-16,0.9999999999999996,18,0,-0.030130215302717422,-0.04057029335161366
main,2019-05-24,2019-05-24,2019-04-30,2019-05-31,2019-05-31,False,-0.00996085378565914,-0.017670418039255065,0.9823295819607448,4.440892098500626e-16,0.9999999999999996,18,0,-0.04051286130540266,-0.0661496865373038
main,2019-05-31,2019-05-31,2019-04-30,2019-05-31,2019-05-31,False,-0.0045790117970707644,-0.022168516783664938,0.977831483216335,4.440892098500626e-16,0.9999999999999996,18,0,-0.06599474779550818,-0.0882167283187758
main,2019-06-07,2019-06-07,2019-05-31,2019-06-28,2019-06-28,False,0.03130166901756315,0.03130166901756315,1.0084392406589255,0.280000000000001,0.719999999999999,18,0,0.04482169823765503,0.043578569778638165
main,2019-06-14,2019-06-14,2019-05-31,2019-06-28,2019-06-28,False,0.0010419582361560487,0.03237624228555758,1.0094899922313931,0.280000000000001,0.719999999999999,18,0,0.05066978749137929,0.05280174476372923
main,2019-06-21,2019-06-21,2019-05-31,2019-06-28,2019-06-28,False,0.0191009828220019,0.0520956431552968,1.028772243231988,0.280000000000001,0.719999999999999,18,0,0.07308106434762696,0.08698449637535588
main,2019-06-28,2019-06-28,2019-05-31,2019-06-28,2019-06-28,False,-0.014696226906962817,0.036633806855659534,1.0136531729098655,0.280000000000001,0.719999999999999,18,0,0.06943028456248324,0.07881552187729723
main,2019-07-05,2019-07-05,2019-06-28,2019-07-31,2019-07-31,False,0.015013352913701095,0.015013352913701095,1.028871505726854,1.1102230246251565e-15,0.9999999999999989,26,0,0.005999773195003,0.003835765414209158
main,2019-07-12,2019-07-12,2019-06-28,2019-07-31,2019-07-31,False,0.014366673505850303,0.029595718359090695,1.0436529667291043,1.1102230246251565e-15,0.9999999999999989,26,0,0.013381117065314863,0.016866100108816395
main,2019-07-19,2019-07-19,2019-06-28,2019-07-31,2019-07-31,False,-0.014222539281315671,0.014952252810854105,1.028809571413738,1.1102230246251565e-15,0.9999999999999989,26,0,0.0016517835940401682,0.0036251581132629163
main,2019-07-26,2019-07-26,2019-06-28,2019-07-31,2019-07-31,False,0.013098326569135343,0.028246428870250195,1.0422852551575672,1.1102230246251565e-15,0.9999999999999989,26,0,0.017965579665248033,0.0261139410450153
main,2019-07-31,2019-07-31,2019-06-28,2019-07-31,2019-07-31,False,-0.02380137353078926,0.0037727515350092222,1.017477434473928,1.1102230246251565e-15,0.9999999999999989,26,0,0.002527904123623026,0.004098251784527829
main,2019-08-02,2019-08-02,2019-07-31,2019-08-30,2019-08-30,False,-0.008976435573241459,-0.008976435573241459,1.0083441138361458,7.771561172376096e-16,0.9999999999999992,18,0,-0.01673402421395176,-0.021313387804120953
main,2019-08-09,2019-08-09,2019-07-31,2019-08-30,2019-08-30,False,0.01837980387368021,0.009238383175117937,1.026877280885634,7.771561172376096e-16,0.9999999999999992,18,0,-0.02009411092029123,-0.025805844842606063
main,2019-08-16,2019-08-16,2019-07-31,2019-08-30,2019-08-30,False,-0.011431410900110683,-0.002298635479120237,1.0151386247438419,7.771561172376096e-16,0.9999999999999992,18,0,-0.0294018943443054,-0.03108169323214216
main,2019-08-23,2019-08-23,2019-07-31,2019-08-30,2019-08-30,False,0.004205129408582975,0.0018968278698099361,1.0194074140285407,7.771561172376096e-16,0.9999999999999992,18,0,-0.04284292086759145,-0.04889529162237127
main,2019-08-30,2019-08-30,2019-07-31,2019-08-30,2019-08-30,False,0.02482709110154757,0.02677101168968532,1.0447163347662203,7.771561172376096e-16,0.9999999999999992,18,0,-0.017305536888287842,-0.020686309273540537
main,2019-09-06,2019-09-06,2019-08-30,2019-09-30,2019-09-30,False,0.021733397988342285,0.021733397988342285,1.0674215706546168,5.551115123125783e-16,0.9999999999999994,18,0,0.02574266589550267,0.028836874716815508
main,2019-09-13,2019-09-13,2019-08-30,2019-09-30,2019-09-30,False,-0.023251810261494033,-0.0020237531195141933,1.0426020868247297,5.551115123125783e-16,0.9999999999999994,18,0,0.03620487800282679,0.033938188265393965
main,2019-09-20,2019-09-20,2019-08-30,2019-09-30,2019-09-30,False,0.0016347444469451133,-0.0003923169917431357,1.0443064747965398,5.551115123125783e-16,0.9999999999999994,18,0,0.03127467961665231,0.024594403522544495
main,2019-09-27,2019-09-27,2019-08-30,2019-09-30,2019-09-30,False,-0.007740262771236184,-0.008129543126373595,1.0362232682679113,5.551115123125783e-16,0.9999999999999994,18,0,0.02131717094236074,0.00637506064694815
main,2019-09-30,2019-09-30,2019-08-30,2019-09-30,2019-09-30,False,0.006073659633228701,-0.0021052595710681077,1.0425169357034025,5.551115123125783e-16,0.9999999999999994,18,0,0.026053957691094976,0.015953044075339484
main,2019-10-04,2019-10-04,2019-09-30,2019-10-31,2019-10-31,False,0.0006783598935211632,0.0006783598935211632,1.0432241373809004,8.881784197001252e-16,0.9999999999999991,18,0,-0.011385774249671021,-0.0036410868970555565
main,2019-10-11,2019-10-11,2019-09-30,2019-10-31,2019-10-31,False,0.002251279578377119,0.0029311666496734112,1.045572726577056,8.881784197001252e-16,0.9999999999999991,18,0,-0.004903639668897841,0.008495876746447362
main,2019-10-18,2019-10-18,2019-09-30,2019-10-31,2019-10-31,False,-0.0013533324730982121,0.0015738673335641273,1.0441577190531934,8.881784197001252e-16,0.9999999999999991,18,0,0.0007722856224006147,0.011556598472740154
main,2019-10-25,2019-10-25,2019-09-30,2019-10-31,2019-10-31,False,0.00929449313548858,0.010882988768180724,1.0538626358053007,8.881784197001252e-16,0.9999999999999991,18,0,0.012964270979741732,0.03240078916058975
main,2019-10-31,2019-10-31,2019-09-30,2019-10-31,2019-10-31,False,0.0012838768569296555,0.012180838042524122,1.055215665653794,8.881784197001252e-16,0.9999999999999991,18,0,0.01877454570107706,0.039999631845487604
main,2019-11-01,2019-11-01,2019-10-31,2019-11-29,2019-11-29,False,0.002751639384459992,0.002751639384459992,1.0581192386385063,9.992007221626409e-16,0.999999999999999,31,0,0.0040010532827563505,0.004749166251655446
main,2019-11-08,2019-11-08,2019-10-31,2019-11-29,2019-11-29,False,-0.0049954612559508504,-0.0022575675794263006,1.0528334449777115,9.992007221626409e-16,0.999999999999999,31,0,0.013183735410647879,0.01667264300113347
main,2019-11-15,2019-11-15,2019-10-31,2019-11-29,2019-11-29,False,0.007006536128365104,0.004733150820131371,1.0602101605470988,9.992007221626409e-16,0.999999999999999,31,0,0.022530840122034546,0.025160540345380067
main,2019-11-22,2019-11-22,2019-10-31,2019-11-29,2019-11-29,False,-0.011528256258193537,-0.006849670413625275,1.0479877861287714,9.992007221626409e-16,0.999999999999999,31,0,0.01980862285111895,0.019704097898564754
main,2019-11-29,2019-11-29,2019-10-31,2019-11-29,2019-11-29,False,0.012522765024580496,0.005587317797869584,1.0611114909230923,9.992007221626409e-16,0.999999999999999,31,0,0.030794780799447086,0.03622510220166819
main,2019-12-06,2019-12-06,2019-11-29,2019-12-31,2019-12-31,False,-0.0033894591011172093,-0.0033894591011172093,1.057514896922883,1.887379141862766e-15,0.9999999999999981,38,0,0.0008904167366343696,-0.000536327627910782
main,2019-12-13,2019-12-13,2019-11-29,2019-12-31,2019-12-31,False,0.005063809061282676,0.0016571863864562886,1.0628699504403625,1.887379141862766e-15,0.9999999999999981,38,0,0.00867824725655586,0.01014083373808461
main,2019-12-20,2019-12-20,2019-11-29,2019-12-31,2019-12-31,False,0.016259857490392715,0.017943989491327805,1.0801520643653435,1.887379141862766e-15,0.9999999999999981,38,0,0.02453029643557847,0.032177869100076695
main,2019-12-27,2019-12-27,2019-11-29,2019-12-31,2019-12-31,False,0.0029310602911509775,0.020927644697541714,1.0833180551896096,1.887379141862766e-15,0.9999999999999981,38,0,0.03133439425788587,0.04369896384631966
main,2019-12-31,2019-12-31,2019-11-29,2019-12-31,2019-12-31,False,-0.0048103036567871404,0.016016672714938007,1.0781069663872673,1.887379141862766e-15,0.9999999999999981,38,0,0.028139556446831415,0.03881298489044083
main,2020-01-03,2020-01-03,2019-12-31,2020-01-31,2020-01-31,False,0.0012337821193437737,0.0012337821193437737,1.0794371154851359,5.551115123125783e-16,0.9999999999999994,18,0,-0.003492837894330303,-0.001026189097742436
