rebalance_date,market_style_regime_label,style_breakout_preference,style_turnaround_preference,style_quality_compounder_preference,style_cash_defense_preference,style_liquidity_tailwind_score,style_rate_pressure_score,style_inflation_pressure_score,style_overheat_risk_score,n_candidates,top_breakout,top_turnaround,top_compounder
2019-04-30,balanced,0.2920240957081194,0.2126517789587118,0.4043547331718928,0.0776749549770137,0.0888831779579895,0.1150457966344649,0.1515485076554382,0.1363475233576727,502,"V,ADBE,PYPL,CSX,SUI","MCO,PFG,MKTX,JHG,NDAQ","TREX,SBUX,CPRT,UNH,FDS"
2019-05-31,cash_defense,0.0418517266289263,0.2004246007376163,0.4196229266719991,0.5907781509154043,0.3539781092581777,0.0,0.0,0.2385405650985961,494,"AMT,SBAC,MKTX,HEI,PSA","JHG,POST,CBOE,EL,MSCI","MA,SBUX,HEI,TSCO,FDS"
2019-06-28,balanced,0.3200986748282806,0.2492303726156202,0.3475344686768679,0.0286309471818526,0.1380025073639461,0.0,0.0,0.1065786696228715,505,"STE,HEI,ILMN,SMG,RGEN","CASY,QGEN,VEEV,WSM,HCA","TREX,MA,HEI,SBUX,DLTR"
2019-07-31,quality_compounder,0.1932685083706082,0.237338396539839,0.5003815274548511,0.1761586305570435,0.1535865231350556,0.0897116210221022,0.0765660991870615,0.1441604568729046,510,"TREX,SMG,MDT,SBAC,CTAS","VEEV,OLN,QGEN,MEDP,SMG","TREX,MA,HEI,TSCO,DLTR"
2019-08-30,quality_compounder,0.1483352440700834,0.1574599822987702,0.5330298332941641,0.4100182952367989,0.1433473009338629,0.0,0.0,0.232161450264505,502,"HD,AMGN,VRSK,OHI,EXR","LITE,XPO,WBD,T,NTES","LRCX,TREX,LAD,MA,DLTR"
2019-09-30,quality_compounder,0.2027645531431637,0.3081752849615975,0.5116184832092333,0.0746233576284642,0.2477240128045784,0.4668566213980183,0.4277054521424312,0.2066648829467734,509,"TREX,KIM,OHI,TYL,TER","GPK,RL,NKE,GAP,ROST","LRCX,TREX,MA,LAD,MKSI"
2019-10-31,breakout_growth,0.5561458169411282,0.4165889437518004,0.4854603834854655,0.011230382130235,0.4135449587500882,0.3249096942471594,0.4148573589770667,0.1554806973762355,512,"LW,CRUS,AAPL,LULU,RMD","LITE,T,CROX,JBL,LFUS","DLTR,MKSI,V,MU,MA"
2019-11-29,balanced,0.3951700947475901,0.3320841097116522,0.3643425642198364,0.0220851304420311,0.4318485625291819,0.1641522447202206,0.0775007344094956,0.1149461351599414,502,"LULU,AAPL,UI,CRUS,SSNC","HALO,IONS,TECH,BMRN,INCY","BABA,MA,MU,UI,JEF"
2019-12-31,quality_compounder,0.3725842752557393,0.2816931532016436,0.5427042139437577,0.0948759534238592,0.180570637335385,0.5333429218493553,0.7352572722701395,0.2154056687790269,503,"AAPL,MSFT,SWKS,MCO,CRUS","JD,BABA,GOOGL,GOOG,EXEL","BABA,MA,UI,JEF,HEI"
2020-01-31,quality_compounder,0.2181364445813846,0.1186528672860025,0.5955905684438504,0.5048248423345576,0.1251871205901302,0.0,0.0,0.2830208781089997,514,"SMG,ADBE,MSFT,MCO,LAMR","JD,ENPH,GOOGL,GOOG,RUN","BABA,MA,UI,HEI,LW"
