alpha_selector_variant,status,portfolio_kind,cagr,max_dd,sharpe,avg_cash_weight,trade_count,target_distance,market_circuit_grid_variant,trigger_mode,valid_for_production,source_target_book
future_heavy_N2_cap0.5,completed,concentrated,0.23251823786214554,-0.22882979788393065,0.8956104008320681,0.07209683677616265,649,0.3163115600217851,ma50_200_caution_0p90_crisis_0p70,ma50_200,True,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/alpha_selector_broker_grid/concentrated/future_heavy_N2_cap0.5/target_book.csv
future_heavy_N2_cap0.4,completed,concentrated,0.18781300215328378,-0.18700079139953607,0.8693361694672863,0.25617394531738397,649,0.3191877892462523,ma50_200_caution_0p90_crisis_0p70,ma50_200,True,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/alpha_selector_broker_grid/concentrated/future_heavy_N2_cap0.4/target_book.csv
future_heavy_N2_cap0.33,completed,concentrated,0.1559606001053382,-0.15646380766922252,0.8425783682358882,0.3859358842085857,648,0.3440393998946618,ma50_200_caution_0p90_crisis_0p70,ma50_200,True,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/alpha_selector_broker_grid/concentrated/future_heavy_N2_cap0.33/target_book.csv
monster_heavy_N2_cap0.33,completed,concentrated,0.1443800438868026,-0.17555333190342903,0.8225843148067277,0.3858187071295826,649,0.3556199561131974,ma50_200_caution_0p90_crisis_0p70,ma50_200,True,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/alpha_selector_broker_grid/concentrated/monster_heavy_N2_cap0.33/target_book.csv
