rebalance_date,ticker,weight,stage,monster_onset_score,cum_return,peak_return,months_held,bad_months,period_forward_return,weighted_forward_return,sector,industry_group,technical_leadership_signal,leadership_signal,growth_signal,rs_acceleration_score,revenue_growth_final,revision_score,portfolio_monster_early_score,portfolio_risk_entry_block_score,portfolio_defensive_rotation_action,distribution_risk_score,explosion_exit_score,stage2_overext_penalty
2019-04-30,NOW,0.05,scout,1.397621753066527,-0.05070289316354881,0.0,1,0,-0.0507028931635488,-0.00253514465817744,Information Technology,Software - Application,0.99,1.8952579983178857,0.7900521037333443,0.6843346891781503,nan,0.0,0.6186531141688252,0.1083333333333333,promote_monster_early,0.3667824015964024,0.0,0.0
2019-04-30,ALGN,0.05,scout,1.377173570130895,-0.14566809155836113,0.0,1,0,-0.1456680915583611,-0.007283404577918056,Health Care,Medical Devices,1.0,1.0,1.0,2.366157788850664,nan,1.0,0.3733667559779405,0.0135416666666666,neutral,0.5430819595602643,0.0,0.0
2019-04-30,CDNS,0.05,scout,1.3600030787741622,-0.08836203801740516,0.0,1,0,-0.0883620380174052,-0.00441810190087026,Information Technology,Software - Application,1.0,1.8952579983178857,1.0,0.6225548020206744,nan,1.0,0.5889260191609499,0.1083333333333333,promote_monster_early,0.4059037271571671,0.0,0.0
2019-05-31,NOW,0.12,confirm,0.920543762798348,0.026508967814092177,0.026508967814092177,2,0,0.0813358224960263,0.009760298699523157,Information Technology,Software - Application,0.711684430711648,2.4959031206529025,0.358844262273567,-0.9821042878552384,nan,0.0,0.5856955889867962,0.1333333333333333,promote_monster_early,0.5259785323702689,0.0,0.0
2019-05-31,ALGN,0.025,scout,0.4799996390997738,-0.17650568590437066,0.0,2,0,-0.0360955666542521,-0.0009023891663563025,Health Care,Medical Devices,0.728875443521667,0.728875443521667,1.0,1.457750887043334,nan,1.0,0.2998257737650898,0.0270833333333333,neutral,0.8853833758904439,0.0,0.0
2019-05-31,CDNS,0.05,scout,0.32161813566204484,0.05620978786748987,0.05620978786748987,2,1,0.1585846925137757,0.007929234625688784,Information Technology,Software - Application,0.6100152263242696,2.4959031206529025,1.0,-0.9931300419572232,nan,1.0,0.4314323754159145,0.2552083333333333,neutral,0.5259785323702689,0.0,0.0
2019-05-31,SBAC,0.05,scout,0.9896338168884443,0.04003659246853353,0.04003659246853353,1,0,0.0400365924685335,0.002001829623426675,Real Estate,Equity REITs,1.0,1.0,1.0,0.3719172324325372,nan,1.0,0.5092671741196151,0.0,neutral,0.5259785323702689,0.0,0.0
2019-05-31,BR,0.05,scout,0.9675151855563315,0.04162120946579284,0.04162120946579284,1,0,0.0416212094657928,0.00208106047328964,Industrials,Software - Infrastructure,1.0,1.0,0.3236784453458647,1.82919450046614,nan,0.0,0.3792031956305625,0.0135416666666666,neutral,0.5259785323702689,0.0,0.0
2019-05-31,SHOP,0.05,scout,0.961534760340304,0.11342424231255666,0.11342424231255666,1,0,0.1134242423125566,0.00567121211562783,Software,Software - Application,1.1183612482611611,2.4959031206529025,0.5008471086197548,-0.7838887194432393,nan,0.0,0.5386842839597968,0.2416666666666667,neutral,0.5259785323702689,0.0,0.0
2019-06-28,NOW,0.12,confirm,0.8037499742662225,0.025489707329710676,0.026508967814092177,3,0,-0.0009929387042298,-0.000119152644507576,Information Technology,Software - Application,0.74,1.9576864861077508,0.2966213944810604,-1.6527703085126522,nan,0.0,0.5674665178146311,0.2416666666666667,neutral,0.0516149525445256,0.0,0.0
2019-06-28,ALGN,0.025,scout,0.11965974700348242,-0.38965646952924793,0.0,3,1,-0.2588369828138545,-0.0064709245703463624,Health Care,Medical Devices,0.2488358890459571,0.9428002581640074,1.0,0.4747118009955451,nan,1.0,0.2488358890459571,0.1458333333333333,neutral,0.8172265581302038,0.0,0.0
2019-06-28,CDNS,0.12,confirm,0.8197381954786137,0.10235354840303157,0.10235354840303157,3,0,0.0436880637403549,0.005242567648842588,Information Technology,Software - Application,0.94,1.9576864861077508,1.0,-1.7191679557242805,nan,1.0,0.5579123130465278,0.2416666666666667,neutral,0.177933258800667,0.0,0.0
2019-06-28,SBAC,0.05,scout,0.6776761480369292,0.1368712974202635,0.1368712974202635,2,0,0.09310701724628,0.004655350862314,Real Estate,Equity REITs,0.7611411165753593,0.7611411165753593,1.0,-0.3598054794183546,nan,1.0,0.4460477194441836,0.1333333333333333,neutral,0.0516149525445256,0.0,0.0
2019-06-28,BR,0.12,confirm,0.8642071880423562,0.03759383606380373,0.04162120946579284,2,0,-0.0038664471934616,-0.00046397366321539196,Industrials,Software - Infrastructure,0.8697848022999267,0.8697848022999267,0.0267124819884461,1.7395696045998534,nan,0.0,0.3365642277324122,0.0135416666666666,neutral,0.158390626134066,0.0,0.0
2019-06-28,SHOP,0.12,confirm,0.7835766267089403,0.14196334932196275,0.14196334932196275,2,0,0.0256318354898856,0.003075820258786272,Software,Software - Application,0.9030745944431005,1.9576864861077508,0.3390941303630083,-1.2110513524573592,nan,0.0,0.4917192993730286,0.2416666666666667,neutral,0.3639436192815685,0.0,0.0
2019-06-28,ADBE,0.05,scout,1.1240235092246174,0.013553656231158895,0.013553656231158895,1,0,0.0135536562311588,0.00067768281155794,Information Technology,Software - Application,0.94,1.9576864861077508,1.0,-0.0010628221998593,nan,1.0,0.5399871781095986,0.1333333333333333,neutral,0.0516149525445256,0.0,0.0
2019-06-28,HEI,0.05,scout,1.0879743954517025,0.031221852844537823,0.031221852844537823,1,0,0.0312218528445378,0.00156109264222689,Industrials,Aerospace & Defense,1.0,1.0643000071989022,0.5941089084147786,-0.2427091375658321,nan,0.0,0.5763861675908265,0.2416666666666667,neutral,0.5138708149461102,0.0,0.0
2019-07-31,NOW,0.12,confirm,0.053249790584929346,-0.01691558346943922,0.026508967814092177,4,1,-0.0413512593018312,-0.004962151116219744,Information Technology,Software - Application,0.4180849413913112,1.2769709662090452,0.1755146164519941,-2.1266621411414657,nan,0.0,0.4180849413913112,0.146875,neutral,0.2846848712565041,0.0,0.0
2019-07-31,CDNS,0.12,confirm,0.5889329608404057,0.03672836839078997,0.10235354840303157,4,0,-0.0595318807721099,-0.007143825692653188,Information Technology,Software - Application,0.6502622718544747,1.2769709662090452,1.0,-2.1872412130777352,nan,1.0,0.5366509126865068,0.2416666666666667,neutral,0.2846848712565041,0.0,0.0
2019-07-31,SBAC,0.12,confirm,0.8052468179134961,0.22935198449601746,0.22935198449601746,3,0,0.0813466636774162,0.009761599641289944,Real Estate,Equity REITs,1.0,1.0,1.0,-0.2700970496601305,nan,1.0,0.4885133467129017,0.2416666666666667,neutral,0.2846848712565041,0.0,0.0
2019-07-31,BR,0.12,confirm,0.12620936698020402,0.07791210865336318,0.07791210865336318,3,1,0.0388574711878686,0.0046628965425442315,Industrials,Software - Infrastructure,0.3629271355001069,0.6500780153059104,0.0080691591011935,0.4202705383029344,nan,0.0,0.3058171587969117,0.0135416666666666,neutral,0.2846848712565041,0.0,0.0
