rebalance_date,net_return,drawdown,regime_state
2022-05-31,-0.1472070846262196,-0.37930816614304563,
2020-02-28,-0.14685774436229226,-0.22417931837933092,
2021-12-31,-0.13677971698648994,-0.1507360916417484,
2022-11-30,-0.12850267191751893,-0.40795398301613306,
2025-10-31,-0.1163772279680015,-0.21758055959421296,
2025-02-28,-0.10009296600093952,-0.27933990882640136,
2019-08-30,-0.09519162872447588,-0.09519162872447584,
2021-08-31,-0.08243722601780192,-0.0824372260178019,
2023-03-31,-0.07980938924203122,-0.38806858338017824,
2022-03-31,-0.07662358343402478,-0.22508861310869532,
