ticker,Name,sector,industry_group,source_universe,selected_main_current,selected_concentrated_current,current_main_weight,current_concentrated_weight,decision_bucket,selection_pressure_score,score,concentrated_score,portfolio_monster_early_score,portfolio_future_winner_engine_score,portfolio_early_scout_engine_score,relative_strength_composite,oneil_leadership_score,portfolio_candidate_minimum_pass,portfolio_candidate_gate_label,portfolio_risk_entry_block_score,portfolio_stale_mega_leader_score,portfolio_stale_leader_reason,portfolio_defensive_rotation_action,entry_quality_score,concentrated_entry_quality_gate_pass,selection_confirmation_score,trend_template_full,breakout_setup_quality_score,price_above_ma50,price_above_ma200,market_cap_live,dollar_vol_20d,sales_growth_yoy,eps_growth_yoy,revenues_ttm,months_held_main,first_held_main,last_held_main,months_held_concentrated,first_held_concentrated,last_held_concentrated
LNG,CHENIERE ENERGY INC,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,False,False,0.0,0.0,not_selected_low_priority,0.6664473684210526,5.9447204010941626,,0.5389163794569156,0.6286839787244612,0.4509603582070621,,0.7683840495743021,True,future_relaxed,0.121875,0.0,,neutral,0.1557291915435799,,1.0,0.0,0.179276923125506,1.0,1.0,,1163420784.3655396,0.2627481510315297,0.2334067365595464,19464000000.0,9,2022-01-31,2023-04-28,0,,
VZ,VERIZON COMMUNICATIONS INC,Communication,Communication Equipment,current_constituents_proxy,False,False,0.0,0.0,not_selected_low_priority,0.6593421052631578,4.358298572956482,,0.5947775561261831,0.4845340189639397,0.3302950419485371,,1.12,True,future_relaxed,0.0,0.0,,promote_monster_early,0.4672655154672689,,1.0,1.0,0.7355782719567758,1.0,1.0,,1346412168.8243866,0.0,,138191000000.0,6,2020-03-31,2026-02-27,0,,
ETR,ENTERGY CORP,Utilities,Utilities,current_constituents_proxy,False,False,0.0,0.0,not_selected_low_priority,0.6578125,3.5568040154694938,,0.5759019306339317,0.671091119809217,0.6219188186162714,,0.324566523007691,True,early_relaxed,0.0,0.0,,neutral,0.3554312095495511,,1.0,1.0,0.5759386407371585,1.0,1.0,,312422400.68943024,0.0898202161292085,0.0,12946686000.0,15,2022-05-31,2026-02-27,15,2022-05-31,2026-02-27
CIEN,CIENA CORP,Information Technology,Communication Equipment,current_constituents_proxy+strategic_global_hardware,False,False,0.0,0.0,not_selected_low_priority,0.653157894736842,3.18605555651875,,0.5591366748207183,0.6454104941354589,0.5970663879605242,,0.7466666666666668,True,future_relaxed,0.3333333333333333,0.0,,neutral,0.0,,1.0,1.0,-0.4829974167486312,1.0,1.0,,1292330851.1099243,0.1879353566851933,,4769507000.0,0,,,3,2021-01-29,2021-03-31
SU,Suncor Energy,Energy,Oil Gas & Consumable Fuels,adr_whitelist,False,False,0.0,0.0,not_selected_low_priority,0.6509457236842104,2.8792958145358627,,0.6106385694165536,0.671091119809217,0.6219188186162714,,0.5388667360650949,True,adr_global_alpha_fallback,0.1083333333333333,0.0,,promote_monster_early,0.0,,1.0,1.0,0.6144741359962701,1.0,1.0,,367127802.8251457,,,52377000000.0,0,,,0,,
SLB,SLB NV,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,False,False,0.0,0.0,not_selected_low_priority,0.6508470394736842,3.410977143604808,,0.5827263979741125,0.6302653403410687,0.4337812799781743,,0.2993704089250527,True,future_relaxed,0.1083333333333333,0.0,,promote_monster_early,0.0,,1.0,1.0,0.3318374728005956,1.0,1.0,,1061105627.6293564,0.1795592894521376,,33135000000.0,0,,,0,,
CNQ,Canadian Natural Resources,Energy,Oil Gas & Consumable Fuels,adr_whitelist,False,False,0.0,0.0,not_selected_low_priority,0.6484950657894737,2.9115760732637583,,0.5862817323097956,0.6406530285316043,0.5696136893171289,,0.5388667360650949,True,adr_global_alpha_fallback,0.1083333333333333,0.0,,promote_monster_early,0.0,,1.0,1.0,0.5274020894831043,1.0,1.0,,636884564.5054245,,,44167000000.0,0,,,0,,
SNDK,SANDISK CORP,Information Technology,Tech Hardware & Storage,current_constituents_proxy+strategic_global_hardware,False,False,0.0,0.0,omitted_candidate_gate_block,0.6475904605263159,3.962659950402824,,0.478745486238993,0.6437907929521313,0.4614110468374119,,0.7579329451872889,False,rejected,0.3333333333333333,0.0,,neutral,0.0,,1.0,1.0,-0.5824640062590543,1.0,1.0,,12184408465.398865,,,7355000000.0,0,,,0,,
OKE,ONEOK INC,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,False,False,0.0,0.0,omitted_candidate_gate_block,0.6442434210526314,2.875985482890105,,0.5480769437821613,0.6587446165835299,0.493421091739356,,0.6087198314809407,False,rejected,0.0135416666666666,0.0,,neutral,0.3947555852174538,,1.0,0.0,0.3950329272198059,1.0,1.0,,481146874.2302704,0.5498663471287677,0.0,33629000000.0,1,2022-03-31,2022-03-31,0,,
DAL,DELTA AIR LINES INC,Industrials,Transportation & Logistics,current_constituents_proxy,False,False,0.0,0.0,omitted_candidate_gate_block,0.6390131578947369,3.4365997770774808,,0.4781524749403114,0.522620495216566,0.4165587863320525,,0.9696271169170882,False,rejected,0.146875,0.0,,neutral,0.8553015685713621,,1.0,1.0,0.2273399831409076,1.0,1.0,,1032787756.4658736,0.0279188228995992,0.4307551250131161,63364000000.0,0,,,5,2024-02-29,2025-09-30
