recommendation_date,as_of_date,recommended_next_review_date,recommendation_semantics,portfolio_kind,rank,ticker,company_name,sector,recommended_weight,current_account_weight,projected_account_weight_after_orders,trade_action_from_current,trade_value_delta_usd,estimated_order_quantity,target_value_per_100k_usd,reference_price,reference_price_date,reference_price_source,estimated_shares_per_100k,suggested_action,buy_logic,score,monster_early_score,stale_leader_score,risk_entry_block_score
2026-05-14,2026-05-14,,latest_close_target_recommendation_not_yet_filled,concentrated,1,FIX,COMFORT SYSTEMS USA INC,Industrials,0.5,0.4969075368107052,0.4969075368107052,BUY,2568.6190804116777,0.0,50000.0,2043.239990234375,2026-05-14,price_cache_latest_close,24,BUY_OR_HOLD_TO_TARGET,concentrated_selection_source=preferred_final_label; concentrated_preferred_sleeve=True; portfolio_sleeve_label=future_winner; portfolio_defensive_rotation_action=promote_monster_early; theme_holding_profile_primary=neutral,3.7076578715030792,0.6921370415758668,0.0,0.2416666666666667
2026-05-14,2026-05-14,,latest_close_target_recommendation_not_yet_filled,concentrated,2,NVDA,NVIDIA CORP,Information Technology,0.125,0.0,0.125152594890664,BUY,0.0,0.0,12500.0,235.72000122070312,2026-05-14,price_cache_latest_close,53,BUY_OR_HOLD_TO_TARGET,concentrated_selection_source=preferred_final_label; concentrated_preferred_sleeve=True; portfolio_sleeve_label=future_winner; portfolio_defensive_rotation_action=promote_monster_early; theme_holding_profile_primary=long_duration,4.73043188005441,0.6676068894596775,0.0,0.2416666666666667
2026-05-14,2026-05-14,,latest_close_target_recommendation_not_yet_filled,concentrated,3,MRVL,MARVELL TECHNOLOGY INC,Information Technology,0.125,0.0,0.1251341912859501,BUY,0.0,0.0,12500.0,184.6132049560547,2026-05-14,price_cache_latest_close,67,BUY_OR_HOLD_TO_TARGET,concentrated_selection_source=monster_extreme_early; concentrated_preferred_sleeve=True; portfolio_sleeve_label=future_winner; portfolio_defensive_rotation_action=promote_monster_early; theme_holding_profile_primary=long_duration,6.46624279147003,0.7617971506429363,0.0,0.1083333333333333
2026-05-14,2026-05-14,,latest_close_target_recommendation_not_yet_filled,concentrated,4,MU,MICRON TECHNOLOGY INC,Information Technology,0.125,0.0,0.1252423802353281,BUY,0.0,0.0,12500.0,794.0999755859375,2026-05-14,price_cache_latest_close,15,BUY_OR_HOLD_TO_TARGET,concentrated_selection_source=monster_extreme_early; concentrated_preferred_sleeve=True; portfolio_sleeve_label=future_winner; portfolio_defensive_rotation_action=promote_monster_early; theme_holding_profile_primary=long_duration,5.319504026948242,0.7793709689421359,0.0,0.1083333333333333
2026-05-14,2026-05-14,,latest_close_target_recommendation_not_yet_filled,concentrated,5,CIEN,CIENA CORP,Information Technology,0.125,0.0,0.1252976915186429,BUY,0.0,0.0,12500.0,584.6799926757812,2026-05-14,price_cache_latest_close,21,BUY_OR_HOLD_TO_TARGET,concentrated_selection_source=monster_extreme_early; concentrated_preferred_sleeve=True; portfolio_sleeve_label=future_winner; portfolio_defensive_rotation_action=promote_monster_early; theme_holding_profile_primary=long_duration,5.214214409975853,0.7492640789701507,0.0,0.1083333333333333
2026-05-14,2026-05-14,,latest_close_target_recommendation_not_yet_filled,concentrated,6,CASH,Cash reserve,Cash,0.0,0.002265605258709521,0.0022656052587095,DEPLOY_CASH,0.0,0.0,0.0,1.0,2026-05-14,cash,0,NO_CASH_TARGET,residual cash after target stock weights,0.0,0.0,0.0,0.0
