portfolio_kind,weekly_signal_date,ticker,leader_rank,target_weight_after,leader_overlay_weight,weekly_leader_score,weekly_ret_4w,weekly_rs_4w,weekly_dollar_vol_20d,regime_state
main,2019-05-03,QCOM,1,0.18149958351260967,0.18149958351260967,4.284201619995016,0.539748474620152,0.5208276243763965,1954613300.4393575,bull
main,2019-05-03,SHOP,2,0.11557453462965764,0.11557453462965764,3.8864253721363693,0.34263913799678836,0.3237182877530329,416798104.45013046,bull
main,2019-05-03,MELI,3,0.03462574518500942,0.0029258818577327064,2.56518477278079,0.1513174811858844,0.13239663094212895,262553214.91012573,bull
main,2019-05-10,QCOM,1,0.2629458146866163,0.2629458146866163,4.394840400133445,0.5072865027809654,0.5143857752590664,1954613300.4393575,bull
main,2019-05-10,SHOP,2,0.032940986849221136,0.032940986849221136,3.1034631429598853,0.20481309217324717,0.2119123646513481,416798104.45013046,bull
main,2019-05-10,MELI,3,0.03581306179143921,0.004113198464162498,2.6459761187436777,0.10568468842242829,0.11278396090052922,262553214.91012573,bull
main,2019-05-17,SHOP,1,0.1712373260469078,0.1712373260469078,3.087673427666235,0.2391264841210552,0.2535393335031113,416798104.45013046,bull
main,2019-05-17,ZS,2,0.10413678009451421,0.10413678009451421,2.94253211655402,0.2560178780565392,0.2704307274385953,136932702.5641632,bull
main,2019-05-17,MELI,3,0.05632575718585467,0.024625893858577965,2.6784339208810617,0.16782521813865592,0.18223806752071203,262553214.91012573,bull
main,2019-05-24,SHOP,1,0.16734516376067163,0.16734516376067163,3.206586534329288,0.24100226242363698,0.27723179462080216,416798104.45013046,bull
main,2019-05-24,MELI,2,0.1381019933160279,0.1064021299887512,3.0786987350706694,0.21047148449829556,0.24670101669546074,262553214.91012573,bull
main,2019-05-24,SE,3,0.02625270625057718,0.02625270625057718,2.8253973448095655,0.17377693411502526,0.21000646631219044,98959105.69760324,bull
main,2019-06-07,SHOP,1,0.09700043778160045,0.06020043778160042,3.1965868599625424,0.1785728023854718,0.18013460108558776,498288152.3077965,bear
main,2019-06-07,HEI,2,0.012736229144175831,0.012736229144175831,2.8024378342729888,0.22381635095581265,0.22537814965592862,65979089.74479675,bear
main,2019-06-07,MKTX,3,0.0070633330742237484,0.0070633330742237484,2.716734544126237,0.19099474245510772,0.1925565411552237,112550641.096344,bear
main,2019-06-14,HEI,1,0.06686679599108915,0.06686679599108915,3.051404115687297,0.22328876296766786,0.2113237265306973,65979089.74479675,bear
main,2019-06-14,SHOP,2,0.04993320400891088,0.013133204008910849,2.737299153107246,0.1155758410971488,0.10361080466017825,498288152.3077965,bear
main,2019-06-21,SHOP,1,0.10871497675512315,0.07191497675512312,3.5517225096805918,0.18488317774457008,0.1401488988830064,498288152.3077965,bear
main,2019-06-21,HEI,2,0.008085023244876874,0.008085023244876874,3.05611711012895,0.23206208238011117,0.1873278035185475,65979089.74479675,bear
main,2019-07-05,SE,1,0.2,0.2,2.848701744947909,0.1575364227846856,0.11490959901862241,114521502.2890091,neutral
main,2019-07-12,PAGS,1,0.12155894530010616,0.12155894530010616,3.094497389724835,0.22425415053593434,0.17982278404939223,70564994.94782448,neutral
main,2019-07-12,SE,2,0.06407197154502273,0.06407197154502273,2.8952654298155354,0.17389850613089108,0.12946713964434897,114521502.2890091,neutral
main,2019-07-12,SRPT,3,0.014369083154871096,0.014369083154871096,2.617355873777015,0.3055114702845707,0.2610801037980286,180464945.94169617,neutral
main,2019-07-19,PAGS,1,0.18664858314437463,0.18664858314437463,3.768917390680303,0.21415270796329033,0.2033705027071544,70564994.94782448,neutral
main,2019-07-19,MKTX,2,0.00788631613794033,0.00788631613794033,2.6082227932227595,0.10192767691617166,0.09114547166003573,238450200.9817505,neutral
main,2019-07-19,RGLD,3,0.005465100717685037,0.005465100717685037,2.5579071084658866,0.19152648279179907,0.18074427753566313,41034461.99710846,neutral
main,2019-07-26,PAGS,1,0.1261485095498868,0.1261485095498868,3.308805406941235,0.2399282077735454,0.20917733019944684,70564994.94782448,neutral
main,2019-07-26,MANH,2,0.05928062725521142,0.05928062725521142,3.0774701023408273,0.2756382533627988,0.24488737578870023,32703889.866027832,neutral
main,2019-07-26,SHOP,3,0.05561047801776535,0.014570863194901779,2.8232109801010896,0.12123938074174534,0.09048850316764678,591676797.0399857,neutral
main,2019-08-02,PAGS,1,0.2,0.2,2.822251530082109,0.1266354201786175,0.1462028868790205,109687528.97716522,neutral
main,2019-08-09,PODD,1,0.11620862659779524,0.11620862659779524,2.8451467131796684,0.266611206308472,0.29664612813272273,45622145.08953095,neutral
main,2019-08-09,SHOP,2,0.13655509248911077,0.08379137340220479,2.8007319805336324,0.19331004344352154,0.22334496526777226,566620882.9332352,neutral
main,2019-08-16,PAGS,1,0.10557354446866048,0.10557354446866048,2.4372763821711994,0.1292725685026077,0.15726979994333967,109687528.97716522,neutral
main,2019-08-16,PODD,2,0.09442645553133953,0.09442645553133953,2.4229316160880914,0.23991093309819922,0.2679081645389312,45622145.08953095,neutral
main,2019-08-23,PODD,1,0.1291291183445764,0.1291291183445764,2.5474131441648327,0.24276150490132764,0.2995809095625007,45622145.08953095,neutral
main,2019-08-23,SHOP,2,0.1236346007423296,0.07087088165542361,2.459956344256405,0.1373091546161873,0.1941285592773604,566620882.9332352,neutral
main,2019-09-06,ROKU,1,0.1998960034663929,0.1700670129433842,4.405078831908747,0.35541015818696065,0.33336074124582615,1603914758.8199615,neutral
main,2019-09-06,PDD,2,0.025115118334220855,0.025115118334220855,3.490545118926513,0.5477875642390366,0.5257381472979021,277551471.1699581,neutral
main,2019-09-06,TGT,3,0.0048178687223949645,0.0048178687223949645,3.1697501428270902,0.3432083510888606,0.3211589341477261,677143078.8030243,neutral
main,2019-09-13,PDD,1,0.18631488618769645,0.18631488618769645,3.529003787191967,0.4354258775424229,0.39305099621202544,277551471.1699581,neutral
main,2019-09-13,MU,2,0.007426337622241928,0.007426337622241928,2.437310955645785,0.15958664444093174,0.11721176311053427,907093334.0069008,neutral
main,2019-09-13,TGT,3,0.006258776190061637,0.006258776190061637,2.4149890091830315,0.29224041469708384,0.24986553336668638,677143078.8030243,neutral
