ticker,Name,sector,portfolio_sleeve_label,score,style_row_turnaround_fit,market_style_regime_label
PDD,PDD Holdings (Pinduoduo / Temu),Internet,unassigned,2.2137662721210645,0.4943183406206847,breakout_growth
APP,APPLOVIN CORP CLASS A,Information Technology,core_compounder,3.5928852398763382,0.3197002302927471,breakout_growth
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,core_compounder,6.157598442196655,0.2893988050413669,breakout_growth
AMZN,AMAZON.COM INC,Consumer Discretionary,core_compounder,4.928273096651074,0.2816741640595795,breakout_growth
CART,MAPLEBEAR INC,Consumer Staples,unassigned,-0.3582639670285927,0.2703480881674705,breakout_growth
GOOGL,ALPHABET INC CLASS A,Communication,core_compounder,6.862492888951413,0.2595862900509273,breakout_growth
GOOG,ALPHABET INC CLASS C,Communication,core_compounder,6.914569886169556,0.255811700810748,breakout_growth
UDR,UDR REIT INC,Real Estate,early_scout,1.542491464437834,0.2495968963247374,breakout_growth
