rebalance_date,market_style_regime_label,style_breakout_preference,style_turnaround_preference,style_quality_compounder_preference,style_cash_defense_preference,style_liquidity_tailwind_score,style_rate_pressure_score,style_inflation_pressure_score,style_overheat_risk_score,n_candidates,top_breakout,top_turnaround,top_compounder
2019-04-30,balanced,0.2919909087538112,0.2130299364221063,0.4046087393883024,0.0776774263942241,0.0888810940839218,0.1150459149216101,0.1515487442297288,0.1357082175226931,496,"V,ADBE,PYPL,CSX,SUI","MCO,PFG,MKTX,JHG,NDAQ","TREX,SBUX,CPRT,FDS,UNH"
2019-05-31,cash_defense,0.0417695725223495,0.2008333470106177,0.4198342753279522,0.5907781509154043,0.3539782801322022,0.0,0.0,0.2379640887106109,489,"AMT,SBAC,HEI,MKTX,PSA","JHG,POST,CBOE,SO,EL","MA,SBUX,HEI,TSCO,FDS"
2019-06-28,balanced,0.3201212673057036,0.2496578833079304,0.3478428900402325,0.0286309471818526,0.1380045475472938,0.0,0.0,0.1056899464448811,501,"STE,HEI,ILMN,SMG,RGEN","CASY,QGEN,VEEV,WSM,HCA","TREX,MA,HEI,SBUX,TSCO"
2019-07-31,quality_compounder,0.1932044849091866,0.2375604859462463,0.5004754852378352,0.1761584681149237,0.1535861344409402,0.0897117139409647,0.0765662850247865,0.1438787310519234,507,"TREX,SMG,MDT,CTAS,SBAC","VEEV,OLN,QGEN,MEDP,SMG","TREX,MA,HEI,TSCO,DLTR"
2019-08-30,quality_compounder,0.148373888201265,0.1574841470619882,0.5330741052988827,0.4100188522758436,0.1433473009338629,0.0,0.0,0.2319769213268321,498,"HD,AMGN,VRSK,OHI,EXR","LITE,XPO,T,CHRW,CP","LRCX,TREX,MA,LAD,DLTR"
2019-09-30,quality_compounder,0.2027201867584245,0.3081532629803389,0.51155493069336,0.074621964010798,0.2477229855140329,0.4668566471074795,0.42770550356135373,0.2068009513509722,505,"TREX,KIM,OHI,TYL,TER","GPK,RL,NKE,GAP,ROST","LRCX,TREX,MA,LAD,MKSI"
2019-10-31,breakout_growth,0.5561564999917467,0.4165406511661771,0.485429058543926,0.011230382130235,0.4135445848229457,0.3249096942471594,0.4148573589770667,0.1555286610503025,510,"LW,CRUS,AAPL,LULU,RMD","LITE,T,CROX,JBL,LFUS","DLTR,MKSI,V,MU,MA"
2019-11-29,balanced,0.3951685148989253,0.3320409803215018,0.3643104564784336,0.0220864721323532,0.4318480335866764,0.16415224472022058,0.0775007344094956,0.1150244089209807,501,"AAPL,LULU,LW,UI,SSNC","HALO,IONS,TECH,BMRN,INCY","BABA,MA,MU,UI,JEF"
2019-12-31,quality_compounder,0.3726231563450397,0.2816501336942659,0.5427088906204754,0.0948759565725497,0.180570637335385,0.5333429542623451,0.7352573370961191,0.21537329035550032,502,"AAPL,MSFT,SWKS,MCO,CRUS","JD,BABA,GOOGL,GOOG,EXEL","BABA,MA,UI,JEF,HEI"
2020-01-31,quality_compounder,0.2181490313772129,0.1186668167031968,0.5956150546764676,0.5048248423345576,0.1251887998106695,0.0,0.0,0.28299200443466,513,"SMG,ADBE,MSFT,MCO,LAMR","JD,ENPH,RUN,BABA,GOOGL","BABA,MA,UI,HEI,RH"
2020-02-28,cash_defense,0.0473649543844959,0.1696495159263366,0.4528004975973644,0.6453811942759752,0.2040090351341076,0.0,0.0,0.271363629850486,536,"DPZ,DXCM,MSCI,SBAC,ADBE","AEE,NRG,ROL,SO,SCI","MA,ALLE,NRG,BABA,TT"
2020-03-31,cash_defense,0.1286915417919794,0.272559036583116,0.4430520066909889,0.66,0.3247744094037439,0.0,0.0,0.2687345417607283,466,"QGEN,DOCU,MASI,DXCM,SBAC","SO,NRG,ES,DUK,D","MA,ALLE,BABA,NRG,RGEN"
2020-04-30,turnaround_accumulation,0.207457734868668,0.5365360122524536,0.210761974838457,0.1883756345250864,0.7181887772831822,0.1026240605160639,0.1538195496035564,0.1002395943837129,477,"ZTO,DXCM,MKTX,EBAY,MASI","XPO,COST,CHRW,FIVE,TSCO","TSCO,NRG,BABA,RGEN,MTD"
