variant_id,status,portfolio_kind,source_target_book,cagr,max_dd,sharpe,trade_count,avg_cash_weight,total_fees_usd,caution_drawdown,crisis_drawdown,reentry_drawdown,caution_multiplier,crisis_multiplier,shadow_event_count,shadow_full_risk_cagr,shadow_full_risk_max_dd,target_distance,valid_for_production,reason
future_heavy_N2_cap0_33_shadow_dd_cm0p15_xm0p25_m0p80_0p55_rm0p08,completed,main,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/alpha_selector_broker_grid/main/future_heavy_N2_cap0.33/target_book.csv,0.16238820721033598,-0.1738961302937284,0.8261836697411913,299,0.34861715007675115,39214.79090564728,-0.15,-0.25,-0.08,0.8,0.55,88,0.16782574557061913,-0.18250233424224582,0.16150792308339243,True,
future_heavy_N2_cap0_5_shadow_dd_cm0p15_xm0p25_m0p80_0p55_rm0p08,completed,main,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/alpha_selector_broker_grid/main/future_heavy_N2_cap0.5/target_book.csv,0.20581101557885817,-0.22989004783687617,0.8148062337099145,337,0.10080265202011607,66050.99813977719,-0.15,-0.25,-0.08,0.8,0.55,109,0.25015854985009645,-0.26985234723887586,0.174079032258018,True,
future_heavy_N2_cap0_33_shadow_dd_cm0p12_xm0p20_m0p75_0p50_rm0p06,completed,main,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/alpha_selector_broker_grid/main/future_heavy_N2_cap0.33/target_book.csv,0.1454930680784685,-0.17392631154591887,0.768129958616826,320,0.38283941274896055,36262.365764603615,-0.12,-0.2,-0.06,0.75,0.5,98,0.16782574557061913,-0.18250233424224582,0.17843324346745035,True,
future_heavy_N2_cap0_5_shadow_dd_cm0p05_xm0p10_m0p55_0p20_rm0p02,completed,main,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/alpha_selector_broker_grid/main/future_heavy_N2_cap0.5/target_book.csv,0.13997141141056213,-0.18155399241058168,0.8120693602168615,355,0.5159980027845857,35748.759837331774,-0.05,-0.1,-0.02,0.55,0.2,119,0.25015854985009645,-0.26985234723887586,0.19158258100001954,True,
future_heavy_N2_cap0_5_shadow_dd_cm0p12_xm0p20_m0p75_0p50_rm0p06,completed,main,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/alpha_selector_broker_grid/main/future_heavy_N2_cap0.5/target_book.csv,0.17105819427454927,-0.21314093253063715,0.7510141664451886,353,0.21401815283871822,57653.29423825264,-0.12,-0.2,-0.06,0.75,0.5,117,0.25015854985009645,-0.26985234723887586,0.19208273825608788,True,
future_heavy_N2_cap0_33_shadow_dd_cm0p05_xm0p10_m0p55_0p20_rm0p02,completed,main,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/alpha_selector_broker_grid/main/future_heavy_N2_cap0.33/target_book.csv,0.10421820878513,-0.14499610678228403,0.7659391666515338,341,0.6402320104862256,21194.614087309837,-0.05,-0.1,-0.02,0.55,0.2,109,0.16782574557061913,-0.18250233424224582,0.19578179121487,True,
future_heavy_N2_cap0_5_shadow_dd_cm0p08_xm0p14_m0p50_0p25_rm0p03,completed,main,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/alpha_selector_broker_grid/main/future_heavy_N2_cap0.5/target_book.csv,0.15109738779653425,-0.20824759021685713,0.8216516571049287,347,0.4434792832430165,40498.02549981594,-0.08,-0.14,-0.03,0.5,0.25,115,0.25015854985009645,-0.26985234723887586,0.20715020242032287,True,
future_heavy_N2_cap0_33_shadow_dd_cm0p08_xm0p14_m0p50_0p25_rm0p03,completed,main,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/alpha_selector_broker_grid/main/future_heavy_N2_cap0.33/target_book.csv,0.09163480445816408,-0.17122177285907236,0.5843824846241027,343,0.5685814694702003,23870.748376874923,-0.08,-0.14,-0.03,0.5,0.25,109,0.16782574557061913,-0.18250233424224582,0.22958696840090828,True,
