rebalance_date,ticker,Name,sector,weight,raw_score,concentrated_score,portfolio_sleeve_label,concentrated_selection_source,period_forward_return,raw_period_forward_return,risk_adjusted_forward_return,weighted_forward_return,raw_weighted_forward_return,position_risk_action,position_risk_reason,position_risk_hard_stop,position_risk_enabled,target_n,weighting_mode,rebalance_action,active_rebalance_interval_months,next_scheduled_rebalance_date,portfolio_monster_early_score,portfolio_risk_entry_block_score,portfolio_defensive_rotation_action,target_stock_names,portfolio_mode
2019-05-31,MA,MASTERCARD INC CLASS A,Financials,0.5,6.480472194502959,0.7613810787154365,early_scout,preferred_final_label,0.07223993666526707,0.07223993666526707,0.07223993666526707,0.036119968332633534,0.036119968332633534,hold,hold,-0.08,True,1,conviction_curve,initial_rebalance,1,2019-06-28,0.5645943773077909,0.13333333333333333,neutral,1,concentrated_alpha
2019-06-28,MA,MASTERCARD INC CLASS A,Financials,0.5,6.008589948653595,0.7696427743496561,early_scout,preferred_final_label,0.015824750829606993,0.015824750829606993,0.015824750829606993,0.007912375414803496,0.007912375414803496,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2019-07-31,0.5850291310603196,0.13333333333333333,promote_monster_early,1,concentrated_alpha
2019-07-31,V,VISA INC CLASS A,Financials,0.5,5.971165515523088,0.7594477055212637,early_scout,preferred_final_label,0.008876038788547369,0.008876038788547369,0.008876038788547369,0.0044380193942736845,0.0044380193942736845,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2019-08-30,0.5670968436282543,0.13333333333333333,neutral,1,concentrated_alpha
2019-08-30,V,VISA INC CLASS A,Financials,0.5,5.962698436618378,0.7550632780813933,early_scout,preferred_final_label,-0.04154627820795831,-0.04154627820795831,-0.04154627820795831,-0.020773139103979155,-0.020773139103979155,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2019-09-30,0.5538089805951709,0.13333333333333333,neutral,1,concentrated_alpha
2019-09-30,AEP,AMERICAN ELECTRIC POWER INC,Utilities,0.5,4.316866695985465,0.7340373210674932,early_scout,preferred_final_label,0.014784886727329916,0.014784886727329916,0.014784886727329916,0.007392443363664958,0.007392443363664958,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2019-10-31,0.5643257714975339,0.13333333333333333,neutral,1,concentrated_alpha
2019-10-31,V,VISA INC CLASS A,Financials,0.5,6.0172533992173385,0.756487137292825,early_scout,preferred_final_label,0.02452996805306351,0.02452996805306351,0.02452996805306351,0.012264984026531756,0.012264984026531756,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2019-11-29,0.4933790047077175,0.146875,neutral,1,concentrated_alpha
2019-11-29,MA,MASTERCARD INC CLASS A,Financials,0.5,6.4593461024751395,0.7764885322431118,early_scout,preferred_final_label,0.033965380590298855,0.033965380590298855,0.033965380590298855,0.016982690295149427,0.016982690295149427,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2019-12-31,0.5423739139275603,0.146875,neutral,1,concentrated_alpha
2019-12-31,LRCX,LAM RESEARCH CORP,Information Technology,0.5,2.6921530082691607,0.6765209710723121,early_scout,monster_extreme_early,0.01426722609921871,0.01426722609921871,0.01426722609921871,0.007133613049609355,0.007133613049609355,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2020-01-31,0.6500823020341933,0.2416666666666667,promote_monster_early,1,concentrated_alpha
2020-01-31,MA,MASTERCARD INC CLASS A,Financials,0.5,6.419070842195946,0.7820480425123242,early_scout,preferred_final_label,-0.06245287281194123,-0.06245287281194123,-0.06245287281194123,-0.031226436405970615,-0.031226436405970615,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2020-02-28,0.525276229605018,0.13333333333333333,neutral,1,concentrated_alpha
2020-02-28,MA,MASTERCARD INC CLASS A,Financials,0.5,6.581248136884824,0.788931142452346,early_scout,preferred_final_label,-0.08,-0.227341210135503,-0.08,-0.04,-0.1136706050677515,risk_exit,hard_stop,-0.08,True,1,conviction_curve,rebalance,1,2020-03-31,0.40573728612940135,0.146875,neutral,1,concentrated_alpha
