ticker,source_etf,source_etf_theme,source_etf_label,etf_attention_score,ticker_in_scored_universe,ticker_participation_score,ticker_ret_5d,ticker_ret_21d,ticker_dollar_volume_20d,ticker_market_cap,ticker_name,combined_watch_score
ALAB,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.3182461342704352,True,2.788431378695587,0.1646228564738197,0.3622153035624507,1201572870.512848,39883197991.09076,Astera Labs,2.712461823618229
MU,SMH,semiconductors_broad,VanEck Semiconductor ETF,1.3357698591770106,True,2.4942036369910356,-0.02965951779766396,0.58489153321609,29892842806.977386,817223727111.8335,Micron Technology,2.5828716776725287
MU,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.3182461342704352,True,2.4942036369910356,-0.02965951779766396,0.58489153321609,29892842806.977386,817223727111.8335,Micron Technology,2.5653479527659533
MU,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.3144391503151291,True,2.4942036369910356,-0.02965951779766396,0.58489153321609,29892842806.977386,817223727111.8335,Micron Technology,2.5615409688106467
AMD,SMH,semiconductors_broad,VanEck Semiconductor ETF,1.3357698591770106,True,2.2185700992565,-0.06830114055919456,0.5241141063019794,17312921560.54245,691537740952.2965,Advanced Micro Devices,2.4450549088052607
MRVL,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.3182461342704352,True,2.238009446677834,0.03973428738506346,0.3263103086584165,4318392540.192642,153186739471.43555,Marvell Technology,2.437250857609352
MRVL,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.3144391503151291,True,2.238009446677834,0.03973428738506346,0.3263103086584165,4318392540.192642,153186739471.43555,Marvell Technology,2.4334438736540465
AMD,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.3182461342704352,True,2.2185700992565,-0.06830114055919456,0.5241141063019794,17312921560.54245,691537740952.2965,Advanced Micro Devices,2.4275311838986853
AMD,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.3144391503151291,True,2.2185700992565,-0.06830114055919456,0.5241141063019794,17312921560.54245,691537740952.2965,Advanced Micro Devices,2.423724199943379
QCOM,SMH,semiconductors_broad,VanEck Semiconductor ETF,1.3357698591770106,True,2.0980546104080107,-0.08033224309147846,0.49840115761181747,5472105855.685959,212370465789.7949,Qualcomm,2.384797164381016
QCOM,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.3144391503151291,True,2.0980546104080107,-0.08033224309147846,0.49840115761181747,5472105855.685959,212370465789.7949,Qualcomm,2.3634664555191343
ON,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.3182461342704352,True,2.0828821516583442,0.09602717010814965,0.4151132263041821,1397940822.934227,44328170173.208725,ON SEMICONDUCTOR CORP,2.359687210099607
ON,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.3144391503151291,True,2.0828821516583442,0.09602717010814965,0.4151132263041821,1397940822.934227,44328170173.208725,ON SEMICONDUCTOR CORP,2.3558802261443015
MU,DRAM,memory_semiconductors,Roundhill Memory ETF,1.1034650747951744,True,2.4942036369910356,-0.02965951779766396,0.58489153321609,29892842806.977386,817223727111.8335,Micron Technology,2.3505668932906922
SNDK,DRAM,memory_semiconductors,Roundhill Memory ETF,1.1034650747951744,True,2.4776101329746276,-0.09903733108914514,0.5308928297844828,18970263933.762207,208452622089.09644,SanDisk,2.342270141282488
