leadership_theme,member_count,active_count_1d_gt_8pct,active_count_5d_gt_20pct,breadth_21d_positive,median_ret_5d,median_ret_21d,median_ret_63d,top_participation_score,top_bubble_climax_score,top_early_leadership_score,dollar_volume_20d_sum,top_tickers,leadership_state,leadership_score
optical_networking_ai_infra,3,0,0,1.0,0.07402082907461494,0.11973667010749778,0.7605764384708618,1.6154060568349664,0.8903714927128316,1.9099823090258299,8961010020.056458,"COHR,LITE,CIEN",neutral,2.2435065571295647
memory_semiconductors,6,0,0,0.6666666666666666,-0.037160564966441934,0.4142333468021413,0.7368676320169931,1.4457384521910381,0.6002248436531968,1.716229010687477,56230140931.56189,"MU,SNDK,STX,WDC,PSA,EXR",emerging_leader,1.508951232390573
ai_compute_semiconductors,31,0,0,0.9032258064516129,-0.01927134865670499,0.13597176904863773,0.251070268189572,2.238923309461257,1.4651185836822604,2.921855578845965,116056417150.2799,"ALAB,UMC,MRVL,AMD,QCOM,STM,ON,TXN",emerging_leader,1.503959090377263
software_ai_platforms,42,0,0,0.5714285714285714,-0.019543358649467935,0.008653681873336372,0.019580716006485255,1.9617437211435522,1.9528990932850872,2.0452298007830034,46904843942.67541,"PANW,CRWD,FTNT,AKAM,APP,MSFT,TTWO,NOW",neutral,0.5266459379973564
energy,100,0,0,0.52,-0.010530595229781559,0.008732796486488392,0.04263946507728211,1.3703388949982234,1.7142360084353636,1.384298365611008,31743581373.995155,"OXY,XOM,TRGP,DVN,CHRD,FANG,MPC,CF",neutral,0.4272924292299601
software,69,0,1,0.4492753623188406,-0.021827334386656183,-0.020550881940171628,0.05530030341373071,1.8351079082733857,1.4229660997481437,1.9752820395362987,73061616258.14444,"CSCO,FLEX,VRT,AAPL,EBAY,HPE,GOOGL,GOOG",neutral,0.3288673231588005
power_grid_gas_turbine,10,0,0,0.5,-0.00534330448321596,0.00908129231131305,0.017393121192177396,0.7125858342966122,0.5536099431324597,0.7246646773425247,7763977701.07769,"NXT,PWR,NVT,GEV,ETN,GTLS,AEP,VST",neutral,0.13108101140489037
medtech,58,0,0,0.3275862068965517,-0.007660441531421203,-0.05118684674885271,-0.09517491734710587,1.1441239706999844,1.1193082414018654,1.0217959169236979,34147116433.741142,"UNH,CVS,DVA,ELV,LLY,ABBV,JNJ,SYK",neutral,0.04053447556862534
banking,124,0,0,0.3629032258064516,-0.015342573620241329,-0.027207526974292018,-0.02438846221574903,0.8133299638386436,0.8361137547684,0.8601390978820238,35783666117.06352,"CBOE,AIZ,APO,BEN,GS,SCHW,MS,PGR",neutral,-0.01522941800271478
industrial,112,0,0,0.4017857142857143,-0.033367918588151024,-0.018714718510541906,-0.06339797970392974,1.1467186338434603,0.9850188869003667,1.4582099901862222,31593292329.77157,"BE,AAON,FIX,JBHT,URI,KNX,UNP,GWW",neutral,-0.13651233879225486
consumer,125,0,0,0.296,-0.03557107860358888,-0.04818749225098118,-0.08028603443035465,1.2134357609522064,1.1920475547536937,1.1381390874682984,63390931740.43685,"ARMK,PM,MO,COST,TSLA,SBUX,KO,CASY",neutral,-0.24429844118615318
general,35,0,0,0.08571428571428572,-0.012017901112109541,-0.04224097051083531,-0.039635938183029684,0.32287216758885545,0.28049476693428727,0.09577099975093355,12477614008.472141,"LYV,NEE,SO,VZ,EA,AWK,DIS,TMUS",neutral,-0.371098811216966
space_launch,26,0,0,0.23076923076923078,-0.028388892046644187,-0.05870754959066515,-0.10668601083551532,0.5695225266997828,0.21424899596639144,0.5953212511324177,14353171351.423767,"RKLB,PL,AXON,HWM,BA,GD,GE,HEI",neutral,-0.587019776089732
rare_earths_battery_materials,1,0,0,1.0,-0.05426243446006951,0.06031797143025175,0.0432694649863421,-0.2424181852803702,-0.6745216077429553,0.06054874931202153,192788962.39624023,TECK,neutral,-0.9409045569157882
nuclear_power,4,0,0,0.0,-0.08937384419471778,-0.1057397648311772,-0.059331959006724055,-0.6754220056378509,-0.9568344962860089,-0.9019930800486448,1706382884.403448,"BWXT,CEG,CCJ,UEC",lagging,-2.385894185365304
