date,price_state,price_crisis_score,price_trigger,spy_drawdown,spy_ret_5d,spy_above_ma20,spy_above_ma50,long_crisis_state,long_crisis_score,cash_gate_reason,cash_gate_allowed,liquidity_confirmation_score,market_trend_damage_score,credit_stress_score,long_crisis_feature_date,future_labels_excluded,raw_state,crisis_state,crisis_score,reentry_stage,reentry_trigger,state_source
2019-05-31,GREEN,0.0,risk_on,0.0,0.0,True,True,GREEN,0.2251350420110031,below_cash_raise_zone,True,0.2030691540479983,0.25247103592624287,0.0,2019-05-31,True,GREEN,GREEN,0.2251350420110031,,risk_on,price_or_combined
2019-06-03,GREEN,0.005085303533092889,risk_on,-0.0025426517665464443,0.0,True,True,GREEN,0.32649716099998743,below_cash_raise_zone,True,0.17710134075076206,0.5802075472191736,0.0,2019-06-03,True,GREEN,GREEN,0.32649716099998743,,risk_on,price_or_combined
2019-06-04,GREEN,0.0,risk_on,0.0,0.0,True,True,GREEN,0.12067140457760991,below_cash_raise_zone,True,0.13419200496602868,0.14657098516531153,0.0,2019-06-04,True,GREEN,GREEN,0.12067140457760991,,risk_on,price_or_combined
2019-06-05,GREEN,0.0,risk_on,0.0,0.0,True,True,GREEN,0.11498012813378826,below_cash_raise_zone,True,0.15953382618804027,0.1124667652094895,0.0,2019-06-05,True,GREEN,GREEN,0.11498012813378826,,risk_on,price_or_combined
2019-06-06,GREEN,0.0,risk_on,0.0,0.0,True,True,GREEN,0.12427156077565785,below_cash_raise_zone,True,0.27138591515449795,0.08664792581586081,0.0,2019-06-06,True,GREEN,GREEN,0.12427156077565785,,risk_on,price_or_combined
2019-06-07,GREEN,0.0,risk_on,0.0,0.04497418766334227,True,True,GREEN,0.118107947583777,below_cash_raise_zone,True,0.27156666028029536,0.04375982953683739,0.0,2019-06-07,True,GREEN,GREEN,0.118107947583777,,risk_on,price_or_combined
2019-06-10,GREEN,0.0,risk_on,0.0,0.05244566828397823,True,True,GREEN,0.09799045898874212,below_cash_raise_zone,True,0.27165753883020216,0.03441872629789455,0.0,2019-06-10,True,GREEN,GREEN,0.09799045898874212,,risk_on,price_or_combined
2019-06-11,GREEN,0.0004846436315961711,risk_on,-0.00024232181579808554,0.029836835354102975,True,True,GREEN,0.10084631240019068,below_cash_raise_zone,True,0.27113176204472894,0.03539986663748292,0.0,2019-06-11,True,GREEN,GREEN,0.10084631240019068,,risk_on,price_or_combined
2019-06-12,GREEN,0.004014781279062962,risk_on,-0.002007390639531481,0.01918941164850363,True,True,GREEN,0.09346194562532549,below_cash_raise_zone,True,0.2434900087561476,0.04254647958031982,0.0,2019-06-12,True,GREEN,GREEN,0.09346194562532549,,risk_on,price_or_combined
2019-06-13,GREEN,0.0,risk_on,0.0,0.016783864271233018,True,True,GREEN,0.09777387452979364,below_cash_raise_zone,True,0.24346467909202346,0.030269795704629843,0.0,2019-06-13,True,GREEN,GREEN,0.09777387452979364,,risk_on,price_or_combined
