portfolio,metric_source,official_source_pass,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,True,0.3527588626928815,0.3,True,0.0,-0.2425252462433768,-0.25,True,0.0,1.268144735016011,0.0,True
concentrated,broker_ledger_next_close,True,0.4665608462995303,0.5,False,3.3439,-0.24120710120737632,-0.28,True,0.0,1.4005339789546871,0.0,False
