fill_date,gross_value,portfolio,price_return,reason,relative_return,signal_date,ticker
2019-06-17,1367.4541015625,main,-0.0128275392407163,weekly_relative_trim,-0.0629607458218728,2019-06-14,CBOE
2019-07-08,2259.303436279297,main,0.0031163341015811,weekly_relative_trim,-0.0816441123126592,2019-07-05,AMT
2019-07-22,3358.7767601013184,main,0.0181848890646243,weekly_relative_trim,-0.063802506842105,2019-07-19,ELS
2019-07-22,4199.38134765625,main,-0.0044788788799275,weekly_relative_trim,-0.0846413181062301,2019-07-19,FDS
2019-08-12,6412.536087036133,main,0.0021294843648458,weekly_relative_trim,-0.0610286649785196,2019-08-09,NOW
2019-08-15,3885.4199295043945,main,-0.0851376034797878,daily_hard_stop_exit,-0.0498836286482496,2019-08-14,CBRE
2019-08-15,11399.785064697266,main,-0.0851393507414659,daily_hard_stop_exit,-0.0472432253188677,2019-08-14,ORCL
2019-09-11,6191.907272338867,main,-0.0909433945381974,daily_hard_stop_exit,-0.1134769356876997,2019-09-10,AMT
2019-09-11,7714.721878051758,main,0.1932272799657446,daily_trailing_stop_exit,0.0936121236871214,2019-09-10,SHOP
2019-09-16,4739.627838134766,main,-0.0489004104455763,weekly_relative_trim,-0.0815944525133954,2019-09-13,AMGN
2019-09-16,1610.5583610534668,main,-0.0534391418836919,weekly_relative_trim,-0.0859771650885001,2019-09-13,ELS
2019-09-16,10550.459907531738,main,-0.0430882712303295,weekly_relative_exit,-0.1315968060962929,2019-09-13,NOW
2019-10-23,4840.219879150391,main,-0.0871147328171629,daily_hard_stop_exit,-0.1047309106557669,2019-10-22,NOW
2019-11-04,4016.7857666015625,main,-0.0069177973466011,weekly_relative_trim,-0.0612089531869654,2019-11-01,DUK
2019-11-11,8040.682891845703,main,-0.0582279900538036,weekly_relative_trim,-0.1177832690682881,2019-11-08,BKNG
2019-11-11,2868.6953125,main,-0.011537496967295,weekly_relative_trim,-0.0617706207853506,2019-11-08,MDT
2019-11-11,1721.6368942260742,main,-0.0073777333735793,weekly_relative_trim,-0.0701486539579614,2019-11-08,PG
2019-11-18,7794.677032470703,main,-0.0734483408457563,weekly_relative_exit,-0.1399747959662061,2019-11-15,BKNG
2019-11-18,3843.765197753906,main,-0.0578900387359927,weekly_relative_exit,-0.1255335807202233,2019-11-15,DUK
2019-11-25,3542.598358154297,main,0.0418417958817907,weekly_relative_trim,-0.088740470516584,2019-11-22,HD
2019-12-16,155.61234283447266,main,-0.0414937215108539,weekly_relative_trim,-0.0752644585812498,2019-12-13,LPX
2019-12-23,4256.991668701172,main,0.0362575344853435,weekly_relative_trim,-0.0695306729113766,2019-12-20,ORCL
2019-12-30,3090.1688232421875,main,-0.0265354736792035,weekly_relative_trim,-0.0649621951671666,2019-12-27,DIS
2019-12-30,1886.559600830078,main,-0.0254586287024231,weekly_relative_trim,-0.0639278577711861,2019-12-27,JKHY
2020-01-06,4660.123153686523,main,-0.0073348462504214,weekly_relative_trim,-0.0620397901506534,2020-01-03,MSFT
2020-01-27,2170.8664951324463,main,-0.0119976568779557,weekly_relative_trim,-0.068057249766277,2020-01-24,BAC
2020-01-28,6759.322357177734,main,-0.0871237540214097,daily_hard_stop_exit,-0.1248934034147228,2020-01-27,DIS
2020-02-26,5302.958404541016,main,-0.0929096119218505,daily_hard_stop_exit,-0.0596321486795148,2020-02-25,DIS
2020-02-28,9365.388633728027,main,-0.1129585964527218,daily_hard_stop_exit,-0.0336202155311615,2020-02-27,GOOG
2020-03-10,4652.446990966797,main,-0.1163576985545702,daily_hard_stop_exit,-0.0040296649835696,2020-03-09,BKNG
2020-03-10,9151.719360351562,main,-0.1004494137645103,daily_hard_stop_exit,-0.0006890252207623,2020-03-09,MSFT
2020-03-10,6506.240142822266,main,-0.1518873171168818,daily_hard_stop_exit,-0.0440757855061245,2020-03-09,NOW
2020-03-10,4349.509647846222,main,-0.112107881449605,daily_hard_stop_exit,0.0007603861025622,2020-03-09,NVDA
2020-03-10,4560.331932067871,main,-0.1823781431737969,daily_hard_stop_exit,-0.0784425855033165,2020-03-09,TSLA
2020-03-13,4411.531402587891,main,-0.0952024987443657,daily_hard_stop_exit,0.1271768087511577,2020-03-12,AMT
2020-03-13,2645.2908325195312,main,-0.0853611888601914,daily_hard_stop_exit,0.1394368959571685,2020-03-12,DPZ
2020-03-13,2816.34782409668,main,-0.1674770921753062,daily_hard_stop_exit,0.037138711315853,2020-03-12,DUK
2020-03-13,6892.762828826904,main,-0.1064439590927132,daily_hard_stop_exit,0.0509224429576291,2020-03-12,LRCX
2020-03-13,4886.250019073486,main,-0.1038176101915723,daily_hard_stop_exit,0.1734423700415328,2020-03-12,SHOP
2020-03-13,6435.698867797852,main,-0.1067691181220567,daily_hard_stop_exit,0.1127673689592794,2020-03-12,VZ
