portfolio_kind,window_id,window_start,window_end,base_window_max_dd,governed_window_max_dd,window_mdd_delta_pp,base_window_return,governed_window_return,base_observations,governed_observations
main,covid_2020,2020-02-19,2020-05-31,-0.3255722863521465,-0.3766008266927888,-5.10285403406423,-0.07690167984571705,-0.09917485279413762,71,71
main,bear_2022,2021-11-01,2022-12-31,-0.29285750313637804,-0.2846048045630717,0.825269857330635,-0.21296921190427553,-0.20486268657732776,294,294
concentrated,covid_2020,2020-02-19,2020-05-31,-0.314081565041182,-0.44060978091827097,-12.652821587708896,-0.03861791579299223,-0.11157414840280988,71,71
concentrated,bear_2022,2021-11-01,2022-12-31,-0.40075905761712993,-0.41401784704289113,-1.3258789425761197,-0.3077336654541608,-0.3230440611748746,294,294
