sector,member_count,active_count_1d_gt_8pct,active_count_5d_gt_20pct,breadth_21d_positive,median_ret_5d,median_ret_21d,median_ret_63d,top_participation_score,top_bubble_climax_score,top_early_leadership_score,dollar_volume_20d_sum,top_tickers,leadership_state,leadership_score
Semiconductors,3,1,0,1.0,0.04530535487831666,0.5498776778660828,0.5456310467464289,2.2374499506324654,2.1453072098069907,2.925084881764627,2088651690.2487626,"STM,UMC,NXPI",emerging_leader,2.2833567750390467
Information Technology,94,3,7,0.7446808510638298,-0.0017110962059644907,0.13433647278865268,0.18108489427327867,3.3791363052725587,3.5882835922840113,3.8234363661390294,231431876716.67444,"MU,AKAM,PANW,HIMX,ON,QCOM,FTNT,AMD",emerging_leader,1.74963625867084
Energy,38,0,0,0.7894736842105263,0.005487215525806888,0.03631509910646591,0.09275592331523852,0.738715644094599,0.589236848398401,0.7525742088021783,17465839255.347214,"TRGP,FANG,MPC,CNQ,XOM,WMB,OXY,VLO",neutral,0.5713319044528528
Consumer Staples,39,0,0,0.5641025641025641,0.0013689685622504388,0.01631393455660657,-0.05304121680061724,1.2690652860725233,1.4083279851172144,1.4822514795990274,16270522193.756842,"SFM,PRMB,PM,ADM,CASY,MNST,COST,MO",neutral,0.49635843307593874
Communication,11,0,0,0.7272727272727273,-0.0048482198333547055,0.013110463979879139,-0.009249424837359466,0.7563314029290974,0.5987051531807225,0.5138069820270195,22867912275.653637,"GOOGL,GOOG,TTWO,LYV,VZ,DIS,TMUS,EA",neutral,0.3823226332704437
Health Care,66,0,0,0.36363636363636365,-0.006216288086934474,-0.034707202030185735,-0.08351635229448501,1.5176854645798739,1.6220372123205522,1.728473564546323,35774423925.04505,"UNH,CVS,ELV,NBIX,DVA,LLY,CI,EXEL",neutral,0.3039730262256075
Industrials,151,2,2,0.3576158940397351,-0.032774413790130685,-0.027300919057357875,-0.060444396401665546,1.9223079793886915,2.1607443653789487,2.179519908672903,55569256551.893875,"RKLB,AAON,BE,NXT,ST,PWR,VRT,NVT",neutral,0.17440043757222576
Real Estate,45,0,0,0.6,-0.01001044407582441,0.011219114922546902,0.032439462251897755,0.5571540299517842,0.5763763064539089,0.8462761306913626,7782025122.198783,"VTR,EQIX,DOC,WELL,HIW,IRM,LINE,CCI",neutral,0.12356099489937371
Financials,121,0,0,0.34710743801652894,-0.024935267740560096,-0.0298715522342321,-0.04514889106883224,0.8013416573350787,0.7627855703726645,0.8490314245798705,36304760010.26573,"CBOE,GS,BEN,APO,MS,BLK,BK,NDAQ",neutral,-0.020259539537915247
Utilities,37,0,0,0.21621621621621623,-0.00910884345265539,-0.03690989743998119,0.012493509025603533,0.28378832268042015,0.22420651204480752,0.2408841212142198,10580082016.715187,"NEE,ETR,D,AEP,XEL,SO,AWK,LNT",neutral,-0.15016616188350526
Materials,45,0,0,0.37777777777777777,-0.025217798872271935,-0.03164903211257841,-0.09608576842306182,0.783939724103476,0.7435646073496708,0.9384102921680101,12104992419.317385,"LIN,FCX,TECK,NUE,STLD,CF,ESI,LYB",neutral,-0.16842907494937323
Consumer Discretionary,72,0,1,0.2361111111111111,-0.05366149149080329,-0.0655019672840545,-0.0871833223260321,1.487276722582856,1.648442410769287,1.6012807432377902,58586806621.90179,"TSLA,HRB,AMZN,BWA,ARMK,EBAY,MUSA,TXRH",neutral,-0.3208206891428682
Internet,3,0,0,0.3333333333333333,-0.02648811601154244,-0.024485798602961406,-0.04752798350585741,0.07251755027681106,0.3293881841309972,-0.33414356209084,1852812707.0983593,"PDD,NTES,MELI",neutral,-0.5306115258163351
Financial,6,0,0,0.3333333333333333,-0.038548383501355254,-0.06495070003704895,-0.09843882433707352,-0.5047402551878798,-0.3983149821208402,-0.37000568100106257,619371910.2991753,"MFC,SLF,IBN,SAN,HDB,CIB",neutral,-1.0917995234093516
Software,1,0,0,0.0,-0.06974648025935593,-0.15619046996239905,-0.17605002597812247,-1.0821351573322908,-1.0131628186242418,-0.8987868302867797,40802697.23096142,GIB,lagging,-2.3440874534377114
