leadership_theme,member_count,active_count_1d_gt_8pct,active_count_5d_gt_20pct,breadth_21d_positive,median_ret_5d,median_ret_21d,median_ret_63d,top_participation_score,top_bubble_climax_score,top_early_leadership_score,dollar_volume_20d_sum,top_tickers,leadership_state,leadership_score
optical_networking_ai_infra,3,0,1,1.0,0.13379190730654233,0.2289389202001526,0.8797546731364119,2.15235856623266,1.4592016806743544,2.663958874674512,8494329896.57939,"COHR,LITE,CIEN",climax_hot,2.8126988797344707
memory_semiconductors,6,0,1,1.0,0.05577824600753656,0.46213884905352853,0.8181557363560317,1.7853101137427503,0.8875425216309343,2.2421276156864507,54398381874.246346,"MU,SNDK,STX,WDC,PSA,EXR",emerging_leader,2.5130871037702303
ai_compute_semiconductors,31,1,1,0.967741935483871,0.048757509969178825,0.22615968813375464,0.3116352725993006,2.8660420710187933,2.536546072915929,3.4222164894434335,112165991454.32869,"AMD,MRVL,ON,STM,HIMX,UMC,INTC,NVDA",emerging_leader,2.3343454754465878
rare_earths_battery_materials,1,0,0,1.0,0.09060239006234916,0.13701099481127854,0.13339147212724178,0.5957382535474522,0.47098857903921443,1.0224824336514713,190968019.30378038,TECK,emerging_leader,1.0410635738560574
software,67,2,3,0.4925373134328358,0.006532842954126705,-4.730736479519049e-05,0.0973831604574329,2.3523738426660543,2.462650603138144,2.664743024203114,69382513104.83784,"CSCO,IONQ,QUBT,HPE,FLEX,GLW,AAPL,ARW",neutral,0.5259344495603652
energy,100,0,0,0.69,0.01648991385263765,0.023951142685522786,0.054914103533598047,0.7559730814584493,0.6027273980718353,0.9268735644297899,31518382553.029594,"ENB,OXY,CNQ,NUE,FANG,OKE,MPC,WMB",neutral,0.33870546279407004
industrial,113,1,0,0.504424778761062,-0.011164934222228862,0.0016164899678159372,-0.026681208431798442,1.55981863011931,1.6939643824032413,1.773314154440963,32819566556.668568,"BE,AAON,VRT,URI,KNX,JBHT,FIX,MTZ",neutral,0.06697641781506489
software_ai_platforms,42,0,1,0.5476190476190477,-0.03271290562384643,0.013119715621165207,0.00995265093875064,2.0013480966568062,1.9700011016340837,2.3099934441316914,45992948803.43074,"PANW,AKAM,CRWD,FTNT,ORCL,TTWO,NTAP,APP",neutral,0.024524553366015445
power_grid_gas_turbine,10,0,0,0.5,0.010356291997842493,0.01575223100793749,0.03304116127108925,0.540589906759647,0.2101026436133164,0.6696744651496289,7515463271.025391,"PWR,NXT,NVT,GEV,ETN,AEP,GTLS,TLN",neutral,-0.037771716928227006
medtech,58,0,0,0.3448275862068966,-0.005557597813895865,-0.03621648809713757,-0.08126121525227359,0.9225247432919447,0.41357880105134126,1.2295332971652506,33302668367.019257,"UNH,CVS,ELV,DVA,LLY,DOC,ABBV,VTR",neutral,-0.20834744995481494
consumer,125,0,0,0.376,-0.020544440439552947,-0.03348105972706039,-0.06023956091252336,1.2303945919987322,1.2595632815082283,1.3853765608987723,62868769375.57601,"ARMK,TSLA,BWA,PM,MNST,SFM,SBUX,TXRH",neutral,-0.20867985383279644
banking,124,0,0,0.3629032258064516,-0.011441551997009247,-0.024842711614255275,-0.030646450656746982,0.7197630031256232,0.5459687673710318,0.9498186734916945,35426810703.769356,"CBOE,AIZ,APO,GS,BEN,NDAQ,ARES,MS",neutral,-0.2519813941438621
space_launch,26,0,2,0.38461538461538464,0.0015536125156454528,-0.05135530968887059,-0.07093891117038825,0.8728538629242475,0.7348719937254635,0.9953966067651815,14058323054.440098,"RKLB,PL,BA,ACHR,HWM,GD,CW,AXON",neutral,-0.3218998398357915
general,35,0,0,0.2857142857142857,0.0004463761226234375,-0.015938228496443663,-0.00830260323618659,0.23518807561375948,0.02799848318968217,0.22996152696678338,12120930095.477129,"LYV,NEE,VZ,DIS,ETR,SO,NXST,DTE",neutral,-0.33409408456261647
nuclear_power,4,0,0,0.25,-0.04583494538489269,-0.06191552677856055,-0.0108845630917489,-0.6125187328052183,-1.0428410402952086,-0.7044659447206861,1664600633.2004147,"CEG,BWXT,CCJ,UEC",neutral,-1.5305895421487792
