horizon,status,start_date,end_date,period_return,cagr,max_dd,sharpe,realized_volatility,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,series,series_type
1M,completed,2026-05-18,2026-06-18,0.27468947527126186,16.454276107808965,-0.12755425451158786,4.852090529316611,0.6152816713777062,611158.2022270486,779036.9281045243,0.1690507656234694,0.2028704879776486,main,portfolio
3M,completed,2026-03-18,2026-06-18,0.43689490501933737,3.2169104713748107,-0.12755425451158786,3.115445045264924,0.4996667895194086,542166.9499858378,779036.9281045243,0.3041762286628442,0.2028704879776486,main,portfolio
6M,completed,2025-12-18,2026-06-18,0.9001842254952774,2.626654824878715,-0.12861601110816212,3.162579344452252,0.44495898765468295,409979.6838916872,779036.9281045243,0.2496266020904704,0.2028704879776486,main,portfolio
YTD,completed,2026-01-02,2026-06-18,0.8422289780412009,2.804870152734061,-0.12861601110816212,3.145964593383776,0.4604926868604803,422877.3607355021,779036.9281045243,0.22461127152418361,0.2028704879776486,main,portfolio
1Y,completed,2025-06-18,2026-06-18,1.698285242568085,1.700120361108986,-0.12861601110816212,2.8317503128998722,0.37785204180806387,288715.55750091054,779036.9281045243,0.1867041123616799,0.2028704879776486,main,portfolio
2Y,completed,2024-06-18,2026-06-18,2.016341645815091,0.7374186170772188,-0.23743989721316217,1.892409529388981,0.3210659695661898,258272.11224078995,779036.9281045243,0.2234713540843283,0.2028704879776486,main,portfolio
FULL,completed,2019-07-01,2026-06-18,6.808413083563981,0.3432226830107725,-0.271786846224337,1.2557087262809443,0.26336143915158705,99768.91844315051,779036.9281045243,0.2659788178294482,0.2028704879776486,main,portfolio
1M,completed,2026-05-18,2026-06-18,0.35743822702557115,35.622010015434455,-0.15004992157071317,5.497250582111569,0.6835165377504046,950665.0039839682,1290469.0175032553,0.06823770349190131,0.0572544399878211,concentrated,portfolio
3M,completed,2026-03-18,2026-06-18,0.40233366610553545,2.8283872634073273,-0.15004992157071317,2.844637113965173,0.5157366504322644,920229.6491155754,1290469.0175032553,0.4135688567240459,0.0572544399878211,concentrated,portfolio
6M,completed,2025-12-18,2026-06-18,1.4056877064138176,4.822331102928563,-0.15004992157071317,3.8558465263335697,0.49593977804355704,536424.1643097433,1290469.0175032553,0.30675828777748093,0.0572544399878211,concentrated,portfolio
YTD,completed,2026-01-02,2026-06-18,1.1629544773680807,4.404938415518594,-0.15004992157071317,3.6354293988853796,0.5008214608051113,596623.2905065665,1290469.0175032553,0.3212419427929954,0.0572544399878211,concentrated,portfolio
